"Module","emmean.HA_Control","SE.HA_Control","emmean.HA_LowNut","SE.HA_LowNut","emmean.HA_Salt","SE.HA_Salt","emmean.HA_Combo","SE.HA_Combo","emmean.RHA_Control","SE.RHA_Control","emmean.RHA_LowNut","SE.RHA_LowNut","emmean.RHA_Salt","SE.RHA_Salt","emmean.RHA_Combo","SE.RHA_Combo"
"MEbrown4",0.000409394803591989,0.00461135135756942,0.0192136079949809,0.00475301339486755,-0.00273256960603266,0.00520844468362947,0.0107264128807105,0.00526012142569401,0.00278437628431537,0.00502678321701625,0.00821119776970112,0.0044803170606183,0.0101047851522424,0.0050874165454187,0.00686527768752286,0.00464012098953917
"MEsalmon2",-0.0144247826790268,0.00452722946150351,-0.00317012262858993,0.00466630725000903,-0.0150806478948308,0.00511343040075074,-0.00395085498030522,0.00516416443748057,-0.00529568339548428,0.00493508286661168,0.0144241641167473,0.00439858553836138,0.0130769939579893,0.004994610100476,0.00646209062877242,0.00455547426771119
"MEgreenyellow",0.0731800881970788,0.0337269754955857,-0.0801002860686528,0.0347630778634449,-0.0984277315223083,0.0380940580306323,0.0750821583785894,0.0384720166978767,0.00430888900479771,0.036765403725664,0.0517768893339441,0.0327686033873538,-0.0792959537924327,0.0372088699945894,0.028652809027958,0.0339373937867159
"MEhoneydew1",-0.00379662102274662,0.0266797728140709,0.0223331247981677,0.0274993830927993,-0.0153291692060469,0.0301343597784605,0.0112471836497587,0.0304333445295986,-0.023056632143057,0.0290833258661659,-0.0132113335272702,0.0259216511698008,0.0741656547563895,0.0294341305004913,-0.0318981954688816,0.0268462245080276
"MEhoneydew",-0.0253306312445862,0.00586590259944379,-0.0185991183108712,0.00604610481098543,-0.0109792962534935,0.00662543945141169,-0.0107107663627079,0.00669117522214396,-0.0106711178588163,0.00639435567865252,-0.00140006332765494,0.00569921948130746,-0.0137870998947908,0.00647148473933557,0.00832654023872755,0.00590249921632907
"MEantiquewhite4",-0.00855986584496651,0.00561661026829916,-0.012029851502794,0.0057891541478738,-0.0088412948046932,0.00634386790846506,-0.00651212566666424,0.00640681000452448,-0.00753789345464635,0.00612260486004016,-0.00462635627323813,0.00545701094031757,-0.0137480077864678,0.00619645604779391,-0.00343787917758651,0.00565165158218022
"MElightpink3",-0.0187259396266003,0.00621808086765334,-0.0120634137920391,0.00640910209667991,-0.0241524238631022,0.00702321894954837,-0.0129041536861634,0.00709290137802059,-0.00260284839955302,0.00677826132165404,-0.00636974982297368,0.00604139039414589,-0.0243777234762302,0.00686002107276529,0.000572837399422205,0.00625687467975938
"MEroyalblue",-0.00810339234146813,0.0061348946687065,0.0216146930130697,0.00632336039382453,-0.0046605518396199,0.00692926152100742,0.0198014529412028,0.00699801172996026,-0.0120384288457959,0.00668758096435119,0.00110927871601655,0.00596056798061677,-0.00971837268852295,0.00676824692413574,-0.0103240164604102,0.00617316949274526
"MEcoral2",-0.0212863095772415,0.00516979116033803,-0.00468824333339924,0.00532860862866586,-0.00781672933751028,0.00583919315545928,-0.000976876126454749,0.00589712800873863,-0.0142853110062203,0.00563553228222535,0.00111767335349241,0.00502288846359013,-0.00855309648253872,0.00570350837445747,0.00695325098421022,0.0052020448268905
"MEviolet",-0.0108160465249681,0.00561126592522336,0.017793714809289,0.00578364562504473,0.00519590111956877,0.00633783156182343,0.0137501710832343,0.00640071376692743,-0.0187856046644322,0.00611677905064151,-0.0026199759381509,0.00545181845993523,-0.00585045714527164,0.00619055996717026,0.00938248832177538,0.00564627389643077
"MEmediumorchid",-0.026770082195046,0.00447915718521631,-0.0144312990053813,0.00461675817959613,-0.0217411228342835,0.00505913356400091,-0.00350280735553522,0.00510932888259163,-0.00361694050606691,0.00488267980882958,0.00935216881485917,0.00435187926445346,0.00724322985472824,0.00494157495420418,0.0139971909758419,0.00450710207463398
"MEdarkturquoise",-0.0130273318395999,0.00439876072816509,-0.00473657918613245,0.00453389192030814,-0.011612672032565,0.00496832710254493,-0.00792176330248332,0.00501762146463683,-0.00647253130457569,0.00479504051837532,0.00208307490220816,0.00427376732064145,0.00412214139518731,0.00485287855393443,0.013992207237627,0.00442620403435873
"MElightyellow",-0.0284328906206265,0.0047437502391213,-0.00638195705939874,0.00488947960806307,-0.0263178076286468,0.00535798701889425,-0.0085971395556769,0.00541114747848995,-0.0124442828125914,0.00517110977644101,0.00734274043598669,0.00460895374904802,0.00271596314042725,0.00523348397953349,0.0146175398681837,0.00477334589079765
"MEdarkred",-0.100711819066622,0.0317658709182005,0.105115925856032,0.0327417275905477,-0.022924748999025,0.0358790230185297,-0.0055288694293696,0.0362350047233721,-0.0622090199884624,0.034627625271582,-0.00590465417803961,0.0308632247652514,0.0275342430880418,0.035045305542293,0.0369356564214299,0.0319640541284247
"MEmediumpurple3",-0.0283307013610927,0.0288544998100612,0.0039683725371434,0.0297409183263172,0.0394058987211764,0.0325906777603941,-0.0158743150822634,0.0329140334165703,-0.0163842194653738,0.0314539717609082,-0.0626027671208835,0.0280345820021758,0.054547379655339,0.0318333712529898,0.0338315233538628,0.029034519347901
"MEpaleturquoise",-0.0229787391074079,0.00619871041695886,0.00611834688201836,0.0063891365801802,-0.0197221787337466,0.00700134034756902,-0.00125835344424346,0.00707080570262684,-0.00683430988900584,0.00675714580715367,0.0144572651772545,0.00602257036635167,0.00886972988643747,0.00683865086179805,0.0107818062403342,0.0062373833792978
"MEyellow",-0.0158727862758473,0.0044333964148546,-0.00534206703881316,0.00456959162523421,-0.0124785061589355,0.00500744753475961,-0.0027392178636565,0.00505713003891844,-0.00721578656378501,0.00483279649814357,0.000966877497239806,0.00430741881365262,0.00648946557702289,0.00489108994835288,0.0136571483876422,0.00446105580867241
"MEgreen",-0.0512657010928799,0.032326286721237,0.0681905333154783,0.0333193595279093,0.0320527693151787,0.0365120033498064,0.0177312110587073,0.0368742653097534,-0.0436000820691926,0.035238528352873,-0.0121747397531711,0.031407716019266,0.00205076618547252,0.035663577369271,-0.00363168957249184,0.0325279662940572
"MEnavajowhite2",-0.0870468917381221,0.0252426478298516,0.150963507927969,0.0260181092165676,-0.0737851270109009,0.0285111510044249,0.0168916836495437,0.028794030728779,-0.102163373799984,0.0275167317831602,0.0994621116153394,0.0245253629484599,-0.0504059355112165,0.0278486400757483,-0.0109542537532492,0.0254001334846401
"MEblue",-0.13552465598353,0.0143139425721586,0.147934817710535,0.0147536709964983,-0.0740735127127292,0.0161673601317236,0.0181125653478898,0.0163277681902017,-0.0636849072672901,0.015603470807522,0.0464167151165508,0.0139072033636048,-0.00550365715376351,0.0157916807081376,0.0178208230408847,0.014403245431105
"MEskyblue3",-0.124281044892415,0.0148850432291495,0.160391504753499,0.0153423160295946,-0.0873958707749057,0.0168124088278804,0.00795048266587181,0.0169792168804287,-0.0636545366952168,0.0162260213301744,0.0478369019563688,0.0144620758550809,-0.0250144563800641,0.0164217404685385,0.0092056874700215,0.0149779091121305
"MElightsteelblue1",-0.0614348447323322,0.0205838425747614,0.0267783015824122,0.0212161841268268,-0.0639079188798024,0.0232491079325802,0.00421031417384312,0.0234797791265431,-0.0677259373341802,0.0224382195962298,0.142513738803366,0.019998940421099,-0.0899595232124171,0.0227088706028097,-0.0135335889029537,0.0207122625387763
"MEpurple",-0.0712901135567349,0.0193810424762478,0.0695246082493901,0.0199764336640479,-0.0737293505615117,0.0218905652207375,0.0181890874215095,0.0221077573311029,-0.0880227248407564,0.021127060484767,0.151385920771833,0.018830318604191,-0.078746866549204,0.0213818962199176,-0.0168368112534449,0.0195019583241188
"MEdarkorange2",-0.135699143115748,0.0293924398176819,0.0760196446707545,0.0302953840053766,-0.0420636226430866,0.0331982720544625,0.0543243401478544,0.0335276560925303,-0.11782441175253,0.0320403742256934,0.084304005939274,0.0285572361238957,0.0213792084610384,0.0324268469357135,0.00875522785923024,0.0295758154945016
"MEthistle3",-0.0552287469797464,0.028130055504675,-0.0207587404772165,0.0289942188839327,-0.0147390161017953,0.0317724299630796,0.048434030475485,0.0320876671917913,-0.0732541836662243,0.0306642630196732,0.0628019139613046,0.0273307232134584,0.0113543589131663,0.0310341370026206,0.0117038248106434,0.0283055553270491
"MEsteelblue",-0.128779828189023,0.0138955242484081,0.174589514650284,0.0143223987417437,-0.0973118481439408,0.0156947635922526,0.017409442826142,0.0158504826790791,-0.068191321653429,0.015147357611101,0.0681985946700348,0.0135006746458792,-0.0286207459896279,0.0153300658499115,-0.00545154680851615,0.01398221664889
"MElightpink4",-0.111392741474614,0.0289385745807516,0.119227946077964,0.0298275758980951,-0.103828510457331,0.0326856388159447,0.0461081846982416,0.0330099366493488,-0.0624405675990569,0.031545620740461,0.105421125157493,0.0281162677381528,-0.0387371336479474,0.0319261257074428,-0.0245585047685929,0.0291191186503442
"MEpalevioletred3",-0.120994901154235,0.0193916784086098,0.167744256954609,0.0199873963353048,-0.113782862531398,0.0219025783294925,0.0113239331581581,0.0221198896305876,-0.0965438478947526,0.0211386545972405,0.164462052180639,0.0188406523101964,-0.0802739466374365,0.0213936301811968,-0.0240494390616977,0.0195126606127039
"MEmagenta",-0.122944489483027,0.0247075828942861,0.169893308238574,0.0254666069326022,-0.0840073550049275,0.027906804056438,0.013268699766529,0.0281836876181666,-0.122970766062361,0.0269334634026888,0.112062070352258,0.0240055022019095,-0.0148794906544518,0.0272583362808313,-0.00747837377457767,0.024861730347302
"MEdarkorange",-0.11277162508049,0.0203036983246411,0.141054900901317,0.0209274337649332,-0.0679106760323619,0.0229326896601375,0.00934951761440297,0.0231602214398524,-0.0834012493602749,0.0221328374412707,0.0314596161222016,0.0197267566367973,-0.000972886548006625,0.0223998049119409,0.0156299128436645,0.0204303705044709
"MEmediumpurple2",-0.112858513877054,0.0280612781416624,0.129000209627696,0.0289233286605872,-0.0465845031607377,0.031694747075145,0.0135313617272005,0.0320092135558107,-0.11864035876249,0.0305892895753845,0.0343980216038461,0.0272639002002034,0.0331355265891329,0.0309582592246312,0.0251974306346479,0.0282363488708557
"MEfloralwhite",-0.136064189017575,0.0140490482405954,0.16300808588108,0.0144806390350369,-0.0833842464382708,0.0158681663887247,0.017521160561715,0.0160256059299537,-0.0582605046991575,0.0153147124204607,0.0599904201222923,0.0136498361623362,-0.00114795927237696,0.0154994393019453,0.00676964819218296,0.0141366984576502
"MEskyblue",-0.130972444430064,0.013975756417314,0.166121519579004,0.0144050956659073,-0.093823406937762,0.0157853844929801,0.0188534288421598,0.0159420026952233,-0.0466161022399406,0.0152348178128613,0.0661455919770507,0.0135786269698914,-0.0301524037135139,0.0154185810013099,0.00206830480208628,0.0140629493760472
"MEcoral1",-0.0309354552364428,0.00656783892748199,-0.00154469258177267,0.00676960482449735,-0.0287641950306089,0.00741826486256057,-0.00753339449032002,0.00749186682690011,-0.00711729859428663,0.00715952872221263,0.0171629489804807,0.00638120987026688,-0.00823258089613411,0.00724588734113042,0.00609477044186966,0.00660881483543792
"MEdarkolivegreen",-0.0159932739405434,0.00608426617691165,-0.0045686183778807,0.00627117658022988,-0.0141020581773729,0.00687207748134491,-0.00158472731709685,0.00694026032613294,-0.000870890990253918,0.00663239140425848,0.00421254370775719,0.00591137812758823,-9.42276300462724e-05,0.00671239166461319,0.00741888521396238,0.00612222513625844
"MEplum3",-0.0252019804522581,0.0049259376210353,-0.0150006136725778,0.00507726383864261,-0.0217684720316107,0.00556376463746515,-0.00851485992912485,0.00561896676545967,-0.00555901699687958,0.00536971023056909,0.0143801459346084,0.00478596416793073,-0.0197179075238659,0.00543447996297648,-0.00569889041686624,0.004956669916511
"MEbrown",-0.0168575474957917,0.00455870386514158,-0.00197588223651538,0.00469874855636093,-0.0133088312616926,0.0051489802163227,0.0011881751312929,0.00520006696845249,0.00167503694465672,0.00496939276661826,0.00972240347687457,0.00442916557806296,-0.00333652520672374,0.00502933384833413,0.00211473100230708,0.00458714503613235
"MEred",-0.01382341615316,0.00403571382848193,-0.00351355225373344,0.00415969211566156,-0.0107927606539235,0.00455827166587581,-0.00393099358289939,0.00460349757177396,-0.00421037363893657,0.00439928710016713,0.00438673885597531,0.00392103661496988,-0.0107927870323816,0.00445235153679892,-0.00488764249751055,0.00406089213145163
"MEdarkseagreen4",-0.0408830850099927,0.0232060952108072,0.0945747213510563,0.0239189931165157,-0.0785562757670016,0.0262108986837723,-0.0350691501377069,0.0264709559432491,-0.00995313534714892,0.0252967082516247,0.0865237870538367,0.0225466801857653,-0.142007316102151,0.025601838501469,0.0522271967918181,0.0233508750739972
"MEgrey60",-0.0329545010117077,0.0239473493743252,0.148548581515375,0.0246830188206986,-0.127612779280632,0.0270481329363425,-0.0330987365175039,0.0273164970016213,-0.0424950865736267,0.0261047412336699,0.123216148401029,0.0232668711704779,-0.128663784819088,0.0264196180206226,0.0282646108652314,0.024096753827538
"MEblack",0.0830002408566172,0.0271443023870653,-0.00223521739742936,0.0279781831476098,-0.0456178404715802,0.0306590382072426,-0.0549722772271338,0.0309632286720779,0.0508900164747113,0.0295897044264339,0.0515362988558295,0.0263729808581431,-0.126829591668233,0.0299466170260754,0.0294358839832366,0.0273136522216793
