"","MEdarkseagreen4","MEsaddlebrown","MEplum2","MEcoral2","MEskyblue4","MEmediumpurple2","MEblue2","MEgreenyellow","MEcoral1","MEsalmon","MElightcyan","MEpalevioletred2","MEantiquewhite2","MEmagenta","MEmediumorchid","MEdarkturquoise","MEblack","MEturquoise","MEgrey60","MEdarkorange","MEskyblue3","MEdarkorange2","MEmagenta4","MEskyblue1","MEthistle","MEmaroon","MElightcoral","MEnavajowhite1","MEplum3","MEskyblue2","MEdarkolivegreen4","MEyellowgreen","MEmidnightblue","MEdarkgreen","MEbisque4","MElightsteelblue","MEdarkgrey","MEviolet","MEdarkviolet","MEdarkmagenta","MEtan","MEsalmon2","MEsienna4","MEorangered4","MEyellow","MEcyan","MEhoneydew","MEblue","MEdarkslateblue","MElavenderblush2","MEorangered1","MEthistle3","MEcoral3","MEfirebrick4","MEhoneydew1","MEdarkseagreen3","MEindianred4","MEdarkolivegreen","MEmediumpurple3","MEorangered3","MEorange","MEpaleturquoise","MEantiquewhite4","MEpink4","MElightpink3","MElightgreen","MEskyblue","MElavenderblush3","MEpalevioletred3","MEivory","MEsalmon4"
"33",0.0910623800818859,0.0633733655918167,0.104931701925599,-0.130690818290147,-0.0589637156773479,0.143626274152775,0.0579030006999444,0.0658966559900717,-0.125838067114634,-0.0868698099143879,-0.052275649182367,-0.0814081360985147,-0.0141352078753293,-0.0609113317194006,-0.0468614604784325,-0.09488468985668,-0.124245692959909,-0.0971237749196646,-0.057593561618457,0.0632604890763241,0.00617957037619707,-0.0485261297030836,-0.0283086156782719,-0.00286873990792052,-0.206499169738012,-0.0988258006245913,0.0642393416646966,0.0656518580600136,-0.0255594611168586,-0.0672982963013301,-0.0863214775022843,0.0265913739996371,0.062303993619451,-0.0807064407310765,-0.148188360709938,-0.0678006545795888,0.0497588186719898,-0.0295880753339532,-0.120589182393797,-0.118737315222612,0.0601846743143504,0.0718313116141585,0.0692837360973192,0.0343492684769283,0.148597328795862,0.0385203704612066,0.106668923717763,0.0918559191658428,-0.10214470771291,0.096256104764358,0.015559973165198,-0.0289240653668233,0.153481245518431,0.0738645738705708,-0.135592472947225,0.0230421767844751,0.0476391711545339,0.0500342678122352,-0.0585198627527869,-0.072464282077767,-0.119990308050934,-0.0622640628801593,0.0805246261937857,0.0968942495136018,0.0656675171873516,-0.0946614538685213,-0.139446204144965,0.0669903551259241,0.0474917981547593,0.0160342534553626,0.0481859506618328
"35",-0.100192316981503,0.0798797094915466,-0.0771254874891609,-0.00557837814484553,-0.0351899191024441,0.118941069708184,0.0193116644673721,0.104277337168915,-0.0960126797701688,-0.119437518992684,-0.0375844536823102,-0.0301174148364791,0.0333415774784484,-0.0433079281803596,0.0893592480240015,-0.097948936877957,0.0447831253929652,0.0508913784764206,0.0123423188283807,0.0791187388373083,-0.0684679814938151,0.0750333056052481,-0.0459293672188805,-0.0151849042087627,0.0483047116263575,0.156428235994372,0.283545818966238,0.201437371176535,0.144984295953746,0.183967826290372,0.0561407125594575,0.117797875630347,0.137996424871692,0.116051475121976,0.143710486156497,0.127048118800333,0.0116150779217972,0.0825371000765787,0.133450604383613,0.0914848772067898,0.088792901632034,0.0532794992478055,0.148701737694422,0.0627341837265465,-0.0730937172379364,0.142871660487436,0.144779615063018,-0.01879575411596,0.00621718504918414,0.121108033321434,-0.0710642018509161,-0.105510439933655,0.147909667141655,0.10149799192476,0.0591470246408851,-0.0428228011771945,0.0738551990317052,0.0758152279985077,-0.105683737164204,-0.0532672493859017,-0.106845724144004,-0.0653558781887801,-0.123908667630291,-0.137868375868451,-0.209949542135509,-0.107558538313341,-0.156532764327455,-0.0347845280552459,-0.0551790654327055,-0.14836193299746,-0.0945008308888795
"39",-0.0936538305755496,-0.172850170631527,-0.0833929446752302,-0.10948430314965,-0.0356247593093298,-0.0457802930714063,0.0234721738725958,-0.111597032257378,-0.0326880148368513,0.0585919160937918,-0.0893043862538789,-0.132444764405046,-0.147965618458133,-0.104890121701684,-0.174839152295734,-0.0278975826478904,-0.1394823784421,-0.148528614675195,0.00359705736471898,0.0447454686711755,0.0829342992482567,0.0719290183228567,0.150563397124138,0.0638465008458193,0.0460372448835934,-0.176713367515421,-0.115451441310264,-0.116495597428559,-0.178098428243246,-0.0959817894888286,-0.026852020554619,-0.0410516242076788,0.0669452317732305,0.00186925112081158,-0.123810564378639,-0.0163208250236267,-0.0651506069561949,-0.183874752817487,-0.037165723174746,-0.0565016424847013,-0.0732614811722288,0.0671550055520421,-0.0227313685288086,0.0888744750049156,0.127035750784052,-0.0349917379111816,-0.0558095099266691,0.107674029748872,0.0970257693305142,0.100652914835983,-0.12462051538127,-0.169620156879347,-0.0604870540680196,0.0497678177222599,0.0468719796458077,0.0544239464920734,0.0487806083295501,-0.09912637665569,-0.0740412653350177,-0.044229614164423,0.025615861161017,0.0749021596729429,0.0108044333230493,0.0496320847969504,0.055595003014177,0.0896352725459431,0.0598257773609531,0.0289317547459226,-0.0317574470650915,0.140183842933864,0.10393624193366
"40",0.111705454086301,0.0659068395990104,-0.0524020820002345,-0.0663133661237781,-0.0256063608301983,-0.0146126853808875,-0.0201809735302209,-0.11056376973926,0.066518336523584,0.181453805768244,-0.0517277689701998,-0.12045070194917,-0.0166132015310459,-0.0591187115470701,-0.0711902793718768,-0.10724923713078,-0.0965428393633002,-0.0873719053137326,-0.108973542906818,-0.142855268014612,-0.0909474438400358,-0.17689076782639,-0.0970077919005558,-0.0990902718940078,-0.00662583743099948,-0.101297606061834,-0.129798648025509,-0.189864767914556,-0.0477691514850244,-0.00319912493163096,-0.0294839846816206,0.0563493367139493,-0.0699130163472423,-0.00212831562804202,-0.0465550839217659,-0.0621325410900296,0.126319163904043,0.0356191652025607,-0.0849918298871362,-0.102837878221613,-0.134529618556751,-0.0659735963671394,-0.0311571735414282,0.0827928993080447,0.0447315778642277,0.074902445650552,0.00998628250266157,0.11091031258202,0.102232317143942,0.0385230918213932,-0.069810836589808,-0.0989469791316402,-0.06923260151678,-0.0846822638187426,0.040434232541035,0.0597368389912502,-0.0215546602388069,0.0571477075601319,0.106609957385403,0.139490178413842,0.0789946352571809,0.113300434433976,0.0556772486725709,0.0658426082976728,0.0394426487855751,0.0910588419295901,0.061049904141379,0.0823095943857309,0.0101546722545334,0.0122649340368822,0.122991356094379
"42",-0.0916219667079596,-0.132594190448996,-0.0529281042560518,-0.0264695807705568,-0.0573521818279577,-0.0899157881825353,-0.0944176907129872,-0.096386927603309,-0.00755674460988552,0.0167959747284894,-0.0685903931445311,-0.0852826823965387,-0.0336985071164672,0.0503536108285674,0.0460480310615503,-0.0392455135235213,0.0368749394553385,-0.0574132560341765,-0.0124827226576325,-0.135489304257839,-0.0570133590542099,0.0872596664971001,0.149302192027237,0.0917572274313155,0.0328055034053629,-0.100508339353242,-0.0853808227264729,-0.0591874963163539,-0.143356577140168,-0.0750475820890212,0.0546928513338152,0.113818295996441,-0.141854303249863,-0.00760060124957768,-0.0084549651027921,-0.0592099671597347,0.145500170451591,0.0942710332247519,0.11643431689914,0.111315419560768,0.0786623116649098,0.15141314442985,0.0937411411310822,-0.0637201895913363,0.0131300576703977,-0.00150316394856603,0.00089352021747632,0.0429126903881136,-0.0044089934437271,-0.0214672075220425,-0.104815936238616,-0.103532041888281,-0.0464754369343019,-0.059764570171632,0.0866521119543604,0.0665406336465225,0.0631161050467326,0.0847209894729158,0.0523800656074575,0.127079333815087,-0.0953524044874765,-0.0658757024315297,-0.156977871327485,-0.0592739719256054,0.0358440649519351,0.112809797379685,0.0782959917290273,0.0193138953209416,0.0322499371739491,0.0743012790217133,0.071893491028478
"43",-0.0839899820392404,-0.120721732102632,-0.0531562458871143,-0.0073404936684512,-0.046921775193665,-0.123531488838435,-0.111115282407577,-0.0764075619213206,0.0388014767686033,0.00516238536235321,-0.0156703691889458,0.0221965751639484,-0.0351575978612145,0.0829429943624186,0.0403756632720328,0.0637209030378184,0.0664156474215184,0.0474511262263616,0.0122030903399884,-0.128036108698149,-0.0673069979878126,0.077499183575377,0.130939192709451,0.131450063585256,0.00946007168702277,0.0632329705547737,-0.0196312926154396,0.0263703256353234,0.00894695588832871,0.00504467949404284,-0.0129515014535918,-0.0598959813877209,-0.0199025393666434,0.00136138769328623,0.0341995081733836,-0.0130049345551407,-0.0368780021986459,0.00809119621817308,0.136887774896646,0.10538657633561,0.0803472494661865,0.0940736175491724,0.0955558602496753,-0.0938290435335457,-0.0706407836613506,-0.053315591072243,-0.0256960466840005,-0.0446377752575841,-0.0179978296840132,-0.103494855731245,-0.0116340021673891,0.0543077281789867,-0.0345095479639935,-0.0509032640775212,0.10213662544101,0.0806962708832845,0.0638724475294007,0.07247609044184,0.0617202448205211,0.140576438235094,-0.0847346678402498,-0.0623584302134547,-0.136840395559449,-0.0843463058847604,0.0525816601024598,0.109411960313662,0.0810199051650175,-0.0213174317231541,0.0431896020447048,0.0716910530787154,-0.0263154846133924
"49",-0.0789656936937422,0.0913164202988923,-0.0681461847431338,0.0202226852928286,-0.0732421245342764,0.0675841314428931,0.0130123573324738,0.102752866049564,-0.0521725990556423,-0.127085962261647,0.0601554117582137,0.0936356042109426,0.0114783227625326,0.0455217414642992,0.0596880358037555,0.021124890049462,0.059466769534949,0.0804601436610622,0.0519522473167306,0.0792394191167914,-0.0796425673155386,0.0740032769287021,-0.0453258858127573,0.123937590820634,0.0246458934736758,0.129327551309805,0.238297930677143,0.144937348776933,0.0978797211922862,0.0878444380361158,-0.0303309844963165,-0.0550281628067383,0.147008264324471,0.0535147032288608,0.0995771028343853,0.058803302264867,-0.0785921643665032,0.0334681201161261,0.156793517705102,0.0746793497587713,0.0860451350962912,0.0504929660914216,0.129351298925445,-0.0115826924629535,-0.0470042312109211,0.000181745138945394,0.0266090902585909,-0.0701304831219267,-0.0127217952738472,0.0716208709851389,0.0238038501552355,0.0467741950296318,0.15298408643552,0.125629514569342,0.0591447022126543,0.0112072184557927,0.0716986428629509,0.0679132558238672,-0.091289277105031,-0.0505208052365652,-0.100843778853522,-0.0650791470548176,-0.108604225650291,-0.108010274216226,-0.19647705052149,-0.118282737446862,-0.148383431726113,-0.0330096029822773,0.00322565485968295,-0.0541637191452031,-0.0847977914279263
"60",0.0635388993421702,0.0218186439937301,0.119077384117867,0.0526327502272454,0.192432019478322,0.190522634230278,0.132694110389648,0.0641078487600159,-0.130885041443003,-0.0304336432665218,-0.0668790097759189,-0.134538200133288,-0.202056063224999,-0.166762993857853,-0.216787228762474,-0.0659859116087656,-0.115181489304992,-0.198323031530146,-0.03633997939073,0.0439331437908836,0.1052372633733,0.0211762007308068,-0.0763623124630764,0.0320275318496279,0.0565842226708784,-0.207133572299763,-0.113375466765065,-0.132518989711356,-0.210440628004682,-0.190163555473374,-0.156544110033785,-0.157052312443115,-0.051540563063668,0.0245160345382257,-0.119836755319225,-0.0448639612385418,-0.0351076086577964,-0.188911073196914,-0.0667093111773595,0.0343160018370197,0.0317333566278098,0.120884677519567,-0.115212851526697,0.127709463363799,0.128673234466481,-0.0263710347113356,0.023088177927189,0.136484993391583,0.162810190105329,0.0800186365287197,-0.00712423433149797,-0.0216874808423017,-0.0970534340786148,-0.122626476635561,-0.157724520528352,-0.187361660201131,-0.199025259018235,-0.100178162251822,0.0989047941367795,-0.0834937250724655,0.0247317308634815,-0.0864575151963263,0.0401117324216343,-0.108092160328408,0.00833468415110458,-0.109876735580805,0.0580785318051166,0.0349847035168226,-0.0568964687629019,0.160235238950085,-0.00571362855201655
"67",0.0553058978845107,-0.00648437282941891,-0.00833289352933815,-0.0380484513570075,0.0416727884350388,0.0139284404067238,0.063249296740687,-0.0429214772669287,-0.0759921028596103,-0.0487693454373209,-0.0504208067534015,-0.0352160005852304,0.11395223879774,-0.129203959432788,-0.0499866738022664,-0.100363267422673,-0.0970612734374735,0.0574579218212446,-0.20483261992892,-0.0982935091325069,-0.0943840776691473,-0.135632452723619,-0.0316727009554599,-0.202847052197588,-0.0543799430136525,0.0787070389883404,0.176374774215918,0.121288518368179,0.0219546824338232,0.109650417385162,0.0281658729894872,0.0336558859673986,0.0561504597535909,0.147609755733256,0.0961470897172733,0.115587422138681,-0.0400037042711754,-0.0386542647032421,-0.0814548905868108,-0.0589751399374514,-0.0823705123707578,-0.110267474866265,-0.0353591807759841,0.201118799531845,0.101097260149051,0.111744065192474,0.00356729761806111,0.0346638498872226,0.152791293138519,0.0803208077565736,-0.0652077762617696,-0.039992961005398,-0.0148482396471693,-0.0856338865436583,0.00339053130035855,-0.0489633593448512,-0.0475943996973511,0.0109189098332089,0.0696959561068366,0.0917626304110015,0.0618983525543265,0.0753041103003447,0.0298692067274263,0.0130959320928104,-0.0169027838142835,0.0582436335753141,0.0188492435497341,0.00286404601352256,-0.057394639023772,-0.113832972243066,-0.075926889741639
"73",0.0479928628711302,0.0314294210394813,0.160481493047957,0.115371828240373,0.217792212981497,0.132973686132207,0.125050515772896,0.0861237792145449,-0.146875576964227,-0.132001082625843,-0.0737053119168535,-0.105381171484711,-0.0921520396979232,-0.123392760368808,-0.035044587268702,-0.0523335227775397,-0.0314680120994197,-0.156362530182432,0.00523192742250255,0.0551336802699521,0.111725741773618,0.0175574258135964,-0.0717386372164192,0.0632940750673868,0.0725846138073288,0.00980315417421882,0.0524408615004716,0.102859592478053,0.00658563298070267,-0.020498276864136,0.108253981504171,0.0951894588530636,0.0193400738271517,0.0454637855809164,-0.0181689336632239,0.0336528904664031,-0.0956142297288123,-0.108840906601993,-0.0523942595070913,0.0704425874428923,0.0433516331628567,0.0467630078973258,-0.111303879775827,0.105249609587206,0.0753524979231804,0.0637608722224345,0.0609561446835511,0.0332673488661306,0.0726818579732035,0.0153164994848577,-0.114732815543391,-0.240854058644276,-0.0869980409568034,-0.115405202242053,-0.135839221996368,-0.226592099002896,-0.217748927411626,-0.0807555047573789,0.0868212823464499,-0.0815780424261279,0.0474917108090871,-0.0942274428833114,0.0418935963466427,-0.116056208077991,-0.0179792536864446,-0.108159710056029,0.0619565035749196,-0.00912737666627286,-0.0457167698896851,-0.0103481727706835,0.0609476034685895
"74",-0.0877897163135589,0.0702743285168461,-0.0837257248010305,-0.0444797229919178,-0.0536423185749284,0.185259343521141,0.0271704097929052,0.0821438235879868,-0.169851873467596,-0.15446339426057,0.0583887337066229,-0.015527454136085,-0.0868899758656745,-0.0599966047928685,-0.0244830502625342,-0.103429974995773,-0.0327315641642374,-0.100807397759359,-0.0059330592044676,0.0820924405416038,-0.0795353469777458,0.0811123556956642,-0.0522977680313635,-0.0514552628237956,0.0094609408553836,0.0628174700865233,0.0675570354553847,0.0848525366543782,0.135577450777528,0.118176802545009,-0.112515062925228,-0.0464615769549985,0.0690751152640465,0.0358571231419809,0.0469071506540722,-0.0481412374018322,0.0272722304780543,0.0399013581472727,0.138590959533391,0.0521071952635419,0.0756631745374169,0.133232572099564,0.136434946138366,0.0329715161229524,-0.0278539751122502,0.132262063517016,0.170331438489372,0.0838002578739874,0.0677733664480111,0.111196258213194,0.0132707810384761,-0.00480449805192193,0.146578522730931,0.088745490734207,0.0568371415584506,-0.0317429300366386,0.0703337637377905,0.0519957892170108,-0.102880633239474,-0.0551148158087192,-0.107028887454796,-0.0901423682707993,-0.126118221476496,-0.113231828646198,-0.207801436373907,-0.115720245693058,-0.147142695022289,0.0444928545664604,-0.0179335437535935,0.00472963984816417,-0.0775933276044318
"75",0.179096322722612,0.149502826015531,-0.0519372531027735,0.0573656483975264,-0.0970617135443178,-0.140450438129255,-0.258554494209667,-0.0996449842897134,0.0570703346548203,-0.0155489799090388,0.292490848298947,0.26570211449622,0.162460926732539,0.294195718162029,0.289308745056038,0.156719077213323,-0.0659177210211316,0.115013561957694,-0.112794153237657,-0.137436528737571,-0.119506409990588,-0.194703758767047,-0.115919843196924,-0.0320007615003304,-0.0742563162824155,0.0840219952378432,0.078626274051683,0.166968711103431,0.245695788398634,-0.0294356675060421,0.116365883876429,0.181756100956057,-0.00999406502552143,-0.379623242783065,-0.253517452910979,-0.245340575801973,-0.127404020323513,-0.0385322020829091,-0.0914439495939559,-0.131230585656015,-0.14589711515734,-0.184020700215529,-0.115922001799426,-0.321653321535524,-0.0944864796424811,-0.0271894416611699,-0.0923699759678038,-0.0302426721367735,-0.361252787576613,-0.122266696739053,-0.0388391271195473,0.0376429447621313,-0.0477488861766355,-0.0807484171776117,0.0683079283738049,0.116687697046826,-0.0215092819207965,0.118881700012577,0.136300616270964,0.145099929720713,0.134666509012075,0.156226652702392,0.0792232757409283,0.119089391696012,0.0914020841794332,0.0989644803705796,0.0815520027228457,0.28156186268168,0.362357885840607,0.0214018802139851,0.143655632735469
"82",-0.103182252765711,0.0901569981641284,-0.0820457773529434,0.00898591638405693,-0.0514438728629462,0.0502613826981796,0.0128945551262988,0.110257225342084,-0.0518474146746505,-0.120176244449019,0.206280120781652,0.202086519053516,0.187340398214561,0.0270358924580528,0.152018446781076,-0.0263220604713165,0.0964880531942532,0.105653376137792,0.0179157510252261,0.0801984949780767,-0.0871853943059048,0.0556659644367716,-0.061203607821345,0.136345584635186,0.0372749095263303,0.0934477462032469,0.0845914447579705,0.155699945802219,0.0606721612879573,0.110890335944264,0.0963254819431899,0.148329159185814,0.142299224934203,0.0721408339486137,0.131309276480409,0.0858840817527611,0.0306127974078468,0.135306644517772,0.151989544479986,0.0991310778580095,0.0953718914545756,0.0424023354520604,0.127572848242069,-0.0448559226473546,-0.144481555405566,0.0927694803714383,0.114534304058801,-0.0690841633771814,-0.0400204227709933,0.0447231443275476,-0.101665600074745,-0.110104570113375,0.150258707966611,0.104703334072069,0.0650685653510399,-0.0370049974266859,0.0579950950292099,0.0849008900634474,-0.11234971603574,-0.0680300062693712,-0.100688964297602,-0.0628873008725753,-0.126574524917007,-0.126093106137504,-0.199673932433057,-0.112855501976873,-0.150860539944002,-0.0369046629930153,-0.0131941264377858,-0.156557944732514,-0.0044136796411421
"85",-0.0663015307981282,-0.131187588121162,-0.0666809068518614,-0.0215784022838921,-0.0353784657497354,-0.0888668418524534,-0.269835681044438,-0.096493471102989,-0.106156892273147,-0.182686708334392,-0.0115756999713403,-0.00339291853303917,-0.105686523213318,0.0736043739498416,0.00527807442858742,0.103637627913814,-0.0253502518945395,0.00839010691025987,0.177139456413869,0.0920771400676191,0.15700776396708,0.0976422406149326,0.156405639863432,0.085606216227324,0.0747446453942551,0.141447673149468,0.136614894384564,0.147248216589563,0.160384915360253,0.13279141536494,-0.020920472049151,-0.0549267451073691,-0.0362724927489034,-0.0571492324791745,-0.00788284487808429,-0.0471090763136627,-0.0572235386027569,-0.0237509557500777,-0.0306990008992563,-0.0967460941309022,-0.138417076564375,-0.0731083383408854,-0.0760011239590158,-0.177552880549746,-0.19512308851812,0.00670584775906513,-0.088072266769701,0.0303802658186242,-0.0427154968615151,-0.0194505434043447,0.125191352520176,0.142859394591284,-0.0332093249794597,0.111469528106158,0.0850826931726986,0.10717939769874,0.095267843334807,-0.183555629054338,-0.12867381815996,-0.0697393016493217,0.126355806689567,0.158813329652107,0.102248872040092,0.105211649068947,0.0589748470465463,0.109303380702079,0.0828592916879989,0.0460733581558404,0.0380256715891449,0.118930605872589,0.0219578772495116
"86",-0.0942318628959442,-0.145015982448344,-0.0740281015939692,-0.062768008082143,-0.027871366905126,-0.0434183602269691,-0.107083001987983,-0.0900946398856912,-0.157602207975406,-0.150411824079729,0.0495781028798427,-0.00700025435922615,-0.0905064893720044,-0.0366826548129946,0.0127139461316472,-0.0688941953036252,-0.000475036792790221,-0.0692996945593898,-0.00664208129882934,-0.135885574662809,-0.0776636710902305,0.0979766677372825,0.138507753981348,-0.0262973600371359,0.0175965120392389,0.0884950875583164,0.120236596554271,0.117829377325831,0.149681620087004,0.145108553372479,-0.0581189953508794,-0.0157610229334403,0.15835620142455,0.109811607068342,0.0874601357115449,0.0385985915356013,0.0177306757539286,0.029282143201312,0.113885324607683,0.105692821134506,0.0809304483116828,0.148458487431365,0.136203654662639,-0.0082774684148615,-0.0831921411993374,0.123496228391871,0.132476824841668,0.0513725263672094,0.0649739626023685,0.183840408514958,-0.0038228523621058,-0.0110476716300108,-0.0462658931892943,-0.062666579217919,0.0978185783771192,0.0473250920423823,0.0823448408768813,0.0714972853629912,0.0599487535901516,0.156609402761864,-0.0953087592955359,-0.0815359337635466,-0.13336245933363,-0.101702338071283,0.0456288385695196,0.1132079263838,0.0716477885206833,-0.0242910003809826,-0.0501285566383915,0.0210156644011744,0.0427055868292594
"93",0.0712201982663259,0.020593615235282,-0.0650242070723186,-0.0461205983968912,-0.0237765406271633,-0.0250051219552753,-0.0622783998013594,-0.0998921211458421,-0.0490799610533689,-0.0114880209646818,-0.049640720163722,-0.0945704471057002,0.107778864979069,-0.0125125288576586,0.060494383899385,-0.0738796887545163,-0.0914963697088055,-0.00709152329221858,-0.11159793476714,-0.147697726500996,-0.116136459795092,-0.165364458391174,-0.0173054446737739,-0.0859044552248337,-0.0341991270909623,0.0292260422228602,0.0602169360312479,0.0514901339425859,0.107836266402355,0.0827041834864753,0.0245715943727311,0.131873969214201,-0.0513832532265373,-0.0738648773294404,-0.070662739561963,-0.0161871090254913,0.00639432301543782,0.0183110720034621,-0.0681817031885488,-0.0946055973617709,-0.122546813137277,-0.125038186710512,-0.0405817470406334,0.0454883830528561,0.0596683610937784,0.100101817882097,0.055907370019451,0.0661340676816973,-0.0153977903627298,0.0346590053494892,0.137194132107374,0.0141037639484344,-0.0554484791499915,-0.10207885938236,0.0568651534761786,0.0176995427293459,-0.0255443182984786,0.0814876773159335,0.106895837392772,0.145339992362588,0.0894478424989259,0.124749376507667,0.0777688314141384,0.0809236580936782,0.0454609392032518,0.0917064678856258,0.059729470956977,0.117157148895707,0.0561512235770468,-0.0536582113768023,0.143512532860571
"94",-0.0891640118292815,-0.145151315784848,-0.0507936451962947,-0.0239338233146849,-0.0423798962013491,-0.123328529842237,-0.187143031446256,-0.0789211338936053,-0.0414637557821702,-0.0805282907000408,0.116942499122253,0.086470128350369,0.022240998701015,0.0156571038318065,0.0263013957034411,0.0508671397073757,0.0617560144199445,-0.0295729939995537,0.0931771103040631,-0.11195930377041,-0.059278292581838,0.0860365245639607,0.158517492766104,0.0996959450450914,0.0545986669212092,0.0312436544453319,-0.0196154997455711,0.0598151188902879,-0.0166385629817297,0.0186035291444883,0.118793383554022,0.11879383543818,-0.0515709666440966,0.0521352067104692,0.068085464203736,0.0277798077807217,-0.00746586188761643,0.00327318246732765,0.110890151555616,0.129006778159594,0.0825622239693335,0.134956719329351,0.102309221031878,-0.137627000395601,-0.208047448309905,0.0234560733495164,0.0272323028079575,-0.00151557258879442,0.00391179759921864,-0.0627230965808551,0.116487113043785,-0.00961054319328536,-0.0549639736739852,-0.0400263678410572,0.0974068361092314,0.0506190718972326,0.0852945784313211,0.0760096154743677,0.0559251940511224,0.143381615963231,-0.0878230080015772,-0.0622776952143443,-0.129701642044101,-0.0725620586918652,0.0414867629392354,0.118591771562427,0.0829267581162017,-0.0423315076785644,-0.0475686213006544,0.100612907699295,0.263444049855933
"95",0.0689868470686244,0.0325506564694337,0.16575067022785,0.197663507194516,0.214620864956339,-0.0130165854930707,0.068405958548705,0.119656734261366,0.0420583899258363,-0.10614193744984,-0.0656277974477173,0.0485893467243272,0.0507775414704137,0.0101721873992056,-0.00675906558228066,0.175026094377806,0.135939580381381,0.120196951332293,0.0699053928950516,0.0478946880332256,0.0952083434077909,-0.00103869278364633,-0.0945025605956115,0.208072792708984,0.0860409349604213,0.0393269975647347,-0.0542300945739986,0.0432333215038555,-0.0961286309142585,-0.136345968645391,0.117256284857825,-0.0860665034138763,0.120980269432407,0.103551330739199,0.111995138289203,0.127680750550131,-0.169156862471869,-0.0838519959762763,-0.0427126231282224,0.109814188314822,0.0545201646831372,-0.042387389297953,-0.133320382319571,-0.0205857340193273,-0.0743205993676267,-0.180622507450302,-0.130095279101009,-0.171470305513751,0.0269838063182589,-0.000149891170648049,-0.0194861283012778,0.0406416287524734,-0.091692920688333,-0.0969842953623611,-0.145567156147397,-0.194973605267564,-0.197026614344037,-0.108207254769202,0.0903076457802667,-0.0865178713454385,0.0826457301016211,-0.056850549210906,0.0541516165884915,-0.0825316929893738,-0.0126009696595737,-0.0962838837847186,0.0587942193116815,-0.153097781883474,-0.0744424803096629,-0.00205620440778283,-0.0348049571725219
"96",0.0803795303881833,0.0650402053332386,0.184552747629614,0.232123088306224,0.199209707424037,-0.0149089563436642,0.0618883919690607,0.130829824168571,0.0453420884690041,-0.114352717057008,-0.0934713526212726,0.0477709672198988,0.0266978574020662,0.109916455993926,0.0895965785453087,0.203293376911807,0.155801309049052,0.0894940902665552,0.023862883426968,0.0445280201055703,0.106103020231036,0.0152269159844337,-0.0893081169884585,0.13424453426041,0.0774446554298677,0.107730211372269,-0.00104029482865103,0.111036596032617,0.0418457905286181,-0.099042903738756,0.138886933659326,-0.0445421209986131,0.119716944422207,-0.00592723601971515,0.0510627442959828,0.113351286706472,-0.1671047091722,-0.0338527941000484,-0.0104735542921479,0.11145743744886,0.063407891170635,-0.0542657383262578,-0.148328626219947,-0.093996039585585,-0.0673498502817755,-0.178047901194352,-0.0942970823515324,-0.178236074950746,-0.115397781961018,-0.0152507145674055,-0.02998552281905,0.0450842450401836,-0.0858179490321892,-0.134427699267956,-0.145315442028265,-0.161847735167973,-0.1999470248215,-0.0635283881748765,0.0985600942131021,-0.078792161589387,0.0711379240659443,-0.0740542163384143,0.0604528848721121,-0.0555413396902298,0.0108974342150192,-0.0957769470711897,0.0678565913906091,-0.107579987524378,0.0186938486131697,-0.000313513382851386,0.00949200871288226
"100",-0.0614329108840086,-0.136490335144609,-0.0855687385124334,-0.0650344075928525,-0.0446897799495035,-0.0176194524230174,-0.116436607862783,-0.104417902843732,-0.141806026674508,-0.104610562285542,-0.00112654576882685,-0.0795661345640826,-0.0795930405650089,-0.00317030742476983,0.0207680101764413,-0.0928268620212824,-0.04489334009465,-0.0931635783642237,-0.132646317322709,-0.15042051412734,-0.0874252413098656,0.0820421860392501,0.121710538221769,-0.0819482507349687,-0.00888051327827155,-0.0128991215996908,-0.00890972176217873,0.0178673555024224,0.0844796901802956,0.0451462337599394,-0.107677141184283,0.0131982391732981,-0.10996284698467,-0.0307618487093144,-0.014243462165297,-0.103275497114844,0.124644334494898,0.0831909080401157,0.109900905083975,0.0781618442161974,0.0690205678583955,0.166511524089129,0.121486886113197,-0.00747805102310461,0.00648549299436988,0.109667882992107,0.146956959157331,0.105629280125237,0.0748943815891229,0.0257277391188398,0.127507037459639,0.062735897387914,-0.0654686466672787,-0.104755376944386,0.0706472946903208,0.0275669970846747,0.0209357599405173,0.0718791716497472,0.047011651150345,0.135988466594942,-0.105907939394544,-0.0978946039727804,-0.154385073211438,-0.126392593729017,0.0395857730953443,0.0896160796424269,0.0815315111207512,0.104245723894843,0.0558048500027218,0.0460838900901765,0.147581519730159
