"Module","Nut_F","Salt_F","Group_F","NutxSalt_F","GroupxAccession_F","Nut_p","Salt_p","Group_p","NutxSalt_p","GroupxAccession_p","emmean.Control","SE.Control","emmean.LowNut","SE.LowNut","emmean.Salt","SE.Salt","emmean.Combo","SE.Combo","Difference.DE_Nut","Difference_p.DE_Nut","Difference.DE_Salt","Difference_p.DE_Salt","Difference.DE_Combo","Difference_p.DE_Combo","Difference.Nut-Salt","Difference_p.Nut-Salt","Difference.Nut-Combo","Difference_p.Nut-Combo","Difference.Salt-Combo","Difference_p.Salt-Combo"
"MEmagenta4",20.1180801099847,0.356353975125254,0.179845975274062,8.47113358709146,5.85216334566552,2.21352284056879e-05,0.552088527139007,0.672552409421293,0.00458133647258664,0.000322123006804339,0.0885467261139079,0.0225179807451071,-0.0716966561045753,0.0210987488090899,0.0112421184243399,0.0238156517101943,-0.0160485483051647,0.0230693991952715,0.160243382218483,6.78283889254949e-06,0.0773046076895681,0.0859738361482938,0.104595274419073,0.0107142546306414,-0.0829387745289152,0.0507328926781917,-0.0556481077994106,0.294800377392552,0.0272906667295046,0.849295097501562
"MEmaroon",3.70413037950183,2.62452823053826,1.93217006872971,0.000258672483268187,1653.52827549805,0.0575461371592416,0.108843105709079,0.168067592971724,0.987204764185597,3.75412113417857e-81,-0.000231909814725588,0.00338953379618235,0.00679690008904036,0.00317590297971597,0.00567803927223766,0.00358486656790272,0.0129392282823813,0.00347253641945606,-0.00702880990376595,0.427436403477761,-0.00590994908696325,0.618837993896644,-0.0131711380971069,0.0448728158238383,0.0011188608168027,0.995442567237056,-0.00614232819334097,0.566816193668698,-0.00726118901014367,0.482542468722215
"MEmediumorchid",13.1603511944217,5.21453402989093,0.0354629140699455,0.00224374478929642,1653.08488211689,0.000481549000213708,0.024834942768893,0.851067511041895,0.962328353974115,3.79758525695104e-81,-0.0151935113505565,0.00334722766715595,-0.00253956509526104,0.00313626326248214,-0.00724894648977765,0.00354012241230973,0.00524719181015331,0.00342919430144095,-0.0126539462552954,0.033172616318995,-0.00794456486077881,0.354051335323133,-0.0204407031607098,0.000391222815697922,0.00470938139451661,0.750728796384784,-0.00778675690541436,0.347823090186832,-0.012496138299931,0.0674178888212351
"MEmediumpurple2",31.5848563550945,1.23267578086242,0.0190707756478956,16.7484472392871,3.81272517271879,2.26189304227675e-07,0.269946536716533,0.89048290245211,9.51376161697897e-05,0.00665178954595103,-0.115749436319772,0.0209699018559883,0.0816991156157713,0.0196482400806255,-0.0067244882858024,0.0221783598028741,0.0193643961809242,0.021483411078348,-0.197448551935544,4.63022220564824e-09,-0.10902494803397,0.00270014346201131,-0.135113832500696,0.000167639760767169,0.0884236039015737,0.0185683820966593,0.0623347194348471,0.152131469083667,-0.0260888844667266,0.839058496905405
"MEmediumpurple3",0.765230047992342,6.89944897433271,0.0127354672156351,0.472885088106951,13.5911634950543,0.384105286446482,0.010188022009193,0.910408258380044,0.493492163394408,1.19657734499146e-08,-0.0223574604132333,0.0215626681744858,-0.0293171972918701,0.0202036463489777,0.0469766391882577,0.0228052861843587,0.0089786041357997,0.0220906930094288,0.00695973687863679,0.995264476311199,-0.069334099601491,0.120310901977305,-0.031336064549033,0.752245027205115,-0.0762938364801278,0.0652465415639779,-0.0382958014276698,0.583152414726445,0.037998035052458,0.641877874352299
"MEmidnightblue",19.0534489605305,0.438146911302518,5.1101662888517,0.0930585581708579,1763.60806682581,3.4870669205485e-05,0.509767729563524,0.0262816002478239,0.76105286794782,2.35821340849235e-82,-0.0138985310814042,0.00323666309104855,-0.000529335333800404,0.00303266719652581,-0.0168706324738079,0.00342318619738596,-0.00160739669065156,0.00331592222913794,-0.0133691957476038,0.0163708142916481,0.00297210139240371,0.918715863859897,-0.0122911343907526,0.0522314641379297,0.0163412971400075,0.0030913567413533,0.00107806135685116,0.995190069340982,-0.0152632357831563,0.0116511868066366
"MEnavajowhite1",45.7993196889489,9.06380620615449,0.000273658631616176,1.83774279471004,32.4329415725513,1.45659417128903e-09,0.00341167356987134,0.986839370697526,0.178724453965923,1.54324698613711e-16,0.053826986595541,0.0162237719892341,-0.077989518498387,0.0152012426785282,0.0784367505648127,0.0171587189586332,-0.0104320608275301,0.0166210583759395,0.131816505093928,2.95970879804486e-07,-0.0246097639692717,0.716192232488956,0.0642590474230711,0.0393481043015075,-0.1564262690632,6.53545106921172e-09,-0.0675574576708569,0.0190922813773488,0.0888688113923427,0.00236983290591741
"MEnavajowhite2",60.5677036384373,6.14810666388797,1.09686188647069,16.9765087695337,0.994409915559302,1.36621766380615e-11,0.0150830390848443,0.297856756487192,8.60360209371758e-05,0.415056271339897,-0.094605132769053,0.018863568683686,0.125212809771654,0.017674661942616,-0.0620955312610587,0.019950642416266,0.00296871494814724,0.019325498193524,-0.219817942540707,3.11116687967683e-10,-0.0325096015079943,0.627682527834217,-0.0975738477172002,0.00350152764631628,0.187308341032713,2.76619982475523e-09,0.122244094823507,7.1013448507129e-05,-0.0650642462092059,0.104308190903167
"MEorange",0.368247729107948,0.654115997314894,0.0703904065882466,2.3191841210758,23.3168802606738,0.545541357909263,0.420851158583532,0.79139683067656,0.131413752653201,4.05377163826926e-13,-0.0196827016726134,0.0200272846905905,-0.00319092341215159,0.0187650328774136,0.0279024873930801,0.0211814212957638,-0.0152110696339254,0.0205177111817619,-0.0164917782604618,0.930111384594115,-0.0475851890656935,0.353096768840547,-0.00447163203868792,0.998714781323024,-0.0310934108052317,0.689466989567348,0.0120201462217738,0.973204216043663,0.0431135570270056,0.478241739380987
"MEorangered3",148.648157623074,2.44521480797887,0.0284565888227179,42.9608063303805,71.2276755279917,1.59872773737071e-20,0.121514111161949,0.866431422353161,3.80333910520835e-09,1.23198420039992e-26,0.0945674300323648,0.0109744133340046,-0.105293778224077,0.0102827332913322,0.040686933921821,0.0116068491506796,-0.0137533284984404,0.0112431538601024,0.199861208256442,3.09004377641031e-10,0.0538804961105437,0.00515662267045103,0.108320758530805,9.21270992826351e-09,-0.145980712145898,3.09076209070724e-10,-0.0915404497256368,2.95118155135832e-07,0.0544402624202615,0.00712593643436255
"MEorangered4",101.560429645871,0.227206041030203,0.0180539204379405,39.3390165085949,52.9185939404364,2.80670854748781e-16,0.634798342156086,0.893424406011307,1.33749260960352e-08,1.58781228359856e-22,0.111012601720821,0.0125559334581223,-0.0882437962064311,0.0117645755672002,0.02528821082701,0.0132795094515743,-0.0156682746697265,0.0128634021182219,0.199256397927252,3.09014813737463e-10,0.0857243908938113,4.49569424849638e-05,0.126680876390548,4.81792206130649e-09,-0.113532007033441,4.24572339507989e-08,-0.0725755215367046,0.000459225221626669,0.0409564854967365,0.136460278462317
"MEpaleturquoise",14.9136660074053,0.14835235397353,3.17577215907927,2.68093847259786,795.982936667058,0.000215930162062205,0.701054968585905,0.0782268511123335,0.105168118450064,1.31158636672497e-67,-0.0149065244982068,0.00463223194685241,0.0102878060296365,0.00434027808169776,-0.00542622442365455,0.00489917919088032,0.00476172639804538,0.00474566565966392,-0.0251943305278433,0.000757775584532938,-0.0094803000745523,0.486377411695418,-0.0196682508962522,0.0233837296046546,0.015714030453291,0.0832258945961403,0.00552607963159107,0.828158401304776,-0.0101879508216999,0.459293814795994
"MEpalevioletred3",167.178666299708,33.7434319424528,0.00270949007376047,40.8941126901764,2.37034593271921,5.82028397162603e-22,1.00924867172732e-07,0.95860598403005,7.75853461419813e-09,0.0586140267196272,-0.108769374524494,0.0144911999730938,0.166103154567624,0.0135778687989611,-0.0970284045844174,0.0153263019152803,-0.00636275295176977,0.0148460592795581,-0.274872529092118,3.09004155596426e-10,-0.0117409699400765,0.942233502447961,-0.102406621572724,3.24940382432359e-05,0.263131559152041,3.09005709908661e-10,0.172465907519394,3.1158498003947e-10,-0.0906656516326476,0.00039031531245548
"MEpink",6.0997296906371,4.34732205118624,2.56406116165147,0.349386974638454,1518.61608900636,0.0154729383685107,0.039997682113834,0.112942494395777,0.555992962474213,1.44597203200493e-79,-0.00370239476990137,0.00351923597390082,0.00703668081044673,0.00329743046917652,0.00550641171816568,0.00372204325019774,0.0121128897516294,0.00360541473337565,-0.0107390755803481,0.119794163005827,-0.00920880648806705,0.269169969264759,-0.0158152845215308,0.0144960560116413,0.00153026909228105,0.989742965403679,-0.00507620894118266,0.730600526072303,-0.00660647803346371,0.593471440760744
"MEplum",10.954816476486,6.05569368117258,0.0250539230791017,2.41652886300981,3524.14761373486,0.00135982429901545,0.0158370612000714,0.874599596906429,0.123691106577058,2.58307300044937e-95,-0.0040388439724106,0.00229895327341534,0.00694892217099263,0.00215405804759669,0.00547032340312967,0.00243143783971695,0.00935270884489266,0.00235524985104265,-0.0109877661434032,0.00386027458235139,-0.00950916737554027,0.0251012554797322,-0.0133915528173033,0.000777661218028247,0.00147859876786297,0.968213451195883,-0.00240378667390002,0.87693029428459,-0.00388238544176299,0.672390418014593
"MEplum1",50.4213376174349,77.9956365029659,0.0749227006724894,6.83326088073953,4.2006109280316,3.19395534918312e-10,9.93992342949353e-14,0.78494851245492,0.0105432543690307,0.00371009680604414,0.0148699493374212,0.017820834383581,-0.155125336766271,0.0166976476480587,0.125737762632018,0.0188478172029986,0.049629907685513,0.0182572295021161,0.169995286103692,3.16794290800004e-09,-0.110867813294597,0.00022407212122022,-0.0347599583480918,0.542492589462301,-0.280863099398289,3.09022030187123e-10,-0.204755244451784,3.1921065790641e-10,0.0761078549465052,0.0269908639574706
"MEplum2",65.775361954864,7.97222534113701,0.0272967027436531,9.47189756789382,0.922141178275716,2.95433565500144e-12,0.00588738408581268,0.869156376577005,0.00279020480974426,0.454901963218231,0.0929594138254569,0.0200306968581171,-0.128070397861396,0.0187682299875965,0.0859565368185866,0.0211850301004036,-0.0119799350408851,0.0205212069061647,0.221029811686853,3.26593418975563e-10,0.00700287700687034,0.994876375749923,0.104939348866342,0.00302268121124161,-0.214026934679983,5.17132336952386e-10,-0.116090462820511,0.000441328882140102,0.0979364718594717,0.00824000493958188
"MEplum3",14.5776257065201,3.39623292377714,0.309516133129181,0.0446779290349578,1457.07741645261,0.000251438454042611,0.0687511122378527,0.579405428972694,0.833091710665014,8.51407946581727e-79,-0.0153804987245688,0.00368110204889304,-0.000310233868984728,0.00344909467457896,-0.0207431897777383,0.00389323737765291,-0.00710687517299554,0.00377124457142534,-0.0150702648555841,0.0176694713946913,0.00536269105316949,0.740843892296107,-0.0082736235515733,0.418379314177311,0.0204329559087536,0.00093339584046559,0.00679664130401082,0.551367170051259,-0.0136363146047428,0.0705845735369462
"MEpurple",86.309115906685,16.2485696198401,0.307370323129526,15.8294340895921,31.4829547221416,1.14256590349107e-14,0.000118716052289471,0.580720771727857,0.000143087949024939,3.29282296191669e-16,-0.0796564191987457,0.0144832518512495,0.110455264510612,0.0135704216202733,-0.0762381085553578,0.0153178957573864,0.000676138084032295,0.0148379165247634,-0.190111683709357,3.09054781766349e-10,-0.00341831064338785,0.998403769690953,-0.080332557282778,0.00150106489272239,0.186693373065969,3.09176240165243e-10,0.109779126426579,3.00673138275975e-06,-0.0769142466393901,0.00341321317241661
"MEred",6.92360968983589,1.39899960868803,4.18248372502684,0.25905635086485,2082.58339993358,0.0100614892348265,0.2401134342297,0.043865255546755,0.612057633974466,1.85329601078444e-85,-0.0090168948960483,0.00301584704997715,0.000436593301120934,0.00282576844142337,-0.0107927738431525,0.00318964492271713,-0.00440931804020497,0.0030896988631151,-0.00945348819716923,0.10489985263845,0.00177587894710425,0.976521783668654,-0.00460757685584333,0.722482583261131,0.0112293671442735,0.0472322032895344,0.0048459113413259,0.659262675740569,-0.00638345580294758,0.493070444120969
"MEroyalblue",13.1137462602365,0.25045055503045,2.43395218983291,1.10687674494392,800.400203653226,0.000492057260517379,0.618021646047632,0.122363648115242,0.295675302823581,1.03772715397293e-67,-0.010070910593632,0.00458454310064367,0.0113619858645431,0.00429559490168518,-0.00718946226407143,0.00484874212173881,0.00473871824039632,0.00469680901293327,-0.0214328964581751,0.00492535600005695,-0.00288144832956056,0.971704904698591,-0.0148096288340283,0.127716939229141,0.0185514481286145,0.0259244559292879,0.0066232676241468,0.729641830824795,-0.0119281805044677,0.309423085212772
"MEsaddlebrown",0.712991699415726,9.48281428640086,0.172600226509266,1.4295928916658,1144.19038425325,0.400768388040961,0.00277529263248182,0.678834046390976,0.235079680433938,2.62678358448148e-74,6.26196436611108e-05,0.00415089261100582,0.00823995335479842,0.00388927593128656,0.0177179216450567,0.00439010112980997,0.0161038136535366,0.00425253932596969,-0.00817733371113731,0.473104205617687,-0.0176553020013956,0.0200431625208524,-0.0160411940098755,0.0465605318790234,-0.0094779682902583,0.37273329177815,-0.00786386029873814,0.529713567299232,0.00161410799152016,0.993791126139812
"MEsalmon",23.5427063531902,2.52853243057236,0.0860396091669942,27.6055220361162,1.53318333618042,5.3187062461506e-06,0.11543164618823,0.769972225943558,1.0458043962133e-06,0.199628618164238,0.12659205719888,0.0209473039887896,-0.0775397975048852,0.019627066480335,-0.0207818466263438,0.0221544596609968,-0.00644992698840118,0.0214602598364462,0.204131854703765,1.73937231284782e-09,0.147373903825223,2.54098020224802e-05,0.133041984187281,0.000211920688722889,-0.0567579508785414,0.226191650289873,-0.071089870516484,0.0788498304100955,-0.0143319196379426,0.967967350941565
"MEsalmon2",6.88457579440792,0.261285843271785,3.42112306630852,4.04936571543373,1611.83250819354,0.0102667412311217,0.610532948528405,0.0677625513046353,0.0472810521296992,1.12334109204456e-80,-0.00986023303725552,0.00338315158019539,0.00562702074407869,0.00316992301315154,-0.00100182696842073,0.00357811655622072,0.0012556178242336,0.00346599791629185,-0.0154872537813342,0.00615730854386576,-0.00885840606883479,0.268630573851863,-0.0111158508614891,0.117798687284852,0.00662884771249942,0.508774550569799,0.00437140291984509,0.791354393927411,-0.00225744479265433,0.97017073205111
"MEsienna3",32.3175548456435,10.2218161162111,0.676596542042308,0.228422717487126,23.1010879352653,1.71683876685522e-07,0.00193552130552982,0.413009975456381,0.633894537372975,4.9735374572672e-13,0.0388596518844328,0.017266435216918,-0.0692274465999052,0.0161781903801181,0.0832710504945724,0.018261469003703,-0.00982922813217107,0.0176892542545108,0.108087098484338,8.2489438801292e-05,-0.0444113986101396,0.283708925718258,0.0486888800166039,0.222363547627772,-0.152498497094478,8.19087047077005e-08,-0.0593982184677341,0.0729576828174264,0.0931002786267435,0.00286040739325155
"MEskyblue",189.190206200886,13.9217212712435,0.110352652110439,39.6596027101241,70.8606204968857,1.53956652362171e-23,0.00033911757460773,0.740542029445103,1.19475847631808e-08,1.46158061685618e-26,-0.0887942733350024,0.0104439376907481,0.116133555778027,0.00978569172827632,-0.061987905325638,0.0110458031446658,0.010460866822123,0.0106996879731662,-0.20492782911303,3.09004155596426e-10,-0.0268063680093644,0.285512503432534,-0.0992551401571254,2.78615388538128e-08,0.178121461103665,3.09009706711549e-10,0.105672688955904,1.2899425971824e-09,-0.072448772147761,7.13778953550515e-05
"MEskyblue1",7.74124058504663,5.26491862209236,0.0103296587769851,0.0540331087663323,1.36238576755975,0.0066181084105734,0.0241669426243591,0.919280329975196,0.8167342912428,0.25362195018274,0.0155359467137272,0.0268471127352154,-0.0667653468051855,0.0251550302960761,0.0697769973638547,0.0283942638358079,-0.000573621997031463,0.0275045426115181,0.0823012935189127,0.117169910397509,-0.0542410506501275,0.497643327762462,0.0161095687107586,0.976411997802408,-0.13654234416904,0.00283734582944684,-0.0661917248081541,0.296814580459747,0.0703506193608861,0.303233877506209
"MEskyblue2",97.3946800143793,8.51104489645712,0.00722217899810804,41.8172175248021,0.91128120417139,7.48711634259659e-16,0.00449081192709401,0.932469845481677,5.63422849116378e-09,0.461127985131466,0.121005255637359,0.0174123380251658,-0.156085333688986,0.0163148974293251,0.0564296409678033,0.0184157799298958,0.00323118275313926,0.0178387299186603,0.277090589326346,3.09015035782068e-10,0.0645756146695561,0.0544425229127552,0.11777407288422,7.28973092660734e-05,-0.212514974656789,3.10376169210258e-10,-0.159316516442125,2.32196170069088e-08,0.0531984582146641,0.180250040015189
"MEskyblue3",151.175805474286,6.18498771584381,0.000578587710985265,35.3433747205764,71.0373132927298,1.00210883472428e-20,0.014792730775548,0.980864740348155,5.60549566200286e-08,1.34604506368068e-26,-0.0939677907938156,0.0111234382860836,0.104114203354934,0.0104223657062362,-0.0562051635774849,0.0117644621442698,0.00857808506794665,0.011395828122883,-0.198081994148749,3.09004821730241e-10,-0.0377626272163307,0.0913380831719112,-0.102545875861762,6.59385597234774e-08,0.160319366932419,3.09037795354072e-10,0.0955361182869871,1.36357535596154e-07,-0.0647832486454316,0.00108445130009227
"MEskyblue4",80.4232100517641,5.0459219517152,0.0355619541234116,50.9667859455343,7.20710541248528,5.22546390385034e-14,0.0272162625525361,0.850862165914568,2.67977839137311e-10,4.63437874793675e-05,0.118125676852654,0.0166025911828892,-0.139343324609549,0.0155561861835194,0.036646772134994,0.0175593688250377,0.016816987577995,0.017009154062679,0.257469001462203,3.09018588495746e-10,0.0814789047176597,0.00517973166826124,0.101308689274659,0.000395875386318023,-0.175990096744543,5.8407323422216e-10,-0.156160312187545,1.03482631352847e-08,0.019829784556999,0.854756819873894
"MEsteelblue",207.768367976813,14.7687504250376,0.095657150782658,52.4668912991296,67.5291759772326,8.94400732722117e-25,0.000230563341612287,0.757844320673224,1.65983885126928e-10,7.11342316653306e-26,-0.0984855749212261,0.010383981023801,0.121394054660159,0.00972951392664899,-0.0629662970667843,0.0109823912822133,0.00597894800881294,0.0106382630923175,-0.219879629581385,3.09004155596426e-10,-0.0355192778544417,0.0876931192699341,-0.104464522930039,5.24660859202442e-09,0.184360351726944,3.09005931953266e-10,0.115415106651346,3.44802852936255e-10,-0.0689452450755973,0.000151944768660539
"MEtan",1.64720593601018,0.933641630413871,0.00292020386837021,0.0711546728718243,0.138434454165636,0.202747729761622,0.336596777145248,0.95702806149463,0.79029418061803,0.967584107227429,0.00347045357174246,0.029259631838752,-0.0280054392301385,0.027415496504784,0.0408233529055223,0.0309458121013646,-0.00641358960507441,0.0299761392833377,0.0314758928018809,0.858428240546813,-0.0373528993337798,0.810125907249382,0.00988404317681686,0.995600751103465,-0.0688287921356608,0.346143822202795,-0.0215918496250641,0.95195112247768,0.0472369425105967,0.70273405873579
"MEthistle1",31.121213347707,0.35568021787398,0.00325171644342193,18.3905993628632,2.11909685830725,2.69566194935968e-07,0.552463839648543,0.954656981037853,4.64070181770836e-05,0.0851963302219535,0.10523770506969,0.0214280470829411,-0.0998295993424709,0.0200775099681424,0.0224327041694656,0.0226629071200294,0.000264628114138797,0.021952775327728,0.205067304412161,2.88621082589202e-09,0.0828050009002246,0.0414374662564312,0.104973076955551,0.00632901821150433,-0.122262303511936,0.000634870216869365,-0.10009422745661,0.00655021758087659,0.0221680760553268,0.89991483130337
"MEthistle2",47.7900667870817,21.3630884257105,0.0120909269543911,0.339032640792896,32.3029875284522,7.52633183582632e-10,1.30996676946587e-05,0.912695336369233,0.561894077992588,1.71051043519946e-16,0.0295956739256878,0.0153229650195286,-0.0866791449522487,0.0143572105162117,0.0890734562373197,0.0162060000940305,-0.0106095519965591,0.0156981925196599,0.116274818877937,1.60123788106592e-06,-0.0594777823116319,0.0401751877367212,0.0402052259222469,0.281412461080211,-0.175752601189568,3.2452751597134e-10,-0.0760695929556896,0.00337602426713401,0.0996830082338788,0.000212262447360501
"MEthistle3",7.4436804099345,2.20202935437297,0.572548077422885,1.76333657440112,13.0845463703382,0.00770123515465853,0.14144318409435,0.451292395679897,0.187682358060258,2.1931663178825e-08,-0.0642414653229853,0.0210212984654018,0.021021586742044,0.0196963973361063,-0.00169232859431446,0.0222327183069838,0.0300689276430642,0.021536066283682,-0.0852630520650294,0.0191124213445455,-0.0625491367286709,0.169763113866004,-0.0943103929660495,0.0147131166567736,0.0227139153363585,0.869204022673885,-0.00904734090102017,0.989773877268343,-0.0317612562373787,0.743689667203302
"MEturquoise",22.6326383847634,6.51966598543556,0.431249677148076,0.263686524084144,4.58503786285806,7.72926027642183e-06,0.0124114405865872,0.513109733674997,0.608900354602024,0.00208646324594932,0.0332745374983138,0.0219231279434058,-0.0635563466284239,0.020541387561492,0.0997343288798852,0.0231865186052098,-0.021035252225198,0.0224599796873587,0.0968308841267377,0.00883619372713473,-0.0664597913815714,0.157056174845878,0.0543097897235118,0.331329245785221,-0.163290675508309,5.4408519318816e-06,-0.0425210944032258,0.509578938815399,0.120769581105083,0.00221234617303268
"MEviolet",17.7185958569691,5.16842528494586,2.43764540301735,1.50171220973539,1007.55261533442,6.21467538533554e-05,0.025463385882317,0.122084334646258,0.223715246687301,5.93129252061251e-72,-0.0148008255947001,0.00419324077633816,0.00758686943556904,0.00392895503542057,-0.000327278012851437,0.00443488974418606,0.0115663297025049,0.00429592450967234,-0.0223876950302692,0.000978978252634599,-0.0144735475818487,0.083450617801816,-0.026367155297205,0.000248700994773143,0.00791414744842047,0.540713693239206,-0.00397946026693582,0.904559064289941,-0.0118936077153563,0.236852939623891
"MEwhite",102.504025514146,0.519996911632517,0.0896289316372745,49.0097005565136,60.2610079559706,2.254275782976e-16,0.472776364869819,0.765363464789898,5.04774367068657e-10,2.78017331933716e-24,0.110346488958081,0.0122226968865844,-0.0918988117927717,0.0114523417662894,0.0157582278273862,0.0129270690522916,-0.0142119717116411,0.0125220052770801,0.202245300750852,3.09009706711549e-10,0.0945882611306944,3.4646643932712e-06,0.124558460669722,3.59494278789896e-09,-0.107657039620158,8.83101985982293e-08,-0.0776868400811305,9.98825386986368e-05,0.0299701995390273,0.361865466379178
"MEyellow",7.0280240235592,6.30490841770765,7.12726822595026,0.0188214642957833,1648.36641762302,0.00953325867635432,0.0138886458908738,0.0090580101225007,0.891196552797779,4.29329001524244e-81,-0.0115442864198162,0.00331303111849929,-0.00218759477078668,0.0031042220062784,-0.00299452029095633,0.00350395517770213,0.00545896526199286,0.00339416035052896,-0.0093566916490295,0.169043946214448,-0.00854976612885985,0.280892383703484,-0.017003251681809,0.00382684009795253,0.00080692552016965,0.99815145539267,-0.00764656003277953,0.354862289851147,-0.00845348555294918,0.326508416820344
"MEyellow4",55.0064690117926,1.08862647712161,0.0118023732236492,3.77777188430759,2.82530762639938,7.46714348126127e-11,0.299666306987163,0.913739214753415,0.0551701939538692,0.0295798470568876,0.0976692414061919,0.0211249955783061,-0.0981958562060122,0.019793558771768,0.076737590953673,0.0223423912990802,-0.0364163700894639,0.0216423027229111,0.195865097612204,7.29845561764364e-09,0.0209316504525189,0.900401878620748,0.134085611495656,0.000214093778913127,-0.174933447159685,4.50294031395515e-07,-0.0617794861165483,0.163052431001368,0.113153961043137,0.00309077739971564
"MEyellowgreen",33.8429594006471,0.106592878181079,6.48245264317084,2.24007850213452,1191.7945866847,9.72756881696783e-08,0.744841060660983,0.0126551074145535,0.138093317011486,4.61038343195098e-75,-0.0128570562577834,0.00384340053406999,0.0148833484550626,0.00360116403681911,-0.00556797167377504,0.00406488883431855,0.0104788021690772,0.00393751740848461,-0.027740404712846,4.99184432567468e-06,-0.00728908458400837,0.551575387513293,-0.0233358584268606,0.000426664531851917,0.0204513201288376,0.00163043697921716,0.00440454628598544,0.844517608909945,-0.0160467738428522,0.0320241948670225
