"Module","Nut_F","Salt_F","Group_F","NutxSalt_F","GroupxAccession_F","Nut_p","Salt_p","Group_p","NutxSalt_p","GroupxAccession_p","emmean.Control","SE.Control","emmean.LowNut","SE.LowNut","emmean.Salt","SE.Salt","emmean.Combo","SE.Combo","Difference.DE_Nut","Difference_p.DE_Nut","Difference.DE_Salt","Difference_p.DE_Salt","Difference.DE_Combo","Difference_p.DE_Combo","Difference.Nut-Salt","Difference_p.Nut-Salt","Difference.Nut-Combo","Difference_p.Nut-Combo","Difference.Salt-Combo","Difference_p.Salt-Combo"
"MEdarkorange2",33.9872394495593,1.79849785778962,0.0187565675637865,14.4302441458296,3.55507336986328,9.22240687085564e-08,0.18338495969756,0.891383107698021,0.000268858588094276,0.00981506829074026,-0.126761777434139,0.0219646651579186,0.0801618253050142,0.0205803068262855,-0.0103422070910241,0.0232304495351207,0.0315397840035423,0.0225025340617453,-0.206923602739153,4.55938842236492e-09,-0.116419570343115,0.00213972779457616,-0.158301561437681,2.22081423997267e-05,0.0905040323960384,0.0224589659434526,0.0486220413014719,0.392276974690146,-0.0418819910945664,0.580990884375304
"MEdarkred",10.9372924871243,1.33739762902217,0.102891862789265,5.98937433957187,5.50302051473304,0.00137128178122305,0.250659128205752,0.749155733880687,0.0164025273608235,0.000536342790464623,-0.0814604195275422,0.0237383055811583,0.0496056358389963,0.0222421607105737,0.00230474704450842,0.0251063016844381,0.0157033934960301,0.0243196072449825,-0.131066055366539,0.000612082189863195,-0.0837651665720506,0.0736484747553164,-0.0971638130235723,0.0310304727187978,0.0473008887944879,0.494175309871949,0.0339022423429662,0.736577198349686,-0.0133986464515217,0.98155058566788
"MEdarkseagreen3",0.644262554611493,1.44676156560941,0.172826645578293,1.79746253172652,26.6199345295191,0.424358748010605,0.232311499538082,0.678635430331719,0.18350982969428,1.98306438804265e-14,-0.00887555613328399,0.0194928146586436,-0.0152898902583662,0.0182642486784359,-0.00998091461296276,0.0206161507115819,0.0369003828372335,0.0199701530918754,0.0064143341250822,0.994986320107327,0.00110535847967877,0.999977641846136,-0.0457759389705175,0.378984606424333,-0.00530897564540343,0.997422738695162,-0.0521902730955997,0.228328978464234,-0.0468812974501962,0.379188771684316
"MEdarkseagreen4",46.9131315858905,21.306047412376,0.0245130711468327,0.0241470122899876,21.4681124092503,1.00541787420361e-09,1.34161979657941e-05,0.875949252734055,0.876871402701962,2.41146281208531e-12,-0.0254181101785708,0.0173416740525747,0.0905492542024465,0.0162486871672048,-0.110281795934576,0.0183410437189211,0.00857902332705561,0.0177663355325524,-0.115967364381017,2.4221848211381e-05,0.0848636857560055,0.00534021102785787,-0.0339971335056264,0.538229290338734,0.200831050137023,3.19745896426582e-10,0.0819702308753909,0.00579047383357378,-0.118860819261632,8.82763554445054e-05
"MEdarkslateblue",59.0006760055184,21.5075982726164,0.060032358705048,0.158890994111593,21.0606415322824,2.18981070508654e-11,1.23316078442166e-05,0.807021803018183,0.691156243129542,3.60762113849112e-12,-0.036519620913981,0.0163790475589513,0.0954298252340744,0.0153467317558455,-0.106841962423352,0.0173229427817791,0.0103603011268942,0.016780136320966,-0.131949446148055,3.68533263017667e-07,0.0703223415093709,0.0185347455070655,-0.0468799220408752,0.210802155782779,0.202271787657426,3.09867909109585e-10,0.0850695241071802,0.00196860216773542,-0.117202263550246,4.04597056848921e-05
"MEdarkturquoise",5.43918328351321,2.84727274952424,2.73706052549313,0.0570623965362627,1781.91271094664,0.0219992317706571,0.0951114183432469,0.101648594606838,0.81176248102763,1.5133220854376e-82,-0.00974993157208778,0.00328714822938329,-0.00132675214196214,0.00307997042785787,-0.00374526531868883,0.00347658070396854,0.00303522196757186,0.0033676436433649,-0.00842317943012564,0.242529366427888,-0.00600466625339896,0.582279734875416,-0.0127851535396596,0.0445921576236047,0.00241851317672669,0.953560966754255,-0.004361974109534,0.777746534685917,-0.00678048728626069,0.515425705730539
"MEdarkviolet",4.25113152801117,7.955847563292,0.6550283313192,7.34551200563931,2.04908072116217,0.0422080232153079,0.00593631639275428,0.420528604085187,0.00809788018566914,0.0944876026678916,0.0212995175439989,0.0220246403734763,-0.0797474250473668,0.0206365020074675,0.021468187186058,0.023293881015107,0.0390893641032573,0.0225639779454213,0.101046942591366,0.00601663052586243,-0.000168669642059149,0.999999944894766,-0.0177898465592584,0.945384938873636,-0.101215612233425,0.00847418340934403,-0.118836789150624,0.00120728634873257,-0.0176211769171992,0.950251577475706
"MEfirebrick4",132.877485428297,4.41266680440534,0.0318100192028871,39.0390523671642,81.0176807877209,3.32186452201883e-19,0.0385669332267187,0.858859914861401,1.48686242914824e-08,1.62709570794426e-28,0.090157991414322,0.0106183828864519,-0.0932163750103339,0.00994914223508555,0.0467925029782332,0.011230301305066,-0.00233435482377762,0.0108784049683951,0.183374366424656,3.09005931953266e-10,0.0433654884360889,0.0277067328792669,0.0924923462380997,3.02424628895182e-07,-0.140008877988567,3.09089198680113e-10,-0.0908820201865563,1.49696126827692e-07,0.0491268578020108,0.0138643672585992
"MEfloralwhite",171.133287101602,4.38519516471562,0.116836713643622,53.5080960796986,75.3527059153858,2.96219126400687e-22,0.0391616584962169,0.733315262694132,1.19410884962929e-10,1.88777542941261e-27,-0.0971623468583661,0.0104987079094565,0.111499253001686,0.00983700996590295,-0.0422661028553239,0.0111037296731417,0.012145404376949,0.0107557994004607,-0.208661599860052,3.09004155596426e-10,-0.0548962440030422,0.00252256158120223,-0.109307751235315,1.95478966347196e-09,0.15376535585701,3.09037018197955e-10,0.0993538486247373,8.63918647731055e-09,-0.0544115072322729,0.00448667291653926
"MEgreen",2.42075816694469,0.851307396189731,1.39011375776645,3.05529068626998,0.917204808555533,0.123367395927771,0.35873451407551,0.241600289253238,0.0840025484486015,0.457724301138192,-0.0474328915810362,0.0241570984931879,0.0280078967811536,0.0226345585260777,0.0170517677503256,0.0255492288831286,0.00704976074310772,0.0247486555232061,-0.0754407883621898,0.106900114406057,-0.0644846593313618,0.252606149700716,-0.0544826523241439,0.415287337958056,0.010956129030828,0.988398769526643,0.0209581360380459,0.924990571505764,0.0100020070072179,0.992531159816113
"MEgreenyellow",1.41794233991433,1.74675320134183,0.179034376609957,14.3223548847992,1.19055010483236,0.236981204709832,0.189750344799326,0.673248509515454,0.000282395153624883,0.320700386488072,0.0387444886009383,0.0252038186739507,-0.0141616983673544,0.0236153074847567,-0.0888618426573705,0.0266562696762288,0.0518674837032737,0.0258210077011878,0.0529061869682926,0.416490488095867,0.127606331258309,0.00367314326421242,-0.0131229951023354,0.984340784569454,0.0747001442900161,0.160245755626419,-0.0660291820706281,0.245808323323171,-0.140729326360644,0.00187247164607451
"MEgrey60",71.0290143077485,39.529057058074,0.220600174318947,1.72550155405261,4.39956212566259,6.65012417481468e-13,1.25089802517744e-08,0.639758095151195,0.192440000731124,0.00275315916002219,-0.0377247937926672,0.0178956055941403,0.135882364958202,0.0167677062828715,-0.12813828204986,0.0189268973447213,-0.00241706282613624,0.0183338317038957,-0.173607158750869,1.96752281134138e-09,0.0904134882571929,0.00376212327895409,-0.035307730966531,0.532833645971087,0.264020647008062,3.09035019796511e-10,0.138299427784338,1.92680744126594e-06,-0.125721219223724,5.68195681190931e-05
"MEhoneydew",4.86702595225881,2.84561713529105,0.0109645246875134,0.155134618577374,1014.85217162244,0.0300095202033164,0.0952061025458645,0.916845667111112,0.694639748875638,4.36225134927148e-72,-0.0180008745517013,0.0043835281196438,-0.00999959081926309,0.0041072492130114,-0.0123831980741421,0.00463614300682641,-0.00119211306199017,0.00449087159370337,-0.00800128373243818,0.539052128001959,-0.00561767647755912,0.808336583284726,-0.0168087614897111,0.0490280759419486,0.00238360725487906,0.980350275910141,-0.00880747775727292,0.478802715482476,-0.011191085012152,0.326025531141461
"MEhoneydew1",0.268103980151481,0.380406870513987,0.232087446078038,2.22219788206703,21.3056879871868,0.605920668191851,0.53899626487714,0.631189979955753,0.139656137610078,2.83025198179215e-12,-0.0134266265829018,0.0199375172658471,0.00456089563544873,0.0186809231889234,0.0294182427751713,0.021086480734849,-0.0103255059095614,0.0204257455397455,-0.0179875222183505,0.910573974041491,-0.0428448693580731,0.44315557893512,-0.00310112067334035,0.999563470209546,-0.0248573471397226,0.812801174580618,0.0148864015450102,0.950353577889404,0.0397437486847328,0.544452987508511
"MEindianred4",232.939614647849,37.7977270669191,0.285599459729459,55.6644762240979,67.9008495392094,2.49269591989608e-26,2.31100925006877e-08,0.594417484333529,6.08589844340618e-11,5.94506779967582e-26,0.0841512766349631,0.0100190078977617,-0.137458721379587,0.00938754381860351,0.0722571187873919,0.0105963854075427,0.0018003464955987,0.0102643525345525,0.22160999801455,3.09004155596426e-10,0.0118941578475711,0.841277708771895,0.0823509301393644,1.27958122753125e-06,-0.209715840166979,3.09004155596426e-10,-0.139259067875186,3.09041903179263e-10,0.0704567722917932,5.57900690738578e-05
"MEivory",14.1565035860631,8.72054886365089,4.84248759417739,2.92959692085299,1051.21307406426,0.000304587781585023,0.00404518476424872,0.0304157785618776,0.0905321175867878,9.74334268430523e-73,-0.0120686647078063,0.00421394766685401,0.0107565538110014,0.00394835684087359,0.00792317526337739,0.00445678993577557,0.0165495855774267,0.00431713846881061,-0.0228252185188077,0.000802636365733189,-0.0199918399711837,0.00736890149644109,-0.028618250285233,6.78003102657643e-05,0.002833378547624,0.963947553665835,-0.0057930317664253,0.75861137314471,-0.0086264103140493,0.521941924904969
"MElavenderblush3",5.64611626461813,0.086114088799277,7.7453487889199,1.28643918048566,2435.99106139457,0.0196887645465769,0.769875540826297,0.00660431838223156,0.259820747430742,2.16642232138784e-88,-0.00191024172792819,0.00276174598995973,0.00198654735140685,0.00258768250920248,-0.00404854263735286,0.00292090047297862,0.00617800502595405,0.00282937539735508,-0.00389678907933504,0.728080087161678,0.00213830090942467,0.949059451738471,-0.00808824675388224,0.193499808642239,0.0060350899887597,0.412180051216672,-0.0041914576745472,0.698428805842067,-0.0102265476633069,0.0707504896359387
"MElightcoral",18.3308861098043,6.81331384868913,0.535415503889278,8.24007989057466e-05,34.6236869159821,4.76225874957441e-05,0.0106528326576856,0.466305377168671,0.99277809461142,2.82096357437668e-17,0.0247551970852451,0.0167650562004344,-0.0492294615194741,0.0157084115821576,0.0686641358470144,0.0177311964110342,-0.0057922159049218,0.0171755975101374,0.0739846586047191,0.00891096131893032,-0.0439089387617694,0.268410793357236,0.0305474129901669,0.598005858032981,-0.117893597366489,1.80533137148498e-05,-0.0434372456145523,0.254890870185509,0.0744563517519362,0.0197299244812992
"MElightcyan",0.4503421059304,0.0380144706758952,4.19647851957663,0.548958102749655,765.251730293049,0.503950358130173,0.845868689306364,0.0435218334083504,0.460738854613833,6.93428059343981e-67,0.00613637438225264,0.0047943651880601,0.00618594529518371,0.00449219261473546,0.00174587006473093,0.00507065588086224,0.00883721485580541,0.00491176920627328,-4.95709129310715e-05,0.999999840912673,0.00439050431752171,0.91931031227575,-0.00270084047355277,0.980331857718412,0.00444007523045278,0.912759626588667,-0.0026512695606217,0.978816427192002,-0.00709134479107447,0.755906436387146
"MElightcyan1",1.50343590210416,55.9075949109095,0.445997766101187,12.1466659398148,3.51141517395903,0.223451922103024,5.64432546085047e-11,0.506009477395509,0.000772666909468134,0.010484572289848,0.119095964797041,0.0200596751138611,0.0310497033597297,0.0187953818421872,-0.102297743752516,0.021215678321209,-0.0501946681725515,0.0205508947790387,0.0880462614373118,0.00939162325389686,0.221393708549558,4.33119096143741e-10,0.169290632969593,6.73534145678722e-07,0.133347447112246,5.29539021041359e-05,0.0812443715322812,0.0239391347223621,-0.0521030755799648,0.310905782061329
"MElightgreen",52.1964310739775,1.44529595363427,12.9196330825873,0.0285983807542211,2553.46106942113,1.80883734047006e-10,0.232546242699747,0.000538432486177491,0.866102254511974,2.8436705692162e-89,-0.0181673302624603,0.00267198132533239,0.00177267045948518,0.00250357540686755,-0.0146552474027335,0.0028259628312404,0.00427054976344012,0.00273741258304422,-0.0199400007219455,2.36108033979665e-06,-0.00351208285972676,0.796260361075128,-0.0224378800259004,7.61511152358452e-07,0.0164279178622187,0.000203392458430929,-0.00249787930395494,0.908307063696512,-0.0189257971661737,4.88985443047874e-05
"MElightpink3",3.96218023290985,1.02258857395287,0.131737275719449,3.35459627274013,903.268381902814,0.049672344501515,0.31470995420298,0.717517872756186,0.0704400838221485,6.16876837468947e-70,-0.0106643940130766,0.00464670728357509,-0.00921658180750638,0.00435384108705318,-0.0242650736696662,0.00491448871537444,-0.00616565814337058,0.0047604954672351,-0.00144781220557027,0.995733803766192,0.0136006796565895,0.181386528158107,-0.00449873586970606,0.910544554094125,0.0150484918621598,0.106391289200226,-0.0030509236641358,0.965401775287295,-0.0180994155262956,0.0517951172540478
"MElightpink4",43.1485921729508,4.62469820151064,0.0750050574508922,7.50875946190734,0.875585658825809,3.56691290099386e-09,0.0342885189878424,0.784833305885032,0.00744950117107643,0.482026770672513,-0.0869166545368353,0.021625496377857,0.112324535617729,0.0202625147038299,-0.0712828220526392,0.0228717350647447,0.0107748399648244,0.0221550597446481,-0.199241190154564,8.79966144395894e-09,-0.0156338324841961,0.957943167701079,-0.0976914945016597,0.0138383070694252,0.183607357670368,2.36642475615056e-07,0.101549695652904,0.00620262260138171,-0.0820576620174636,0.0610966995695884
"MElightsteelblue",10.7638107698466,0.0473931516232502,0.489273826516832,0.12090109905373,1269.79756029161,0.00149023917655579,0.828172890489151,0.486117425677732,0.728899058333468,3.07133047708113e-76,-0.000969110403917608,0.00385085725786508,0.0130871650196989,0.0036081507886097,-0.000689326816707121,0.0040727752757723,0.0107442102738292,0.00394515673191529,-0.0140562754236165,0.0425320464625033,-0.000279783587210486,0.999952991570398,-0.0117133206777469,0.16644394447637,0.013776491836406,0.0610056517376021,0.00234295474586961,0.972140211971336,-0.0114335370905364,0.201242415669916
"MElightsteelblue1",51.9616780290846,13.1541500083063,0.0616953143741697,6.54292255189863,38.3394072096337,1.94924190429627e-10,0.000482933765740314,0.804421583354396,0.0122616609542373,1.82170222492322e-18,-0.0645803910332562,0.0153820918788088,0.0846460201928893,0.0144126108101344,-0.0769337210461098,0.0162685343284842,-0.00466163736455528,0.0157587672725802,-0.149226411226145,1.9663919381685e-09,0.0123533300128536,0.943623886150997,-0.0599187536687009,0.0441351113802596,0.161579741238999,6.85720036308624e-10,0.0893076575574446,0.000429746444800094,-0.0722720836815545,0.0120531400601909
"MElightyellow",25.1334238903742,2.5797797855372,0.0764445824021638,0.758338287892387,1541.89687451372,2.7909940655473e-06,0.111860476415354,0.782830484817139,0.386245641338974,7.53111953807162e-80,-0.020438586716609,0.00354495530964441,0.000480391688293976,0.00332152880243887,-0.0118009222441098,0.00374924474527052,0.00301020015625342,0.00363176388208584,-0.0209189784049029,0.000222694039669791,-0.00863766447249916,0.330746512036149,-0.0234487868728624,0.000107703446597385,0.0122813139324038,0.0738844733080132,-0.00252980846795944,0.956245517209933,-0.0148111224003632,0.031858146428296
"MEmagenta",79.3302495248572,3.56517408399565,0.108157751701887,33.1760149358632,0.775446360968168,6.97168421759093e-14,0.0623363935432653,0.743041682167137,1.24582467568699e-07,0.544114984667306,-0.122957627772694,0.0184637202117545,0.140977689295416,0.0173000145634183,-0.0494434228296896,0.0195277513918813,0.00289516299597565,0.0189158582652808,-0.26393531706811,3.09033354461974e-10,-0.0735142049430045,0.0335116873643724,-0.12585279076867,6.34815014044499e-05,0.190421112125106,1.01359032278481e-09,0.13808252629944,4.06296481347823e-06,-0.0523385858256653,0.237336126814856
