"Plant","Bench","Row","Column","Osmocote","Salt","Treatment","Accession","Group","Cross","Chlorophyll","Tot_AG","Tot_BG","Tot_Biomass","Reproductive","SampleDay","MEbisque4","MEcoral3","MEmaroon","MEdarkgreen","MEdarkmagenta","MEdarkseagreen3","MElightcyan","MEyellowgreen","MEivory","MEsaddlebrown","MEskyblue2","MEantiquewhite2","MEskyblue4","MEorangered4","MEwhite","MEdarkviolet","MEsalmon","MEthistle1","MEblue2","MElightcyan1","MEdarkgrey","MEindianred4","MEmagenta4","MEorangered3","MElightcoral","MEsienna3","MEcoral","MEturquoise","MEcyan","MEfirebrick4","MEtan","MEplum2","MEyellow4","MEplum1","MEskyblue1","MEdarkolivegreen4","MEplum","MEbrown2","MElavenderblush3","MElightsteelblue","MElightgreen","MEmidnightblue","MEorange","MEnavajowhite1","MEthistle2","MEpink","MEbrown4","MEsalmon2","MEgreenyellow","MEhoneydew1","MEhoneydew","MEantiquewhite4","MElightpink3","MEroyalblue","MEcoral2","MEviolet","MEmediumorchid","MEdarkturquoise","MElightyellow","MEdarkred","MEmediumpurple3","MEpaleturquoise","MEyellow","MEgreen","MEnavajowhite2","MEblue","MEskyblue3","MElightsteelblue1","MEpurple","MEdarkorange2","MEthistle3","MEsteelblue","MElightpink4","MEpalevioletred3","MEmagenta","MEdarkorange","MEmediumpurple2","MEfloralwhite","MEskyblue","MEcoral1","MEdarkolivegreen","MEplum3","MEbrown","MEred","MEdarkseagreen4","MEgrey60","MEblack","MEdarkslateblue","MEgrey"
94,"2",5,"B","Low","Salt","Combo","RHA.377","RHA",1,15.6,1.3804,0.1556,1.536,"yes","2",-0.0251682534657731,0.120632227487534,-0.0652516786290393,-0.182976289717315,-0.18382853498701,-0.186714782014939,-0.0586451792446973,-0.171078109889468,0.236318327461718,0.228543612119214,-0.0210859591258808,-0.0511189273064234,-0.12950698105824,-0.0634877688197273,-0.161714780986896,0.339549856864863,0.0826060963164709,0.0294801152362388,0.0181490167582784,0.0364333109792849,0.0215117616169265,0.00422733558801821,-0.0875726210606401,-0.127440518859577,0.0523788772330182,-0.176340901765235,-0.144563669603516,-0.277690602923205,0.187806850027595,0.108001054374495,-0.065449847331194,-0.0405518702308194,-0.0742366242173969,0.0474324010943852,0.0609612296231906,-0.0167418661908218,-0.0815953746778559,0.114391512243136,-0.0696943026368842,0.120290828071581,0.119718108361568,-0.0924263676091593,-0.0061588782741001,-0.206285169418001,-0.199428870945808,0.221352850136263,0.132884280643749,0.131624565097136,0.172672858398579,-0.0184559221945119,0.100212756523842,-0.0931427628830358,-0.0870838759606838,-0.0856853440993854,0.131539374314096,0.12857471079227,0.132495623596246,0.223126848630037,0.225668065142682,0.10268064621153,0.0420421842711649,0.143616978668636,0.242005660521868,-0.201035591866813,-0.0986271287116571,0.208620459420196,0.111868797271514,0.0665673320487356,0.0411067206816863,0.0906026722128184,0.0845032176336917,-0.163344828401413,0.0325075956015475,0.0137772650606165,-0.0650506126932953,-0.0533582954779177,-0.0390211234118672,0.117890488471337,-0.0303243338462635,-0.0432321585935321,-0.0617758430354764,-0.153728702502759,-0.0699444090673326,-0.184669339013989,0.181885783362,0.11012978058037,0.158977582347702,0.190435676710928,-5.39411329006848e-05
95,"2",6,"B","Low","NoSalt","LowNut","HA.412.HO","HA",1,10.9,5.1829,0.8044,5.9873,"no","2",-0.0897516759679755,0.105456940751232,0.0765455169435399,0.100898102234267,-0.0784560680965064,-0.0399065949210605,-0.158661590746412,-0.184906976875749,0.108420432925374,-0.0825054699538705,-0.238332341887208,-0.205615006553803,-0.209644139079842,-0.120172392474816,-0.15052722397039,-0.0375817826844352,-0.0692484977275056,-0.0948455551455296,-0.134819084171184,0.0405171068049428,-0.204844554606518,-0.251631457041618,-0.18975486865483,-0.198352020901219,-0.179822053822559,-0.199403670364183,-0.173394881844981,-0.110335559267891,-0.166942273240668,-0.16519105313807,0.192659032725388,-0.00350505426388978,0.0147357886554869,-0.175785729833461,0.148218762474023,-0.000668028520987868,-0.0953346552489652,0.109875978413144,0.0911583861170624,-0.0762008796735688,0.203205281874416,0.185984574628408,0.195981862429216,0.0232259740933745,0.113768235894673,-0.199857220322072,-0.169779651476519,-0.0868255606789243,-0.0750722864958256,-0.184251096662967,0.0645982840309283,-0.116001862821831,0.0494190160210259,-0.209795580451622,-0.114902367202468,-0.204454439037558,0.0714613484607397,-0.0944692791906872,0.0826989552529028,0.184594113896082,0.222832958466193,0.2167330560503,0.192336560209088,-0.0747404484543377,0.0595596472438209,0.143467659840401,0.11713499916605,0.0793853231700407,0.227478763801021,0.116388696576489,0.165219095981894,0.178079585948997,0.066716518156346,0.152392101065463,0.18378124947983,0.0429358390527572,0.0656732912387937,0.136800076224937,0.163127104853953,0.0927052167064531,-0.09988440363418,0.0649732089476811,0.198340815664934,0.19523414679944,0.209267104947921,0.247850945402444,0.16241721181451,0.236924905287985,0.147218258475735
96,"2",7,"B","Low","NoSalt","LowNut","HA.412.HO","HA",1,11.7,5.3577,0.8855,6.2432,"no","2",-0.0949587392569283,0.114485865358914,0.0884138420212511,0.0928166197366533,-0.0802872952200631,-0.0312707039953738,-0.227436562036419,-0.175540100512911,0.10196990220614,-0.097865368550032,-0.249447552159938,-0.177236014153691,-0.183269672944109,-0.147120963421453,-0.135145346236263,0.0513581582224263,-0.0876985786526732,-0.159348219707923,-0.109998802458196,0.053688708643724,-0.120050787611069,-0.218552860210778,-0.105178780537272,-0.183789695585767,-0.162954904248329,-0.228175935011455,-0.195667098300976,-0.122093733376217,-0.183388184075783,-0.188055342916596,0.18159191809205,-0.137851853756315,-0.208722611908092,-0.223477100421389,-0.0728365942386959,-0.0124330544570238,-0.0905448560597915,0.110639802374144,0.0850238360502299,-0.073201825203262,0.203178264665906,0.181067479828609,0.170352115984426,0.0330418710066107,0.106760277590902,-0.16391378120461,-0.193248978156602,-0.0834841333570153,-0.0992868445185326,-0.163156931525961,0.0643083444930653,-0.095109966009577,0.0795137675988065,-0.178806627631609,-0.106270572350319,-0.17129888448043,0.0672664426535757,-0.0985811672814198,0.0847590922871981,0.108175811781693,0.137492727376096,0.183888181140902,0.182089941626697,-0.0753224776237779,0.0389947425371882,0.143256270966107,0.126199276643578,0.159809735720201,0.263164281035385,0.19243431781425,0.221910042698961,0.146173565126102,0.159262318313641,0.191399169697672,0.067769753552114,0.0891737699564882,0.0308522476037738,0.141700131230742,0.126407542215958,0.102756817387931,-0.0957196898163148,0.0778077943500515,0.179329309832053,0.171251174666464,0.123173089548892,0.263831238634066,0.156392564005581,0.249640089833742,0.173009537101332
100,"2",11,"B","High","NoSalt","Control","RHA.377","RHA",1,16.4,9.548,0.8874,10.4354,"yes","2",-0.070179017324605,0.0749607485083934,-0.116501714882386,-0.204646354044511,-0.208206907892076,-0.200791003769901,-0.0956482987964679,-0.201215765641301,0.174122522588702,0.187314789598311,0.171652176940417,0.182227230954654,0.0721612506528218,-0.0287268318182605,-0.104494322657722,0.171417411868738,0.0699296493332369,0.137806385202683,0.104826055105497,0.0082432484855462,0.174949212810871,0.176662806914075,0.112855466702215,-0.0192341481319824,0.151071646981966,0.0404366785927035,0.0720283483400094,0.0127710027621472,0.253168128037497,0.135832960451578,-0.150357891787597,0.035399852746988,0.0804460498580269,0.0446960495052909,-0.00801593267624605,-0.0272606729825605,-0.0983516662368139,0.078412227507417,-0.0828494777385583,0.0851023256808986,0.0861571831972019,-0.106853440352609,-0.0184438971938246,-0.00189221792282575,0.0253475646758684,0.188455917536463,0.0892080119485406,0.101719008104818,-0.0272213037263928,0.000963876028233344,0.0835822421085277,-0.101012355953745,-0.0893860432445888,-0.088619979377836,0.094423208416646,0.0890739082420035,0.0927417186256544,0.185409978675035,0.17994086729283,-0.0698581240682191,-0.0478913733485458,0.0763953894451227,0.189230535132244,-0.22497744361211,-0.220361711858102,0.105257660222789,0.0371653702804994,-0.0697846515990186,-0.116350809862747,-0.0572035926743012,-0.012594789025003,-0.221883162249289,0.0227735829018776,-0.090898406201122,-0.141201518079404,-0.138030083194423,-0.139775673161993,0.018229805526115,-0.136243167603916,-0.110491487982953,-0.129085459846977,-0.206193768770963,-0.115138246889038,-0.200511950440459,-0.101510191532642,-0.123182464000824,0.00388931845285833,-0.129813721847206,-5.01228985005171e-05
106,"2",17,"B","High","Salt","HighSalt","HA.445","HA",2,17.3,1.4163,0.0985,1.5148,"yes","2",0.24497865886759,0.114400225434105,0.115529465914698,0.110690749341883,0.224422872330026,-0.0181255566450381,0.107409658246388,0.111731173665259,0.123008226089012,0.249559364331549,0.135799101042624,0.129628924802685,0.0693272885587423,0.193734255002195,0.165315107760222,0.266676549282825,0.204698939762707,0.18888816960603,0.249407935491426,0.113362480992513,0.0448841099049607,0.135885748432923,0.155920634636726,0.167357970901287,0.1720668256204,0.14729196823187,0.144628634214658,0.165845131598006,0.146128395220011,0.195356372550188,0.00245456503121197,0.0358552773051277,0.0931414789489098,0.00982410754255736,-0.0317971087934627,0.191649678606346,0.245636101410391,0.11999142120645,0.120407037092889,0.223878902918988,-0.111220444512478,-0.100316080788826,-0.117463686493122,0.150366754852129,-0.0340150147853731,0.0945995894906306,0.0930708514272922,-0.114371258511611,-0.100192845784354,0.0177936347919081,-0.22923837229058,-0.128429079575225,-0.22970973663345,0.120276142579098,-0.0987455939464722,0.0876717397699605,-0.225983783905453,-0.115394706656193,-0.22822029533584,-0.195128735825009,-0.155231975706219,-0.114790805784692,-0.117923251242303,-0.0811309997932806,-0.219534574374892,-0.187364546584944,-0.176951553786759,-0.245195725420138,-0.158864997192376,-0.210099598411076,-0.0545014409172163,-0.146647737899042,-0.051089713637783,-0.165884572345519,-0.1560789536559,-0.024405829614787,0.00573562526583002,-0.193169129824347,-0.159208893214188,-0.229268897628534,-0.117223200864755,-0.222578990831236,-0.108053556548092,-0.104479812517945,-0.156005612985129,-0.0107922804627865,0.0371768653874091,-0.172019879890203,-0.171351854066514
107,"2",18,"B","High","NoSalt","Control","RHA.373","RHA",2,20,9.3777,1.3085,10.6862,"no","2",0.187458737383675,0.13455630444556,0.184426172347361,0.106765393421766,0.0956255019275167,0.117173393113013,0.197415832174,0.0939931774343514,-0.117700767243115,-0.0928373801133059,0.167628529322242,0.14181416957523,0.207205095720408,0.2130762114659,0.150486237454446,-0.068050931076467,0.0601258187663883,-0.0344942781472855,0.232652757645514,0.108505260889375,0.0844250246548334,-0.10400523559742,0.088863403939588,-0.0382502833930067,-0.149464184365751,-0.0285545554568121,0.022933908426201,0.0331587003307562,-0.0536159554648834,0.137539283032284,-0.145302989715528,-0.0859140545868902,-0.0877219521157709,-0.0699919905173592,-0.105297830867343,-0.0278285092976387,-0.106658418716428,-0.213448598575901,-0.109126652625257,-0.21221175802136,-0.210222388752651,-0.0935327692097025,-0.0226257779310812,0.00137483290321722,-0.0379810707074569,-0.10548918169315,0.101587207664444,0.0819568733562696,-0.108147358589772,-0.0173462657567367,-0.197980343534582,-0.103776182689279,-0.0919642475805642,-0.0969016622173824,-0.202031161152106,-0.209256592534688,0.0965737732346267,-0.0937719891238307,-0.100034482806631,-0.106606705757812,-0.140200606612814,0.0930478364413446,-0.112397564966146,-0.148199877457531,-0.168022902397517,-0.131890222877117,-0.201395017722327,0.0586560416558546,-0.00195849879912634,-0.0499929097070575,0.0250871841337662,0.0624360930928656,0.0380836279603045,0.0074663731527009,-0.11428582184903,-0.120129313195319,-0.126429305659134,0.0497833855676809,0.149338622616465,0.167581990851754,0.191367080427646,0.110604937807703,0.191132803230746,0.107654839124651,0.00680153083164347,0.014633193341506,0.0330141925363742,-0.0514296110926771,3.51313266620344e-05
108,"2",1,"C","Low","NoSalt","LowNut","HA.445","HA",2,17,5.0381,NA,NA,"no","2",0.224293809797014,0.13767006245192,0.131173517650984,0.120467944574091,0.247838418137865,-0.0156939389767031,0.121016375804514,0.134224621975348,0.130148423046887,0.239066814373392,-0.185712563067866,-0.227205169094088,-0.270518018134033,-0.105841061946506,-0.107982094605589,0.163010366804897,-0.0559130119682948,-0.0994681994570808,-0.0527792622327214,0.120033783687501,-0.163875616110667,-0.214297298296909,-0.136066783682179,-0.168025278933754,-0.134862133113591,-0.0146247327326956,-0.246049920664267,-0.125570672285248,-0.155685504086882,-0.139117455198789,-0.194874496939875,-0.215107743753369,-0.0882840421327757,-0.22282570137554,-0.0960664079216877,0.20526229945822,0.229746140874118,0.128514749180374,0.119018901022214,0.250497416593184,-0.0908735877082613,-0.0829672099935124,-0.102000597762928,-0.0294000107448048,-0.193707922028868,0.111743509513767,0.125098068123108,-0.102886904862328,-0.0682693048079873,0.0498735322222426,-0.219102632304804,-0.117998867359545,-0.239455391421907,0.129554554465775,-0.0985414750399705,0.114837467930782,-0.22399583773171,-0.108056737589619,-0.208388517213955,0.0766469927375075,-0.118102915808243,-0.0691222347784248,-0.103341640503581,-0.0924127813776798,0.0813979458823875,0.140784665081612,0.175895483208633,-0.114641459147909,0.0482914981168265,0.0953553607211447,0.00658052500570309,0.190814415483951,0.18317925223657,0.194132808671898,0.178332271068505,0.266768720091238,0.255677883166575,0.156115363940419,0.186217942985437,-0.206846193857706,-0.108827453003414,-0.221623494644152,-0.0864951881591723,-0.0883793399532593,-0.0491020604460518,0.262118692660021,0.049255923288536,0.0541120927035364,0.160478035266442
110,"2",3,"C","Low","NoSalt","LowNut","HA.445","HA",2,15.1,4.5617,0.7432,5.3049,"no","2",0.21521678625411,0.138074125152302,0.12406617277887,0.115252273271635,0.258112430489602,-0.0285546418342371,0.11187732470204,0.142572944687021,0.123727616081191,0.23293061652208,-0.187013921032003,-0.269467934857834,-0.320203235115174,-0.153840874834956,-0.157060599220256,0.0124912248355473,-0.112827522658842,-0.142382152511037,-0.110409768444478,0.0541963036946487,-0.212072459238359,-0.233682941470702,-0.139931138326317,-0.222175599315742,-0.15371392060611,0.0262131811269527,-0.233869582757058,-0.055756473340551,-0.204920651473018,-0.181643127518414,-0.0347925000119554,-0.190939104276755,-0.0131436055141074,-0.231651579680835,0.0255422713168103,0.206670510524074,0.233597639423664,0.131144678823057,0.131383144238639,0.256293940311961,-0.0815402722763809,-0.0861941075073164,-0.101699181991139,-0.00672127781400677,-0.180628581836378,0.105450425216352,0.1143019700568,-0.107056147218158,-0.0741235410597878,0.0451536844660806,-0.220795998095207,-0.110812735868114,-0.22170906933568,0.140523599812991,-0.105629066065944,0.112455424183969,-0.231644958723844,-0.113516213565278,-0.211332019872262,0.117524293406185,-0.0729739014579852,-0.0781072728987912,-0.112368825248112,-0.0844455434389899,0.0839629831336367,0.170070843877566,0.227012376819518,-0.139206382865858,0.0369050407942983,0.0828500011832409,-0.0210916140315143,0.252961479974114,0.186064481621347,0.195880442700573,0.248330906591644,0.377883769244742,0.370916597875159,0.168543677090419,0.200992588578739,-0.212178534315383,-0.118546427618891,-0.21180211471087,-0.0894016248829529,-0.0854953231318819,-0.085207660805563,0.306401823380187,-0.00919722794120295,0.0295714963709487,0.190487203360128
119,"2",12,"C","High","Salt","HighSalt","HA.412.HO","HA",1,23.1,2.8809,0.6323,3.5132,"yes","2",-0.0703727894757663,0.0943002104468571,0.0866286772454314,0.105630774991227,-0.069044387030688,-0.0399065949210605,-0.234226588656837,-0.185018709714069,0.104454847321008,-0.0764089330382654,0.0880723281976785,0.0786362985369507,0.0722366429673799,0.0149694608000994,0.0454752162164861,0.0345612526686544,-0.0478552458256132,-0.0293610791310861,0.00420502167805767,-0.157091711461096,0.130259520744527,0.0936692242834141,0.0509508549402121,0.0396598508148994,0.0438236911789586,-0.105490157707895,0.0762951975556096,0.0839165275399392,0.0114639552041723,0.0381717439708348,0.0620163927584135,0.0178852938820923,-0.00576834073948502,0.103777549087957,0.0188746355229687,-0.00373416463260074,-0.0879832409958528,0.0893587671639242,0.0995771096723966,-0.0912363472621353,0.198424793676425,0.199686158036236,0.203434572832505,0.134274984714726,0.235311711499099,-0.197065465682403,-0.196513649166967,-0.0912998654536938,-0.151189636944708,-0.177949875018768,0.111602206939445,-0.0700693588235672,0.095123444568595,-0.170647237749446,-0.0888973058487023,-0.191220406720473,0.0822456489657529,-0.0870342986604832,0.0730710671939396,-0.0610213524112682,0.141242815282358,0.179021209076882,0.186044014419789,0.0359492570983371,-0.068169497739341,-0.0817031091561731,-0.0782987954353057,0.0339017591644885,0.0777411381318355,-0.0174679208392216,0.121233340233227,-0.0943557600264877,-0.0427642659379889,-0.108394038259254,-0.147597490325543,-0.12768793036314,-0.125667047734411,-0.0807886389816156,-0.0844252295036416,0.0855669773876289,-0.0706307923557793,0.0967376207269763,0.198150701240132,0.219438629549975,-0.130143786523788,-0.166173731025597,-0.00539696689769332,-0.0135678263671477,-0.0560792844681423
120,"2",13,"C","Low","NoSalt","LowNut","HA.412.HO","HA",1,15.3,6.9843,1.4049,8.3892,"no","2",-0.0975364156843438,0.0687536601466262,0.0928088990940337,0.106971873371562,-0.0698474144586728,-0.0307313340587476,-0.242927842955167,-0.191521246788073,0.10023629952205,-0.0723547714260505,-0.151556000119599,-0.19040281228131,-0.210189096567812,-0.238290656407492,-0.219940751620183,-0.138343324527922,-0.223333792805178,-0.156853941639834,-0.148303172363607,-0.168901926503409,-0.143901214579398,-0.188878987753965,-0.0590021628599125,-0.193141187491357,-0.0815496079982192,-0.186702532284299,-0.191795616835434,-0.0299051554393504,-0.273882960734247,-0.255795990821399,-0.0942512480773784,-0.282073155908447,-0.222486098820677,-0.218912337885585,-0.232095263167829,-0.00811465708602251,-0.0742539710489964,0.119460845807378,0.105184300219343,-0.0770405044828901,0.216921048921215,0.20792539005855,0.199717358066896,0.0366466271544716,0.132714807187245,-0.181717547358585,-0.190773404365584,-0.101850875270808,-0.0462788473488317,-0.146372292470506,0.0728576051525502,-0.101315024639833,0.0931822481823391,-0.140505592071735,-0.106922346821526,-0.18085933664821,0.0736267572107789,-0.107507490468743,0.0925998636220869,0.0399194761771999,0.0419238725592603,0.179317495706974,0.172915364609779,-0.00270782348904118,0.134721500551605,0.203823600418456,0.257866911442696,0.172901352118323,0.264435909887605,0.157734499378766,0.152119624049031,0.281641303642909,0.309017236157003,0.267581308250339,0.303913673566918,0.229518320685299,0.222628979659844,0.242769558847173,0.230313656848015,0.0790718925502487,-0.115253244401652,0.0682405930589258,0.180597496411235,0.203372282438093,0.0473606568647578,0.110329468424809,-0.0474981276977963,0.0971632300048049,0.232400339578941
125,"2",18,"C","High","NoSalt","Control","HA.412.HO","HA",1,20.1,18.5225,2.336,20.8585,"no","2",-0.094970943865802,0.0923353067516124,0.0756123847549737,0.0820682040919051,-0.0832160132463278,-0.0337884785219535,-0.148938429414842,-0.176699318472721,0.0762769885350992,-0.0959394846178519,0.014255488844451,0.103242114597864,0.130208477646639,0.165902749679021,0.187588146725962,0.17067090052002,0.274716144668146,0.125085113321266,0.262139267682649,0.325781179323677,0.0186556543991118,0.0634803275427929,0.135710166239628,0.103804630451707,-0.174398970862455,-0.250590389326516,-0.0233235124192703,-0.202024810699934,0.156442127568921,0.125807767577724,0.153811204395541,0.0792530071135087,0.0523082611364204,-0.0600828867548108,0.0291920294907295,-0.0428810156366514,-0.0946109926657599,0.0773449065656753,0.0783273625669851,-0.06963454230149,0.167877352535578,0.174204570202528,0.169312630066736,0.024957252357148,0.062266584389261,-0.204612815629347,-0.192939410807287,-0.123197860182242,0.317064179547007,-0.176065002669632,0.0387123496963314,-0.0879989088503264,0.0625483922992769,-0.176192655886837,-0.108607983627707,-0.190340108818307,0.0525394574734829,-0.0932580183062941,0.0617399365804366,-0.123842663649438,0.0699326288886211,0.162955902780544,0.176801765094342,-0.203582201019284,-0.137630125138619,-0.124954452675326,-0.104326459520599,0.0722849537989633,0.141911173367632,-0.0889496144428078,0.139168038612644,-0.105330997277572,-0.0751305762087448,-0.0757750555764719,-0.133601330099679,-0.0976629176017563,-0.0896008812829297,-0.139223975513447,-0.12255288702948,0.0638540495099286,-0.119155703090265,0.0639567457219609,0.165990102376591,0.16862397841556,0.0920872900849157,0.220540938252487,0.369091052793419,0.224331073286134,-0.121237389416294
129,"2",4,"D","High","NoSalt","Control","HA.445","HA",2,22.4,10.4605,0.8883,11.3488,"no","2",0.226653447656613,0.130841071118817,0.131719726650223,0.0989979367464834,0.228966062118593,-0.0328632556856007,0.117816008634626,0.104199075037885,0.118209757732094,0.210051265390248,0.106277075652314,0.0939863644398558,0.0690085751819765,0.0812359171706507,0.126830863400782,0.0951121837056059,0.0598400365446517,-0.0324222129186011,0.196670204995427,0.212895524615547,0.174816633233574,0.119165611091088,0.0387965812837749,0.0968899194517674,-0.112280843941851,0.0536851819907179,0.0466781204252131,-0.151503073559086,0.120156368976076,0.0583542295623742,0.144554588795998,0.110706792750278,0.124348555934154,0.116143065725197,0.160488227013004,0.227935723186846,0.222777211896727,0.0892769005405177,0.131452696005829,0.239079752966444,-0.103326048326417,-0.0970958686398462,-0.122811923596601,0.0460920521302541,-0.159452402320863,0.114078760608899,0.115883555304688,-0.0790112178527221,0.460604830011199,0.0885677102962827,-0.232488671948279,-0.104349962157105,-0.205635782576319,0.104023338445868,-0.103183915848535,0.104086365178333,-0.22095754695928,-0.111883503606371,-0.219830501750715,-0.0608585989746777,-0.077052968799432,-0.109350524513788,-0.121739882336197,-0.142174383764814,-0.0969214987945207,-0.099882019095855,-0.0534726562155106,-0.206048127423212,-0.0755370314181558,-0.00921226375208539,-0.00168088126312027,-0.0639917354750236,-0.103113221955078,-0.0732104288890389,-0.0341886644213272,-0.0405650133405334,-0.0601794316965967,-0.124979469267393,-0.103160680214524,-0.217743153529134,-0.109829829232371,-0.229237783349249,-0.107483768609229,-0.0955106596058699,-0.1857851669047,-0.0129216249396466,0.0026919796719493,-0.116083062330042,-0.0931474330547929
131,"2",6,"D","Low","NoSalt","LowNut","HA.89","HA",3,14.3,3.9763,0.5334,4.5097,"no","2",-0.0653047531597988,-0.147982342932067,-0.185696925824846,-0.171942487836477,-0.0785734795562958,-0.0247379989589762,0.117230612279502,0.137397166041356,-0.160949354825736,-0.0907882094933978,-0.0457970602079992,-0.113457476614457,-0.0875791799385631,-0.130877528414101,-0.136594410247666,-0.107164965747954,-0.137662597429353,-0.123528778338696,-0.0961653591262896,-0.0513483746446275,0.0478399464587543,-0.10500277004991,-0.0992584265029487,-0.148729853964084,-0.201581245451288,-0.0150417317147088,-0.199450074118379,-0.242833057687431,-0.0939510339417827,-0.142109022723884,-0.150266025891906,-0.14618936657219,-0.104971970178731,-0.0212248531218148,-0.0236700091407173,-0.148278160550299,-0.0671650551591441,-0.178098767201093,-0.179386561629434,-0.0667773775024555,-0.0892526130047029,-0.103986664669598,-0.0867634334553312,-0.251272219074307,-0.220276335109565,0.128382704897758,0.129761140229868,0.220459089515728,0.0529058359315647,0.171328395413925,0.0904877971843565,0.201952025080632,0.105038801923535,0.128785872307993,0.21036699649689,0.143183930179449,0.114641748865826,0.200329035367612,0.11993529503313,0.134549027544396,-0.089258425698725,-0.0605658948175722,-0.0846905960003786,-0.134786098121512,0.0408554697653766,0.167524793925331,0.163922759591717,0.14713385291188,-0.00852116790859214,0.154741221355237,-0.058253026947123,0.160693961570649,0.159594308169149,0.162172605863181,0.137796006838084,0.188707589940825,0.163650693504423,0.180860918829524,0.178834960655619,0.112841631289469,0.222953730919563,0.120613327529464,-0.0929148047314706,-0.0988002225831573,0.0919839584720109,0.0674080449002666,-0.120000946877518,-0.0443920798475008,0.152460623423545
141,"2",16,"D","Low","Salt","Combo","HA.412.HO","HA",1,25.2,3.3763,0.5695,3.9458,"no","2",-0.0807211430341338,0.111510019834103,0.117540446203307,0.10466085151181,-0.0608108650220903,-0.0399065949210605,-0.225754829774543,-0.192149539923471,0.124109232751918,-0.0731703701308482,-0.0299391446333779,-0.0590885601169953,0.0337136741742057,-0.0906987423466469,-0.0708376057167408,0.120239312306011,-0.109209764881784,-0.106197345067645,-0.0798146423014784,-0.0884251677906687,0.0987267808664131,-0.067459445709961,-0.0803846516401489,-0.0900675844395538,-0.161485888406738,-0.216134602425727,-0.141200615430446,-0.193322031232381,-0.121220216557702,-0.0791329716655799,-0.152457655981456,-0.154972390778132,-0.163987472540291,0.0467862619611195,-0.135104225499496,0.00467577521461651,-0.0705222952075207,0.12222908908747,0.110851285458719,-0.0724899943525534,0.223963350631564,0.210770432138661,0.202400639774626,0.0281078433478727,0.117538827292312,-0.186540067719632,-0.179448268659961,-0.0849110322832944,0.0423024437014364,-0.160090845347398,0.104575375727752,-0.0912012283292279,0.0783459524349748,-0.168670113046305,-0.103664165763756,-0.18379439237476,0.108333627157583,-0.0927762736397593,0.0951546580888131,0.071597350427225,0.130226460347774,0.227224079470553,0.204617165302086,-0.0422544178772879,0.043037458012297,0.101775205816756,0.0952793464921172,0.15577590646204,0.231889428205042,0.186967859880317,0.242098315481874,0.0862977088255819,0.100842156429124,0.100825219808193,0.00160530633706564,0.00592829183322071,-0.0581531927631075,0.0926403526323583,0.10694918811155,0.101163799377703,-0.0895431475808688,0.109390823476144,0.222749457572749,0.207047936447123,-0.0296022208372367,0.0427835958077811,0.0584161079654136,0.165497661438068,0.110982772031783
151,"3",8,"A","Low","NoSalt","LowNut","HA.89","HA",3,14.8,6.7915,NA,NA,"yes","2",-0.0680878219307979,-0.167226787161034,-0.176949744846696,-0.164577382437447,-0.072858613516598,-0.0199163091529864,0.111653651839176,0.136207982825452,-0.164245675651593,-0.0735386428792153,-0.186752063477145,-0.251362673590777,-0.235430566186346,-0.248851778770934,-0.230505065783572,-0.102270673929578,-0.183873829908215,-0.169536011938859,-0.136792159966818,-0.0036302462451538,-0.222269660083904,-0.216953441921556,-0.0583188420345468,-0.243153896942841,-0.0923132050914856,-0.0303038653513613,-0.292139741822975,-0.0880179436804176,-0.235308176249352,-0.231487993625924,0.0152146297307856,-0.315983056647179,-0.287063798979506,-0.289751293912878,-0.240698988784716,-0.141566385705968,-0.0777490475371643,-0.167224631164415,-0.186542591203986,-0.0930073786139066,-0.0793467702872649,-0.0879490420217436,-0.0791294130209201,-0.26311452535195,-0.195656467566121,0.1118441685285,0.13539492535235,0.217938567819921,-0.0842403155181832,0.201454408799228,0.103442327579414,0.202791053345966,0.122760463970194,0.152068542177483,0.201281817817971,0.134555646861627,0.115428282625807,0.206143612643512,0.129703446269909,0.0226912295268375,-0.213730322481621,-0.0784711216356008,-0.0817265941875674,0.0169199465082042,0.207663673342206,0.225922351967434,0.254131371733639,0.22761082446952,0.0911855602683012,0.11495072648593,-0.111409641399401,0.241096612610431,0.365201092175389,0.319300995791527,0.233002244801946,0.157580337389592,0.0953882134263365,0.255889024432364,0.281062496518878,0.129536824454979,0.207222091066903,0.115557771236038,-0.0936513388454049,-0.0949071077426621,0.213044970841558,0.174489702037832,-0.0817872808474196,0.0773327148398952,0.260973898988772
