"Accession","Plant.","Bench","Row","Column","Osmocote","Salt","Treatment","Plant..1","Bench.","Tray","TPlant.","TRow","TColumn","Plate","Accession.","Transplant_Date","exp","Numlvs_0511_tot.not.including.cotyledons","Numlvs_0511_fullyexpanded.not.including.cotyledons","Notes_0511","Status_0515","status_0518...","exclude.from.analyses.","NumLvs_053118","Num_FullyExpaneded_Lvs_053118","Notes_053118","SLA.biomass","Aboveground.biomass","Belowground.biomass","RNA.leaf.biomass","X2.RNA.bags..weight.of.2nd","PlantDied","Notes","Root.Date","X","Include","Survival","Tot_AG","Tot_BG","Tot_Biomass","mold","ln_AG","ln_BG","ln_Tot","X.1","RNASeqExp","X.2","Plant..2","TissueBox.","Date_ground","Date_RNA_extracted","SeqPlate","SeqPlateRow","SeqPlateColumn","GGBC.RIN","My_RIN","X.3","ReproStageSampled","Reproductive","SampleDay","SampleNotes","X.4","MisIDed","Chlorophyll","Hybrid_set","Hybrid_role","Species","init.weight","RNA.leaf.biomass_full","Tot_biomass2","growdays","RGR"
"ARG-PAD",30,1,12,"B","Low","Salt","Combo",30,30,1,50,"E",2,5,3,"4/30/18",1,"4",2,"","","","",28,24,"",0.137,0.7348,0.1247,0.018,"","","Mold","","","y",1,1.0088,0.1247,1.1335,"y",0.008761506,-2.081844426,0.125310191,NA,"y",NA,30,"5","20-Jul","10/9/18","1","A",8,7.5,"8.6",NA,"","no",1,"petiole only","","",25.4,"","","Argophyllus",0.01591,0.036,1.0325,33,0.126448196438954
"ARG-PAD",148,3,5,"A","High","NoSalt","Control",148,5,8,512,"A",8,9,31,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.4398,NA,0.7359,0.2528,"","","","","","y",1,NA,0.7359,NA,"n",NA,-0.306661039,NA,NA,"n",NA,148,"","","","","",NA,NA,"",NA,"","no",2,"","","",23.3,"","","Argophyllus",0.01591,0.5056,NA,32,NA
"ARG-PAD",250,4,17,"B","High","NoSalt","Control",250,35,3,189,"D",9,3,10,"4/30/18",1,"4",2,"","","","",48,16,"",0.5293,3.8714,0.5548,0.3076,"","","Mold","","","y",1,4.93,0.5548,5.4848,"y",1.595338988,-0.589147591,1.70198063,NA,"y",NA,250,"12","2/15/19","2/22/19","3","F",1,7.9,"8.3",NA,"","no",2,"","","",22,"","","Argophyllus",0.01591,0.6152,5.5707,33,0.17752509563409
"ARG-PAD",58,1,4,"D","Low","Salt","Combo",58,58,5,341,"E",5,2,20,"5/1/18",1,"4",2,"","","","",22,18,"",0.1112,0.5387,0.1312,NA,"","","Mold","","","y",1,0.7611,0.1312,0.8923,"y",-0.272990524,-2.031032402,-0.11395288,NA,"n",NA,58,"12","2/15/19","2/25/19","3 (maybe)","",NA,NA,"7.7",NA,"","no",2,"","","",20.4,"","","Argophyllus",0.01591,NA,NA,32,NA
"ARG-PAD",114,2,7,"C","High","Salt","HighSalt",114,43,4,288,"F",12,2,17,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.0834,0.7242,0.0752,NA,"","","","19-Jun","","y",1,0.891,0.0752,0.9662,"n",-0.115410852,-2.587604048,-0.034384427,NA,"y",NA,114,"13","2/26/19","2/27/19","3","B",10,7.7,"8.3",NA,"","no",2,"whole leaf","","",20.4,"","","Argophyllus",0.01591,0.0834,0.9662,33,0.12443706090214
"ARG-PAD",345,5,7,"D","Low","Salt","Combo",345,61,5,319,"C",7,2,19,"5/1/18",1,"4",2,"","","","",13,8,"",0.1263,0.6574,0.1256,NA,"","","Mold","18-Jun","","y",1,0.91,0.1256,1.0356,"y",-0.094310679,-2.074653025,0.034980969,NA,"y",NA,345,"8","24-Jul","11/6/18","2","H",11,7.5,"8.5",NA,"","no",1,"whole leaf","","",22,"","","Argophyllus",0.01591,0.1263,1.0356,32,0.13049338767274
"ARG-PAD",28,1,10,"B","Low","NoSalt","LowNut",28,28,1,48,"D",12,5,2,"4/30/18",1,"4",4,"","","","",41,30,"",0.1474,1.25,0.312,0.0631,"","","","","","y",1,1.5448,0.312,1.8568,"n",0.434894452,-1.164752091,0.618854576,NA,"y",NA,28,"5","20-Jul","10/12/18","2","B",2,6.7,"8.2",NA,"","no",1,"","","",12.3,"","","Argophyllus",0.01591,0.1262,1.8356,33,0.143884207277909
"ARG-PAD",140,2,15,"D","Low","NoSalt","LowNut",140,69,6,402,"D",6,10,24,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.1568,3.6836,0.4013,0.0921,"","","","19-Jun","","y",1,3.9972,0.4013,4.3985,"n",1.385594116,-0.913046002,1.481263574,NA,"y",NA,140,"1","7/6/18","10/17/18","1","D",12,7.1,"7.8",NA,"Twin?","no",2,"","","",19.3,"","","Argophyllus",0.01591,0.1842,4.4259,32,0.17588378388256
"HA 412 HO",60,1,6,"D","High","NoSalt","Control",60,60,5,343,"E",7,5,18,"5/1/18",1,"6",4,"","","","",24,14,"",1.0978,4.5844,1.9297,0.4358,"","","Mold","","","y",1,6.78,1.9297,8.7097,"y",1.913977102,0.65736455,2.164437347,NA,"y",NA,60,"4","19-Jul","10/9/18","1","B",3,7.2,"8.5",NA,"R1","yes",1,"","","",17.1,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.8716,8.4835,32,0.126981686323545
"HA 412 HO",295,5,11,"A","High","Salt","HighSalt",295,11,2,89,"B",5,3,3,"4/30/18",1,"4",4,"","","","",14,10,"",0.1813,0.7265,0.2368,NA,"","","Mold","","","y",1,1.0891,0.2368,1.3259,"y",0.085351667,-1.440539376,0.282091474,NA,"y",NA,295,"2","17-Jul","10/19/18","1","G",11,7.3,"8.4",NA,"R1","yes",1,"whole leaf","","",18.4,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.1813,1.3259,33,0.0668903738179125
"HA 412 HO",300,5,16,"A","Low","Salt","Combo",300,16,2,99,"C",3,4,5,"4/30/18",1,"6",3,"","","","",16,9,"",0.3235,2.1883,0.803,0.1633,"","","Mold","18-Jun","","y",1,2.8353,0.803,3.6383,"y",1.042147752,-0.219400565,1.29151654,NA,"y",NA,300,"4","19-Jul","10/23/18","1","H",3,7.6,"8.4",NA,"","no",1,"","","",18.3,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.3266,3.6414,33,0.0975048207557668
"HA 412 HO",273,4,4,"D","Low","Salt","Combo",273,58,6,414,"E",6,5,28,"5/1/18",1,"7",4,"","","","",14,9,"",0.1873,1.4399,0.3577,0.1015,"","","Mold","","","y",1,1.8145,0.3577,2.1722,"y",0.595809948,-1.028060633,0.775740479,NA,"y",NA,273,"10","11/9/18","12/3/18","2","G",1,8.1,"7.4",NA,"","no",2,"","tube opened in liquid nitrogen","",19.7,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.203,2.1879,32,0.0846322825477731
"HA 412 HO",327,5,7,"C","High","NoSalt","Control",327,43,5,290,"A",2,2,14,"5/1/18",1,"6",2,"","","","",24,10,"",1.0549,11.0079,3.242,0.6538,"","","Mold","","","y",1,13.1177,3.242,16.3597,"y",2.573962463,1.176190423,2.794820994,NA,"y",NA,327,"4","19-Jul","10/30/18","2","H",6,7.3,"8.2",NA,"","no",1,"","","",21.5,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,1.3076,16.6124,32,0.147982508322195
"HA 412 HO",119,2,12,"C","High","Salt","HighSalt",119,48,6,368,"A",8,6,23,"5/1/18",1,"6",3,"","","","",14,8,"bud",0.2412,2.3985,0.6323,0.1532,"","","","19-Jun","","y",1,2.8809,0.6323,3.5132,"n",1.058102745,-0.458391314,1.256527303,NA,"y",NA,119,"2","17-Jul","10/16/18","1","D",2,7.7,"8.6",NA,"R1","yes",2,"","","",23.1,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.3064,3.5784,32,0.100006457343409
"HA 412 HO",144,3,1,"A","Low","Salt","Combo",144,1,8,506,"A",2,1,30,"5/1/18",1,"6",2,"","","","",15,11,"",0.2264,3.0319,1.1332,0.1288,"","","","16-Jun","","y",1,3.4847,1.1332,4.6179,"n",1.248381957,0.125045489,1.529940056,NA,"n",NA,144,"","","","","",NA,NA,"",NA,"","no",2,"","tube opened in liquid nitrogen - 2nd day","",16.4,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.2576,4.6491,32,0.10818639107287
"HA 412 HO",265,4,14,"C","Low","NoSalt","LowNut",265,50,3,210,"F",6,4,9,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.3426,3.3876,0.9921,0.2418,"","","Mold","","","y",1,4.0728,0.9921,5.0649,"y",1.404330724,-0.00793137,1.622334394,NA,"y",NA,265,"13","2/28/19","3/4/19","3","F",8,7.3,"7.1",NA,"","no",1,"","","",14.1,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.4836,5.2059,33,0.108335862413182
"HA 412 HO",63,1,9,"D","High","Salt","HighSalt",63,63,5,354,"F",6,6,21,"5/1/18",1,"6",2,"","","","",15,8,"",0.256,1.5085,0.6131,0.2164,"","","Mold","","","y",1,2.0205,0.6131,2.6336,"y",0.703345006,-0.489227224,0.968351732,NA,"y",NA,63,"6","","3/4/19","3","B",3,7.9,"8.2",NA,"R1","yes",1,"","","",21,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.4328,2.8104,32,0.0924568026194393
"HA 412 HO",125,2,18,"C","High","NoSalt","Control",125,54,6,376,"B",4,6,25,"5/1/18",1,"6",2,"","","","",18,14,"",1.07,16.3825,2.336,0.5617,"","","","19-Jun","","y",1,18.5225,2.336,20.8585,"n",2.918986209,0.848440065,3.037761539,NA,"y",NA,125,"8","10/2/18","11/6/18","2","D",4,7.8,"8.7",NA,"","no",2,"","","",20.1,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,1.1234,20.9119,32,0.155175288649363
"HA 412 HO",120,2,13,"C","Low","NoSalt","LowNut",120,49,6,369,"A",9,6,24,"5/1/18",1,"6",2,"","","","",16,10,"",0.3742,6.2359,1.4049,0.2089,"","","","19-Jun","","y",1,6.9843,1.4049,8.3892,"n",1.943664773,0.339966126,2.126945164,NA,"y",NA,120,"1","11-Jul","25-Oct","1","D",3,7.7,"8.6",NA,"","no",2,"","","",15.3,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.4178,8.4328,32,0.126794366431607
"HA 412 HO",73,2,2,"A","High","Salt","HighSalt",73,2,4,218,"A",2,1,10,"4/30/18",1,"7",2,"","","","",19,12,"bud",0.364,4.2414,0.6143,0.1803,"","","","","","y",1,4.9694,0.6143,5.5837,"n",1.603299108,-0.487271871,1.719851639,NA,"y",NA,73,"1","13-Jul","10/16/18","1","B",10,7.6,"8.7",NA,"R1","yes",2,"","","",22.9,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.3606,5.5803,33,0.110440406067923
"HA 412 HO",96,2,7,"B","Low","NoSalt","LowNut",96,25,4,259,"D",7,1,12,"4/30/18",1,"6",4,"","","","",18,11,"",0.3426,4.6725,0.8855,0.1553,"","","","20-Jun","","y",1,5.3577,0.8855,6.2432,"n",1.678534779,-0.121602822,1.831492871,NA,"y",NA,96,"7","23-Jul","11/2/18","2","C",9,7.2,"8.4",NA,"","no",2,"","","",11.7,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.3106,6.2112,33,0.113686211389246
"HA 412 HO",141,2,16,"D","Low","Salt","Combo",141,70,6,403,"D",7,6,27,"5/1/18",1,"8",2,"","","","",18,12,"",0.1938,2.9887,0.5695,NA,"","","","19-Jun","","y",1,3.3763,0.5695,3.9458,"n",1.216780435,-0.562996496,1.372651722,NA,"y",NA,141,"12","1/29/19","2/22/19","3","C",2,7.7,"8.2",NA,"","no",2,"whole leaf","","",25.2,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.1938,3.9458,32,0.103060705747853
"HA 412 HO",248,4,15,"B","High","NoSalt","Control",248,33,3,187,"D",7,4,8,"4/30/18",1,"4",3,"","","","",22,15,"",1.1258,7.8825,4.6364,0.8451,"","","Mold","16-Jun","","y",1,10.1341,4.6364,14.7705,"y",2.315905975,1.533938203,2.692631948,NA,"y",NA,248,"8","24-Jul","30-Nov","3","E",12,7.8,"8.6",NA,"","no",2,"","","",18.1,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,1.6902,15.3349,33,0.14107339813234
"HA 412 HO",337,5,17,"C","Low","NoSalt","LowNut",337,53,5,308,"B",8,2,16,"5/1/18",1,"6",2,"","","","",20,11,"",0.2849,3.9615,1.7828,0.2417,"","","Mold","18-Jun","","y",1,4.5313,1.7828,6.3141,"y",1.511008874,0.578185162,1.842785228,NA,"y",NA,337,"11","30-Nov","2/21/19","3","H",2,7,"8.4",NA,"","no",1,"","","",12.7,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.4834,6.5126,32,0.118719675746892
"HA 412 HO",284,4,15,"D","Low","Salt","Combo",284,69,6,431,"F",11,6,26,"5/1/18",1,"5",3,"","","","",18,9,"1 bud",0.1832,1.8873,0.6077,NA,"","","Mold","","","y",1,2.2537,0.6077,2.8614,"y",0.81257331,-0.49807394,1.051311016,NA,"y",NA,284,"7","23-Jul","11/6/18","2","G",3,7.7,"8.3",NA,"","yes",2,"","","",23.3,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,NA,NA,32,NA
"HA 412 HO",247,4,14,"B","High","Salt","HighSalt",247,32,3,186,"D",6,4,7,"4/30/18",1,"6",2,"","","","",16,10,"bud",0.3578,2.7132,1.4277,0.2456,"","","Mold","17-Jun","","y",1,3.4288,1.4277,4.8565,"y",1.232210346,0.356064758,1.580318014,NA,"y",NA,247,"9","11/2/18","12/3/18","2","F",8,7.8,"5.7",NA,"R1","yes",2,"","","",24,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.4912,4.9899,33,0.107051719131365
"HA 412 HO",95,2,6,"B","Low","NoSalt","LowNut",95,24,4,257,"D",5,1,11,"4/30/18",1,"6",2,"","","","",18,10,"",0.3148,4.5533,0.8044,0.1743,"","","","19-Jun","","y",1,5.1829,0.8044,5.9873,"n",1.645364745,-0.217658621,1.789640559,NA,"y",NA,95,"3","18-Jul","30-Nov","2","C",8,7.8,"8.5",NA,"","no",2,"","","",10.9,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,0.3486,6.0211,33,0.112744267537387
"HA 412 HO",241,4,8,"B","High","NoSalt","Control",241,26,3,180,"C",12,4,6,"4/30/18",1,"6",2,"","","","",22,17,"",1.1833,7.8144,2.5836,0.6382,"","","Mold","17-Jun","","y",1,10.181,2.5836,12.7646,"y",2.320523238,0.949183775,2.546675715,NA,"y",NA,241,"11","29-Nov","30-Nov","3","E",11,7.7,"8.7",NA,"","no",2,"","","",22.7,"HA412-HO/RHA377","Female","Cultivated",0.145833333333333,1.2764,12.8577,33,0.135734355015818
"HA 445",201,3,4,"D","High","NoSalt","Control",201,58,7,463,"C",7,3,32,"5/1/18",1,"2",2,"","","","",15,9,"",0.7171,8.6828,NA,0.4489,"","","Shelf Fall","","","y",1,10.117,NA,NA,"n",2.314217177,NA,NA,NA,"y",NA,201,"6","","3/8/19","3","E",1,7.9,"8.1",NA,"","no",2,"","","",19.5,"HA445/RHA373","Female","Cultivated",0.06082,0.8978,NA,32,NA
"HA 445",230,4,15,"A","Low","NoSalt","LowNut",230,15,3,165,"B",9,2,10,"4/30/18",1,"4",2,"","","","",14,8,"",0.2408,1.9874,0.722,0.1998,"","","Mold","","","y",1,2.469,0.722,3.191,"y",0.90381321,-0.32573014,1.160334347,NA,"y",NA,230,"9","10/29/18","11/6/18","2","F",2,8,"8.8",NA,"","no",1,"","","",14.1,"HA445/RHA373","Female","Cultivated",0.06082,0.3996,3.3498,33,0.121476886039247
"HA 445",255,4,4,"C","Low","Salt","Combo",255,40,3,196,"E",4,2,12,"4/30/18",1,"2",2,"","","","",10,6,"bud",0.0851,0.369,NA,NA,"","","Mold","","","y",1,0.5392,NA,NA,"y",-0.617668719,NA,NA,NA,"y",NA,255,"12","1/28/19","1/28/19","3","F",4,8,"8.5",NA,"","yes",2,"whole leaf","","",16.1,"HA445/RHA373","Female","Cultivated",0.06082,0.0851,NA,33,NA
"HA 445",32,1,14,"B","Low","Salt","Combo",32,32,1,52,"E",4,5,3,"4/30/18",1,"4",2,"","","","",15,8,"",0.1641,0.5554,0.2041,0.1036,"","","Mold","","","y",1,0.8836,0.2041,1.0877,"y",-0.123750807,-1.589145209,0.084065375,NA,"y",NA,32,"5","20-Jul","10/9/18","1","A",9,7.8,"8.5",NA,"","no",1,"","","",18.1,"HA445/RHA373","Female","Cultivated",0.06082,0.2072,1.1308,33,0.088568543744552
"HA 445",106,2,17,"B","High","Salt","HighSalt",106,35,4,277,"F",1,4,16,"4/30/18",1,"2",2,"","","","",10,8,"",0.1277,1.1609,0.0985,0.0794,"","","","20-Jun","","y",1,1.4163,0.0985,1.5148,"n",0.348047837,-2.317698731,0.415283417,NA,"y",NA,106,"1","11-Jul","10/25/18","1","C",7,7.9,"8.8",NA,"R1","yes",2,"","","",17.3,"HA445/RHA373","Female","Cultivated",0.06082,0.1588,1.5459,33,0.0980437230834263
"HA 445",129,2,4,"D","High","NoSalt","Control",129,58,6,383,"B",11,6,24,"5/1/18",1,"4",2,"","","","",20,11,"",0.641,9.1785,0.8883,0.429,"","","","","","y",1,10.4605,0.8883,11.3488,"n",2.347606259,-0.118445755,2.429112011,NA,"y",NA,129,"1","17-Jul","10/16/18","1","D",7,7.5,"8.5",NA,"","no",2,"","","",22.4,"HA445/RHA373","Female","Cultivated",0.06082,0.858,11.5658,32,0.163996533258015
"HA 445",33,1,15,"B","High","Salt","HighSalt",33,33,1,53,"E",5,5,4,"4/30/18",1,"4",1,"","","","",17,7,"bud",0.1238,0.6688,0.2026,0.0937,"","","Mold","","","y",1,0.9164,0.2026,1.119,"y",-0.087302328,-1.596521687,0.112435429,NA,"y",NA,33,"5","20-Jul","10/12/18","2","B",3,7.9,"8.4",NA,"","yes",1,"","","",21,"HA445/RHA373","Female","Cultivated",0.06082,0.1874,1.1826,33,0.0899258182162882
"HA 445",108,2,1,"C","Low","NoSalt","LowNut",108,37,4,280,"F",4,4,17,"4/30/18",1,"2",2,"","","","",14,8,"",0.3569,4.3243,NA,0.2242,"","","Shelf Fall","","","y",1,5.0381,NA,NA,"n",1.617029027,NA,NA,NA,"y",NA,108,"1","17-Jul","10/16/18","1","C",8,7.8,"8.6",NA,"","no",2,"","","",17,"HA445/RHA373","Female","Cultivated",0.06082,0.4484,NA,33,NA
"HA 445",308,5,6,"B","Low","Salt","Combo",308,24,2,110,"D",2,5,6,"4/30/18",1,"4",2,"","","","",12,6,"",0.1297,0.7358,0.3401,0.1373,"","","Mold","18-Jun","","y",1,0.9952,0.3401,1.3353,"y",-0.004811557,-1.078515587,0.289155986,NA,"y",NA,308,"8","24-Jul","11/16/18","2","G",9,6.7,"8.5",NA,"","no",1,"","","",18.6,"HA445/RHA373","Female","Cultivated",0.06082,0.2746,1.4802,33,0.0967276912277014
"HA 445",192,3,13,"C","High","NoSalt","Control",192,49,7,445,"B",1,3,30,"5/1/18",1,"4",2,"","","","",20,13,"",0.5817,4.1971,1.2011,0.4423,"","","Mold","20-Jun","","y",1,5.3605,1.2011,6.5616,"y",1.679057254,0.183237804,1.881234476,NA,"y",NA,192,"6","","3/4/19","3","D",8,7.7,"8.2",NA,"","no",2,"","","",19.8,"HA445/RHA373","Female","Cultivated",0.06082,0.8846,6.8645,32,0.147693743752764
"HA 445",162,3,1,"B","High","Salt","HighSalt",162,19,8,537,"C",9,3,33,"5/1/18",1,"2",2,"","","","",10,6,"bud",0.1856,1.3996,0.179,0.1027,"","","","20-Jun","","y",1,1.7708,0.179,1.9498,"n",0.571431422,-1.720369473,0.667726803,NA,"y",NA,162,"7","23-Jul","11/2/18","3","C",7,7.7,"8.5",NA,"R1","yes",2,"","","",20.4,"HA445/RHA373","Female","Cultivated",0.06082,0.2054,1.9696,32,0.108677096036905
"HA 445",110,2,3,"C","Low","NoSalt","LowNut",110,39,4,282,"F",6,4,18,"4/30/18",1,"2",2,"","","","",14,8,"",0.4371,3.6875,0.7432,0.2296,"","","","","3.543 AG?","y",1,4.5617,0.7432,5.3049,"n",1.517695361,-0.296790091,1.668630922,NA,"y",NA,110,"1","13-Jul","10/16/18","1","C",9,7.8,"8.7",NA,"","no",2,"","","",15.1,"HA445/RHA373","Female","Cultivated",0.06082,0.4592,5.327,33,0.135534085595993
"HA 445",191,3,12,"C","Low","NoSalt","LowNut",191,48,7,443,"A",11,3,29,"5/1/18",1,"2",2,"","","","",15,9,"",0.2642,2.8785,0.744,0.1847,"","","","21-Jun","","y",1,3.4069,0.744,4.1509,"n",1.225802787,-0.295714244,1.423325178,NA,"y",NA,191,"1","13-Jul","10/30/18","1","F",2,7.6,"8.6",NA,"","no",2,"","","",13.6,"HA445/RHA373","Female","Cultivated",0.06082,0.3694,4.2561,32,0.132755932648026
"HA 445",37,1,1,"C","High","NoSalt","Control",37,37,1,57,"E",9,5,5,"4/30/18",1,"2",2,"","","","",15,10,"",0.4248,1.8733,0.6531,0.3269,"","","Mold","","","y",1,2.7229,0.6531,3.376,"y",1.001697489,-0.426025022,1.216691577,NA,"y",NA,37,"10","11/9/18","11/30/18","3","A",7,7.8,"8.6",NA,"","no",2,"","","grouped with ARG-403",19.5,"HA445/RHA373","Female","Cultivated",0.06082,0.6538,3.605,33,0.123701768711207
"HA 445",175,3,14,"B","High","NoSalt","Control",175,32,8,562,"E",10,2,35,"5/1/18",1,"2",2,"","","","",16,11,"",0.6706,3.1915,0.5528,0.36,"","","Mold","21-Jun","","y",1,4.5327,0.5528,5.0855,"y",1.511317788,-0.592759007,1.626393353,NA,"y",NA,175,"9","10/29/18","11/6/18","2","E",2,7.9,"8.2",NA,"","no",2,"","","",20.5,"HA445/RHA373","Female","Cultivated",0.06082,0.72,5.1349,32,0.138621780178973
"HA 89",131,2,6,"D","Low","NoSalt","LowNut",131,60,6,388,"C",4,1,24,"5/1/18",1,"7",1,"","","","",14,8,"",0.2542,3.4679,0.5334,0.2214,"","","","19-Jun","","y",1,3.9763,0.5334,4.5097,"n",1.380351739,-0.628483667,1.506230632,NA,"y",NA,131,"7","23-Jul","10/17/18","1","D",8,7.4,"8.4",NA,"","no",2,"","","",14.3,"HA89/RHA274","Female","Cultivated",0.07966,0.4428,4.6983,32,0.127412138824594
"HA 89",168,3,7,"B","High","NoSalt","Control",168,25,8,547,"D",7,5,34,"5/1/18",1,"3",0,"*weird","","","",17,10,"",0.7349,8.8958,NA,0.4132,"","","Shelf Fall","","","y",1,10.3656,NA,NA,"n",2.338492631,NA,NA,NA,"y",NA,168,"11","29-Nov","11/30/18","3","C",10,7.8,"8.5",NA,"","no",2,"","","",15.7,"HA89/RHA274","Female","Cultivated",0.07966,0.8264,NA,32,NA
"HA 89",211,3,14,"D","Low","Salt","Combo",211,68,7,480,"D",12,5,29,"5/1/18",1,"4",2,"","","","",14,8,"",0.191,1.4817,NA,0.1308,"","","Mold","","","y",1,1.8637,NA,NA,"y",0.622563759,NA,NA,NA,"y",NA,211,"8","24-Jul","11/16/18","2","E",10,6.4,"8.1",NA,"","no",2,"","","",22,"HA89/RHA274","Female","Cultivated",0.07966,0.2616,NA,32,NA
"HA 89",2,1,2,"A","High","NoSalt","Control",2,2,1,5,"A",5,2,1,"4/30/18",1,"4",2,"","","","",14,9,"",0.869,NA,1.6233,0.4868,"","","","","","y",1,NA,1.6233,NA,"n",NA,0.484461114,NA,NA,"y",NA,2,"4","19-Jul","10/16/18","1","A",1,7.8,"8.5",NA,"","no",1,"","","",18.2,"HA89/RHA274","Female","Cultivated",0.07966,0.9736,NA,33,NA
"HA 89",350,5,12,"D","High","Salt","HighSalt",350,66,5,325,"D",1,1,20,"5/1/18",1,"4",2,"","","","",15,8,"",0.2817,1.5115,0.4851,0.1722,"","","Mold","18-Jun","","y",1,2.0749,0.4851,2.56,"y",0.72991296,-0.723400224,0.940007258,NA,"y",NA,350,"9","10/29/18","11/19/18","2","H",12,7.7,"8.4",NA,"","no",1,"","","",23.5,"HA89/RHA274","Female","Cultivated",0.07966,0.3444,2.6227,32,0.1091935007099
"HA 89",74,2,3,"A","High","NoSalt","Control",74,3,4,219,"A",3,6,13,"4/30/18",1,"4",2,"","","","",22,12,"bud",0.8892,11.6554,1.6408,0.5504,"","","","20-Jun","","y",1,13.4338,1.6408,15.0746,"n",2.597773919,0.495183928,2.713011208,NA,"y",NA,74,"8","2-Oct","11/6/18","2","C",3,7.7,"8.1",NA,"R1","yes",2,"","","",18.7,"HA89/RHA274","Female","Cultivated",0.07966,1.1008,15.2862,33,0.159301156419131
"HA 89",6,1,6,"A","High","NoSalt","Control",6,6,1,12,"A",12,2,2,"4/30/18",1,"4",2,"","","","",17,12,"",0.8151,4.8672,2.1173,0.4536,"","","Mold","","","y",1,6.4974,2.1173,8.6147,"y",1.871402097,0.750141692,2.153470046,NA,"y",NA,6,"4","19-Jul","10/18/18","1","A",3,7.9,"8.6",NA,"","no",1,"","","",19.6,"HA89/RHA274","Female","Cultivated",0.07966,0.9072,8.7068,33,0.142245213054157
"HA 89",278,4,9,"D","Low","Salt","Combo",278,63,6,425,"F",5,6,25,"5/1/18",1,"2",2,"","","","",12,7,"bud",0.1114,0.5618,0.1248,0.042,"","","Mold","","","y",1,0.7846,0.1248,0.9094,"y",-0.242581245,-2.081042823,-0.094970238,NA,"y",NA,278,"13","2/26/19","2/28/19","3","G",1,8.1,"8.1",NA,"R1","yes",1,"","","",18.8,"HA89/RHA274","Female","Cultivated",0.07966,0.084,0.882,32,0.0751382649454154
"HA 89",154,3,11,"A","High","Salt","HighSalt",154,11,8,521,"B",5,3,32,"5/1/18",1,"4",2,"","","","",13,8,"",0.112,0.416,NA,0.0773,"","","Mold","Shelf Fall","","y",1,0.64,NA,NA,"y",-0.446287103,NA,NA,NA,"y",NA,154,"2","17-Jul","10/19/18","1","E",6,7.7,"8.6",NA,"","no",2,"","","",23.1,"HA89/RHA274","Female","Cultivated",0.07966,0.1546,NA,32,NA
"HA 89",261,4,10,"C","High","Salt","HighSalt",261,46,3,205,"F",1,6,12,"4/30/18",1,"2",2,"","","","",13,6,"",0.1548,0.8364,0.1443,0.1204,"","","","","","y",1,1.146,0.1443,1.2903,"n",0.136277618,-1.935860813,0.254874749,NA,"y",NA,261,"13","2/28/19","3/4/19","3","F",6,7.7,"8.1",NA,"R2","yes",1,"","","",24.7,"HA89/RHA274","Female","Cultivated",0.07966,0.2408,1.3763,33,0.0863450436433936
"HA 89",35,1,17,"B","High","Salt","HighSalt",35,35,1,55,"E",7,2,5,"4/30/18",1,"4",2,"","","","",13,8,"",0.2398,1.3761,0.3673,0.162,"","","Mold","","","y",1,1.8557,0.3673,2.223,"y",0.618261983,-1.001576326,0.798857635,NA,"y",NA,35,"3","18-Jul","30-Nov","2","B",4,7.7,"8.2",NA,"","no",1,"","","",27.4,"HA89/RHA274","Female","Cultivated",0.07966,0.324,2.3072,33,0.102000677858701
"HA 89",166,3,5,"B","Low","NoSalt","LowNut",166,23,8,542,"D",2,3,33,"5/1/18",1,"4",2,"","","","",16,10,"bud",0.3187,5.1767,NA,0.2255,"","","","","","y",1,5.8141,NA,NA,"n",1.760286002,NA,NA,NA,"y",NA,166,"11","30-Nov","2/21/19","3","C",9,7.9,"8.6",NA,"","yes",2,"","","",13,"HA89/RHA274","Female","Cultivated",0.07966,0.451,NA,32,NA
