"Accession","Plant.","Bench","Row","Column","Osmocote","Salt","Treatment","Plant..1","Bench.","Tray","TPlant.","TRow","TColumn","Plate","Accession.","Transplant_Date","exp","Numlvs_0511_tot.not.including.cotyledons","Numlvs_0511_fullyexpanded.not.including.cotyledons","Notes_0511","Status_0515","status_0518...","exclude.from.analyses.","NumLvs_053118","Num_FullyExpaneded_Lvs_053118","Notes_053118","SLA.biomass","Aboveground.biomass","Belowground.biomass","RNA.leaf.biomass","X2.RNA.bags..weight.of.2nd","PlantDied","Notes","Root.Date","X","Include","Survival","Tot_AG","Tot_BG","Tot_Biomass","mold","ln_AG","ln_BG","ln_Tot","X.1","RNASeqExp","X.2","Plant..2","TissueBox.","Date_ground","Date_RNA_extracted","SeqPlate","SeqPlateRow","SeqPlateColumn","GGBC.RIN","My_RIN","X.3","ReproStageSampled","Reproductive","SampleDay","SampleNotes","X.4","MisIDed","Chlorophyll","Hybrid_set","Hybrid_role","Species","init.weight","RNA.leaf.biomass_full","Tot_biomass2","growdays","RGR"
"ANN-1749",272,4,3,"D","Low","Salt","Combo",272,57,6,413,"E",5,17,15,"5/1/18",1,"4",2,"","","","",10,6,"",0.0763,0.2522,0.072,NA,"","","Mold","","","y",1,0.4048,0.072,0.4768,"y",-0.904362161,-2.63108916,-0.740658163,NA,"y",NA,272,"13","2/28/19","2/28/19","3","F",10,7.7,"8.2",NA,"","no",1,"whole leaf","","",19.2,"","","Wild Annuus",0.01305,0.0763,0.4768,32,0.112447155686951
"ANN-1749",71,1,17,"D","Low","Salt","Combo",71,71,7,499,"F",7,8,18,"5/1/18",1,"4",2,"","","","",11,6,"",0.0626,0.278,0.0504,0.0509,"","","Mold","","","y",1,0.4032,0.0504,0.4536,"y",-0.908322562,-2.987764104,-0.790539527,NA,"y",NA,71,"2","17-Jul","10/16/18","1","B",8,7.4,"8.7",NA,"","no",1,"","","",14.4,"","","Wild Annuus",0.01305,0.1018,0.4928,32,0.113478602451581
"ANN-1749",124,2,17,"C","Low","Salt","Combo",124,53,6,374,"B",2,3,12,"5/1/18",1,"4",2,"","","","",8,6,"",0.1027,0.5159,0.0831,NA,"","","","19-Jun","","y",1,0.7213,0.0831,0.8044,"n",-0.326700139,-2.487710577,-0.217658621,NA,"y",NA,124,"10","11/9/18","11/30/18","3","B",11,7.7,"8.5",NA,"","no",2,"whole leaf","","",23.5,"","","Wild Annuus",0.01305,0.1027,0.8044,32,0.128790891379056
"ANN-1749",156,3,13,"A","Low","Salt","Combo",156,13,8,525,"B",9,4,21,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.1983,0.6787,0.0444,NA,"","","Mold","21-Jun","","y",1,1.0753,0.0444,1.1197,"y",0.072599692,-3.11451581,0.113060792,NA,"y",NA,156,"1","13-Jul","10/19/18","1","E",7,7.3,"8.3",NA,"","no",2,"whole leaf","","",17.5,"","","Wild Annuus",0.01305,0.1983,1.1197,32,0.139125873046795
"ANN-1749",72,2,1,"A","Low","NoSalt","LowNut",72,1,4,217,"A",1,5,8,"4/30/18",1,"4",2,"","","","",14,10,"",0.2849,2.0519,0.3541,0.189,"","","No ID tag, used accession ","","","y",1,2.6217,0.3541,2.9758,"n",0.963822962,-1.03817592,1.09051291,NA,"y",NA,72,"2","17-Jul","10/23/18","1","B",9,7.2,"7.8",NA,"","no",2,"","","",11.8,"","","Wild Annuus",0.01305,0.378,3.0689,33,0.165463222315655
"ANN-1749",70,1,16,"D","High","NoSalt","Control",70,70,7,498,"F",6,7,17,"5/1/18",1,"4",2,"","","","",34,12,"",0.5168,2.0142,0.6353,0.2815,"","","Mold","","","y",1,3.0478,0.6353,3.6831,"y",1.114420019,-0.453657951,1.303754789,NA,"y",NA,70,"2","17-Jul","10/16/18","1","B",7,7.2,"8.2",NA,"R1","yes",1,"","","",28.2,"","","Wild Annuus",0.01305,0.563,3.7293,32,0.176724615428034
"ANN-1749",310,5,8,"B","High","Salt","HighSalt",310,26,2,114,"D",6,12,5,"4/30/18",1,"4",2,"","","","",10,6,"",0.1475,0.3702,0.1059,NA,"","","Mold","","","y",1,0.6652,0.1059,0.7711,"y",-0.407667532,-2.245260026,-0.259937212,NA,"y",NA,310,"10","11/9/18","11/27/18","2","G",10,7.8,"8.3",NA,"","no",1,"whole leaf","","",17.9,"","","Wild Annuus",0.01305,0.1475,0.7711,33,0.123606967668794
"ANN-1749",204,3,7,"D","High","NoSalt","Control",204,61,7,467,"C",11,7,16,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.1242,3.5907,0.3393,0.2108,"","","","20-Jun","","y",1,3.8391,0.3393,4.1784,"n",1.345237964,-1.080870607,1.429928398,NA,"y",NA,204,"1","13-Jul","11/20/18","2","E",7,7.9,"8.3",NA,"","no",2,"","","",20.9,"","","Wild Annuus",0.01305,0.4216,4.4758,32,0.182426632872261
"ANN-1749",237,4,4,"B","High","Salt","HighSalt",237,22,3,175,"C",7,8,6,"4/30/18",1,"4",2,"","","","",12,8,"",0.1341,0.2517,0.2175,NA,"","","","17-Jun","","y",1,0.5199,0.2175,0.7374,"n",-0.654118794,-1.525556428,-0.304624793,NA,"y",NA,237,"2","17-Jul","10/19/18","1","F",11,7.5,"8.6",NA,"","no",2,"whole leaf","","",13,"","","Wild Annuus",0.01305,0.1341,0.7374,33,0.122252798546404
"ANN-1749",231,4,16,"A","Low","NoSalt","LowNut",231,16,3,167,"B",11,8,7,"4/30/18",1,"4",2,"","","","",22,16,"",0.2106,2.0113,0.568,0.1528,"","","Mold","","","y",1,2.4325,0.568,3.0005,"y",0.888919535,-0.56563386,1.098778941,NA,"y",NA,231,"12","1/29/19","2/22/19","3","E",9,7.5,"6.9",NA,"","no",1,"","","",15.9,"","","Wild Annuus",0.01305,0.3056,3.0955,33,0.165724745126987
"ANN-1749",52,1,16,"C","High","NoSalt","Control",52,52,9,583,"A",7,4,22,"5/2/18",1,"2",2,"","","","",36,29,"",0.5239,2.2855,0.7218,0.2902,"","","Mold","","","y",1,3.3333,0.7218,4.0551,"y",1.203962804,-0.326007187,1.399975348,NA,"y",NA,52,"3","18-Jul","10/19/18","1","B",1,5.3,"8.1",NA,"","no",1,"","","",16.4,"","","Wild Annuus",0.01305,0.5804,4.1116,31,0.185573528786131
"ANN-1749",47,1,11,"C","Low","Salt","Combo",47,47,1,72,"F",12,13,3,"4/30/18",1,"2",2,"","","","",8,6,"",0.0541,0.0886,0.0376,NA,"","","Mold","","","y",1,0.1968,0.0376,0.2344,"y",-1.625567294,-3.280751229,-1.450726221,NA,"y",NA,47,"8","24-Jul","11/16/18","2","B",9,8.1,"8.8",NA,"","no",1,"whole leaf","","",10.7,"","","Wild Annuus",0.01305,0.0541,0.2344,33,0.0875224522404289
"ANN-1749",269,4,18,"C","Low","NoSalt","LowNut",269,54,6,409,"E",1,15,14,"5/1/18",1,"4",2,"","","","",21,4,"",0.2635,1.8843,0.6371,0.2107,"","","Mold","","","y",1,2.4113,0.6371,3.0484,"y",0.880166021,-0.45082865,1.114616863,NA,"y",NA,269,"1","11-Jul","10/30/18","1","G",3,5.4,"6.2",NA,"","no",2,"","RIN = 6.2","",17.6,"","","Wild Annuus",0.01305,0.4214,3.2063,32,0.172002649049084
"ANN-1749",13,1,13,"A","Low","NoSalt","LowNut",13,13,1,23,"B",11,7,1,"4/30/18",1,"4",2,"","","","",19,14,"",0.3321,1.5702,0.4757,0.1856,"","","Mold","","","y",1,2.2344,0.4757,2.7101,"y",0.803972736,-0.742967876,0.996985535,NA,"y",NA,13,"5","20-Jul","11/2/18","2","A",6,7.6,"8.5",NA,"","no",1,"","","",17.3,"","","Wild Annuus",0.01305,0.3712,2.7492,33,0.162129609256932
"ANN-1963",12,1,12,"A","High","NoSalt","Control",12,12,1,22,"B",10,7,2,"4/30/18",1,"2",2,"","","","",20,18,"took grantie leaf for SLA (purple already gone)",0.2778,0.8346,0.2625,0.2047,"","","Mold","","","y",1,1.3902,0.2625,1.6527,"y",0.329447622,-1.337504197,0.502410314,NA,"y",NA,12,"5","20-Jul","11/2/18","2","A",5,8.1,"8.2",NA,"","no",1,"","","",15.8,"","","Wild Annuus",0.00623333333333333,0.4094,1.7843,33,0.171420309855908
"ANN-1963",133,2,8,"D","Low","Salt","Combo",133,62,6,392,"C",8,5,11,"5/1/18",1,"2",2,"","","","",9,6,"",0.0626,0.262,0.025,NA,"","","","19-Jun","","y",1,0.3872,0.025,0.4122,"n",-0.948813924,-3.688879454,-0.886246611,NA,"y",NA,133,"1","13-Jul","10/17/18","1","D",9,7.6,"8.4",NA,"","no",2,"whole leaf","","",14,"","","Wild Annuus",0.00623333333333333,0.0626,0.4122,32,0.130987419789498
"ANN-1963",4,1,4,"A","Low","Salt","Combo",4,4,1,9,"A",9,7,1,"4/30/18",1,"4",2,"","","","",8,6,"bud",0.1135,0.2083,0.1181,0.0891,"","","Mold","","","y",1,0.4353,0.1181,0.5534,"y",-0.83171983,-2.136223556,-0.591674212,NA,"y",NA,4,"5","20-Jul","10/30/18","2","A",2,7.9,"8.5",NA,"R1","yes",1,"","","",16.2,"","","Wild Annuus",0.00623333333333333,0.1782,0.6181,33,0.139295121862812
"ANN-1963",116,2,9,"C","High","NoSalt","Control",116,45,6,363,"A",3,5,10,"5/1/18",1,"2",2,"","","","",NA,NA,"",0.1526,1.6743,0.1845,NA,"","","","19-Jun","","y",1,1.9795,0.1845,2.164,"n",0.682844288,-1.690105816,0.771958361,NA,"y",NA,116,"4","19-Jul","10/16/18","1","C",12,7.4,"8.1",NA,"R1","yes",2,"whole leaf","","",13.5,"","","Wild Annuus",0.00623333333333333,0.1526,2.164,32,0.182806325149186
"ANN-1963",233,4,18,"A","High","NoSalt","Control",233,18,3,171,"C",3,2,4,"4/30/18",1,"2",2,"","","","",24,8,"",0.1866,0.2477,0.0989,0.1089,"","","Mold","","","y",1,0.6209,0.0989,0.7198,"y",-0.476585241,-2.31364604,-0.328781883,NA,"y",NA,233,"12","2/15/19","2/18/19","3","E",10,7.8,"8.4",NA,"","no",1,"","","",13.7,"","","Wild Annuus",0.00623333333333333,0.2178,0.751,33,0.145196800502173
"ANN-1963",351,5,13,"D","High","NoSalt","Control",351,67,5,327,"D",3,2,9,"5/1/18",1,"2",2,"","","","",15,8,"1 bud",0.4308,1.4357,NA,0.2257,"","","Mold","","","y",1,2.2973,NA,NA,"y",0.83173452,NA,NA,NA,"y",NA,351,"12","1/28/19","1/28/19","3","H",8,7.4,"7.6",NA,"","yes",1,"","","",20.6,"","","Wild Annuus",0.00623333333333333,0.4514,NA,32,NA
"ANN-1963",331,5,11,"C","Low","Salt","Combo",331,47,5,298,"A",10,4,7,"5/1/18",1,"4",2,"","","","",10,6,"",0.037,0.0657,0.0371,NA,"","","Mold","18-Jun","","y",1,0.1397,0.0371,0.1768,"y",-1.968258013,-3.294138309,-1.732736129,NA,"y",NA,331,"12","1/28/19","1/28/19","3","G",11,7.9,"8.3",NA,"","no",1,"whole leaf","","",10.4,"","","Wild Annuus",0.00623333333333333,0.037,0.1768,32,0.104534622344097
"ANN-2298",245,4,12,"B","High","Salt","HighSalt",245,30,3,184,"D",4,4,9,"4/30/18",1,"4",2,"","","","",9,5,"bud",0.1029,0.8306,0.2156,NA,"","","Mold","16-Jun","","y",1,1.0364,0.2156,1.252,"y",0.03575317,-1.53433044,0.224742273,NA,"y",NA,245,"10","11/9/18","11/27/18","2","F",6,7.8,"8.6",NA,"R1","yes",2,"whole leaf","","",11.8,"","","Wild Annuus",0.008945,0.1029,1.252,33,0.149739479839375
"ANN-2298",287,5,3,"A","High","Salt","HighSalt",287,3,2,76,"A",4,3,1,"4/30/18",1,"2",2,"","","","",15,10,"",0.211,0.2894,0.1695,0.0756,"","","Mold","","","y",1,0.7114,0.1695,0.8809,"y",-0.340520419,-1.774902352,-0.126811167,NA,"y",NA,287,"3","18-Jul","10/19/18","1","G",9,7.4,"8.4",NA,"R2","yes",1,"","","",17.2,"","","Wild Annuus",0.008945,0.1512,0.8211,33,0.136956066295578
"ANN-2298",199,3,2,"D","Low","Salt","Combo",199,56,7,459,"C",3,8,24,"5/2/18",1,"2",2,"","","","",NA,NA,"",0.0691,0.6025,0.1653,0.0323,"","","","20-Jun","","y",1,0.7407,0.1653,0.906,"n",-0.300159594,-1.799993274,-0.098715973,NA,"y",NA,199,"10","11/9/18","2/11/19","3","D",11,7.7,"8.2",NA,"R1","yes",2,"midvein","","",14.5,"","","Wild Annuus",0.008945,0.0646,0.9015,31,0.148805333086538
"ANN-2298",329,5,9,"C","Low","NoSalt","LowNut",329,45,5,296,"A",8,9,12,"5/1/18",1,"4",4,"","","","",13,8,"1 bud",0.2605,0.7182,0.2601,0.1629,"","","Mold","18-Jun","","y",1,1.2392,0.2601,1.4993,"y",0.21446601,-1.346689107,0.404998333,NA,"y",NA,329,"4","19-Jul","10/23/18","1","H",10,7,"7.5",NA,"R2","yes",1,"","","",12.7,"","","Wild Annuus",0.008945,0.3258,1.5646,32,0.161384086321572
"ANN-2298",288,5,4,"A","High","NoSalt","Control",288,4,2,79,"A",7,3,2,"4/30/18",1,"2",2,"","","","",13,9,"",0.1747,0.403,NA,0.0409,"0.0939","","Mold","","2 RNA Bags","y",1,0.7524,NA,NA,"y",-0.284487182,NA,NA,NA,"y",NA,288,"10","11/9/18","1/14/19","3","G",3,8,"8.5",NA,"","no",2,"midvein","tube opened in liquid nitrogen","",13.9,"","","Wild Annuus",0.008945,0.0818,NA,33,NA
"ANN-2298",158,3,15,"A","High","NoSalt","Control",158,15,8,528,"B",12,10,21,"5/1/18",1,"2",0,"small","","","",NA,NA,"bud",0.1932,0.9012,0.21,0.1441,"","","Mold","20-Jun","","y",1,1.2876,0.21,1.4976,"y",0.25278002,-1.560647748,0.403863827,NA,"y",NA,158,"7","23-Jul","10/29/18","1","E",8,7.6,"8.8",NA,"R2","yes",2,"","","",13.8,"","","Wild Annuus",0.008945,0.2882,1.5926,32,0.161938389464458
"ANN-2298",299,5,15,"A","High","Salt","HighSalt",299,15,2,98,"C",2,3,4,"4/30/18",1,"4",2,"","","","",30,25,"3 buds",0.1369,0.4793,0.1553,0.0903,"","","Mold","","","y",1,0.7531,0.1553,0.9084,"y",-0.283557258,-1.862396549,-0.096070469,NA,"y",NA,299,"3","18-Jul","10/23/18","1","H",2,7.9,"8.4",NA,"R2","yes",1,"","","",13,"","","Wild Annuus",0.008945,0.1806,0.9521,33,0.141441677403969
"ANN-2298",343,5,5,"D","Low","NoSalt","LowNut",343,59,5,315,"C",3,9,14,"5/1/18",1,"2",2,"","","","",13,8,"1 bud",0.2974,0.7934,0.3807,0.2103,"","","","18-Jun","","y",1,1.3882,0.3807,1.7689,"n",0.328007944,-0.965743616,0.570357884,NA,"y",NA,343,"12","1/28/19","1/28/19","3","H",5,7.6,"8.2",NA,"R2","yes",1,"","","",15.2,"","","Wild Annuus",0.008945,0.4206,1.8921,32,0.167323371418032
"ANN-2298",185,3,6,"C","High","NoSalt","Control",185,42,7,434,"A",2,2,17,"5/2/18",1,"2",2,"","","","",NA,NA,"bud",0.22,2.4249,0.2488,0.1401,"","","","","","y",1,2.8649,0.2488,3.1137,"n",1.052533446,-1.391105918,1.13581173,NA,"y",NA,185,"10","11/9/18","11/27/18","2","E",4,8,"8.4",NA,"R1","yes",2,"brown edges","","",18.6,"","","Wild Annuus",0.008945,0.2802,3.1739,31,0.189407150891716
"ANN-2298",289,5,5,"A","Low","Salt","Combo",289,5,2,82,"A",10,3,3,"4/30/18",1,"4",2,"","","","",12,8,"1 bud",0.0838,0.1974,0.0819,0.0632,"","","Mold","","","y",1,0.365,0.0819,0.4469,"y",-1.007857925,-2.502256288,-0.805420423,NA,"y",NA,289,"2","17-Jul","10/19/18","1","G",10,7.5,"8.4",NA,"R1","yes",1,"","","",8.1,"","","Wild Annuus",0.008945,0.1264,0.4895,33,0.121281507424542
"ANN-2298",223,4,8,"A","High","NoSalt","Control",223,8,3,153,"A",9,4,7,"4/30/18",1,"4",2,"","","","",40,12,"bud",0.363,0.8191,0.6689,0.218,"","","Mold","17-Jun","","y",1,1.5451,0.6689,2.214,"y",0.435088633,-0.402120707,0.794800834,NA,"y",NA,223,"13","2/26/19","2/27/19","3","E",6,7.6,"8.2",NA,"R2","yes",1,"","","",16.2,"","","Wild Annuus",0.008945,0.436,2.287,33,0.167997014456427
"ANN-2298",219,4,4,"A","Low","Salt","Combo",219,4,3,148,"A",4,10,5,"4/30/18",1,"4",2,"","","","",18,6,"",0.0982,0.187,0.0897,0.0248,"","","Mold","16-Jun","","y",1,0.3834,0.0897,0.4731,"y",-0.958676448,-2.41128451,-0.748448496,NA,"y",NA,219,"12","1/24/19","1/25/19","3","E",5,7.9,"8.7",NA,"","no",2,"midvein","tube opened in liquid nitrogen","",11,"","","Wild Annuus",0.008945,0.0496,0.4245,33,0.116964160266385
"ANN-2298",344,5,6,"D","High","NoSalt","Control",344,60,5,316,"C",4,1,15,"5/1/18",1,"2",2,"","","","",14,8,"1 bud",0.3034,0.7505,0.1607,0.1481,"","","Mold","18-Jun","","y",1,1.3573,0.1607,1.518,"y",0.305497432,-1.828216006,0.417393679,NA,"y",NA,344,"4","19-Jul","10/23/18","1","H",12,7.6,"8.2",NA,"","yes",1,"","","",23.4,"","","Wild Annuus",0.008945,0.2962,1.5108,32,0.160290621058676
"ANN-2298",164,3,3,"B","Low","Salt","Combo",164,21,8,540,"C",12,7,22,"5/2/18",1,"2",2,"","","","",NA,NA,"",0.1082,0.725,0.1172,NA,"","","","20-Jun","","y",1,0.9414,0.1172,1.0586,"n",-0.06038715,-2.143873402,0.05694728,NA,"y",NA,164,"7","23-Jul","11/2/18","2","D",11,7.9,"8.7",NA,"R1","yes",2,"whole leaf","","",19,"","","Wild Annuus",0.008945,0.1082,1.0586,31,0.153987349756878
"ANN-2298",227,4,12,"A","Low","NoSalt","LowNut",227,12,3,159,"B",3,4,8,"4/30/18",1,"2",2,"","","","",20,8,"bud",0.2112,0.4808,0.2821,NA,"","","Mold","17-Jun","","y",1,0.9032,0.2821,1.1853,"y",-0.101811266,-1.265493661,0.169995907,NA,"y",NA,227,"10","11/9/18","11/27/18","2","E",11,7.8,"8.2",NA,"R1","yes",1,"whole leaf","","",12.5,"","","Wild Annuus",0.008945,0.2112,1.1853,33,0.148080499064387
"ANN-2298",102,2,13,"B","Low","NoSalt","LowNut",102,31,4,271,"E",7,9,11,"4/30/18",1,"2",2,"","","","",NA,NA,"bud",0.3144,1.708,0.2392,0.1723,"","","","20-Jun","","y",1,2.3368,0.2392,2.576,"n",0.848782472,-1.430455257,0.946237808,NA,"y",NA,102,"7","23-Jul","11/16/18","2","C",12,7.7,"8.3",NA,"R1","yes",2,"","","",15.4,"","","Wild Annuus",0.008945,0.3446,2.6062,33,0.171956175265155
"ANN-568",103,2,14,"B","High","Salt","HighSalt",103,32,4,273,"E",9,7,20,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.0563,0.2183,0.03,NA,"","","","20-Jun","","y",1,0.3309,0.03,0.3609,"n",-1.105939064,-3.506557897,-1.019154367,NA,"y",NA,103,"10","11/9/18","30-Nov","2","D",1,7.7,"8.1",NA,"","no",2,"whole leaf","","",16.8,"","","Wild Annuus",0.0153333333333333,0.0563,0.3609,33,0.0957142970856896
"ANN-568",143,2,18,"D","Low","NoSalt","LowNut",143,72,6,406,"D",10,5,26,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.2877,1.9898,0.3127,0.2192,"","","","19-Jun","","y",1,2.5652,0.3127,2.8779,"n",0.942036448,-1.162511015,1.057060862,NA,"y",NA,143,"7","23-Jul","10/30/18","1","E",2,7.4,"8",NA,"","no",2,"","","",12.7,"","","Wild Annuus",0.0153333333333333,0.4384,3.0286,32,0.165182082428174
"ANN-568",87,2,16,"A","Low","NoSalt","LowNut",87,16,4,244,"C",4,10,15,"4/30/18",1,"4",4,"","","","",10,8,"",0.1535,0.8398,0.0971,0.0914,"","","","20-Jun","","y",1,1.1468,0.0971,1.2439,"n",0.136975455,-2.332013904,0.218251605,NA,"y",NA,87,"3","18-Jul","10/16/18","1","C",2,7.3,"8.5",NA,"","no",2,"","","",11.6,"","","Wild Annuus",0.0153333333333333,0.1828,1.2732,33,0.133916957199605
"ANN-568",21,1,3,"B","Low","Salt","Combo",21,21,1,37,"D",1,13,3,"4/30/18",1,"4",2,"","","","",8,6,"",0.0371,0.093,0.0431,NA,"","","Mold","","","y",1,0.1672,0.0431,0.2103,"y",-1.788564578,-3.144232282,-1.559220196,NA,"y",NA,21,"8","24-Jul","11/16/18","2","A",10,7.8,"8.4",NA,"","no",1,"Used whole leaf","","",20.3,"","","Wild Annuus",0.0153333333333333,0.0371,0.2103,33,0.0793486659056869
"ANN-568",99,2,10,"B","Low","NoSalt","LowNut",99,28,4,267,"E",3,6,18,"4/30/18",1,"4",2,"","","","",10,6,"",0.1745,0.7859,0.0983,0.085,"","","","19-Jun","","y",1,1.1349,0.0983,1.2332,"n",0.126544541,-2.319731252,0.209612417,NA,"y",NA,99,"8","24-Jul","11/19/18","2","C",10,7.6,"8.1",NA,"","no",2,"","","",13.2,"","","Wild Annuus",0.0153333333333333,0.17,1.2287,33,0.13283887488038
"ANN-568",44,1,8,"C","High","Salt","HighSalt",44,44,1,68,"F",8,13,4,"4/30/18",1,"4",4,"","","","",8,4,"",0.0547,0.0774,0.0297,NA,"","","Mold","","","y",1,0.1868,0.0297,0.2165,"y",-1.677716753,-3.516608233,-1.530164732,NA,"y",NA,44,"3","18-Jul","10/19/18","1","A",12,7.8,"8.6",NA,"","no",1,"whole leaf","","",15.2,"","","Wild Annuus",0.0153333333333333,0.0547,0.2165,33,0.0802291345339866
"ANN-568",173,3,12,"B","High","NoSalt","Control",173,30,8,555,"E",3,1,30,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.4473,1.8132,0.1441,0.2808,"","","Mold","21-Jun","","y",1,2.7078,0.1441,2.8519,"y",0.996136497,-1.937247776,1.047985439,NA,"y",NA,173,"6","","3/8/19","3","C",12,7.7,"8.1",NA,"","no",2,"","","",15.4,"","","Wild Annuus",0.0153333333333333,0.5616,2.9662,32,0.164531495108965
"ANN-568",325,5,5,"C","Low","Salt","Combo",325,41,2,142,"F",10,2,6,"4/30/18",1,"4",2,"","","","",11,6,"",0.0559,0.1901,0.622,NA,"","","Mold","","","y",1,0.3019,0.622,0.9239,"y",-1.197659442,-0.474815186,-0.079151438,NA,"y",NA,325,"4","19-Jul","10/23/18","1","H",9,7.5,"8.3",NA,"","no",1,"whole leaf","","",13.5,"","","Wild Annuus",0.0153333333333333,0.0559,0.9239,33,0.124199234328961
"ANN-568",97,2,8,"B","Low","NoSalt","LowNut",97,26,4,262,"D",10,6,17,"4/30/18",1,"4",4,"","","","",10,8,"",0.1133,0.7152,0.0763,0.0713,"","","","19-Jun","","y",1,0.9418,0.0763,1.0181,"n",-0.059962341,-2.573082341,0.017938145,NA,"y",NA,97,"12","1/29/19","1/31/19","3","B",7,7.7,"ok",NA,"","no",2,"","","",10.7,"","","Wild Annuus",0.0153333333333333,0.1426,1.0474,33,0.128001123455285
"ANN-568",352,5,14,"D","High","Salt","HighSalt",352,68,5,332,"D",8,6,25,"5/1/18",1,"4",2,"","","","",10,6,"",0.038,0.0432,0.0481,NA,"","","Mold","18-Jun","","y",1,0.1192,0.0481,0.1673,"y",-2.126952524,-3.034473102,-1.787966671,NA,"y",NA,352,"13","2/26/19","2/28/19","3","H",9,7.8,"8.3",NA,"","no",1,"whole leaf","","",21,"","","Wild Annuus",0.0153333333333333,0.038,0.1673,32,0.0746799843803685
"ANN-568",3,1,3,"A","Low","NoSalt","LowNut",3,3,1,8,"A",8,13,1,"4/30/18",1,"4",2,"","","","",10,8,"",0.0976,0.2872,0.1166,0.05,"","","Mold","","","y",1,0.4824,0.1166,0.599,"y",-0.728981634,-2.149006005,-0.512493681,NA,"y",NA,3,"13","2/22/19","2/25/19","3","A",1,8.1,"8.3",NA,"","no",1,"1/2 leaf small","","",14.4,"","","Wild Annuus",0.0153333333333333,0.1,0.6014,33,0.111188823113135
"ANN-568",326,5,6,"C","High","NoSalt","Control",326,42,2,143,"F",11,1,7,"4/30/18",1,"4",4,"","","","",13,6,"",0.3043,1.1571,NA,0.1694,"","","Mold","","","y",1,1.7657,NA,NA,"y",0.568547212,NA,NA,NA,"y",NA,326,"8","24-Jul","11/16/18","2","H",5,7.4,"8.1",NA,"","no",1,"","","",18,"","","Wild Annuus",0.0153333333333333,0.3388,NA,33,NA
"ANN-568",296,5,12,"A","High","NoSalt","Control",296,12,2,94,"B",10,11,5,"4/30/18",1,"4",2,"","","","",15,10,"",0.3287,1.016,0.2763,0.163,"","","Mold","18-Jun","","y",1,1.6734,0.2763,1.9497,"y",0.514857485,-1.286268047,0.667675515,NA,"y",NA,296,"3","18-Jul","10/19/18","1","G",12,7.4,"8.4",NA,"","no",1,"","","",15.5,"","","Wild Annuus",0.0153333333333333,0.326,1.947,33,0.146788360531855
"ANN-568",112,2,5,"C","High","NoSalt","Control",112,41,4,285,"F",9,5,19,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.209,1.7488,0.1428,0.111,"","","","19-Jun","","y",1,2.1668,0.1428,2.3096,"n",0.773251425,-1.946310229,0.837074349,NA,"y",NA,112,"1","13-Jul","10/16/18","1","C",10,7.4,"8.1",NA,"","no",2,"","","",16.6,"","","Wild Annuus",0.0153333333333333,0.222,2.3226,33,0.152133739969414
"ARG-403",330,5,10,"C","Low","NoSalt","LowNut",330,46,5,297,"A",9,3,22,"5/1/18",1,"4",2,"","","","",15,10,"",0.2019,0.6717,0.2501,0.0935,"0.1278","","Mold","18-Jun","2 RNA Bags","y",1,1.0755,0.2501,1.3256,"y",0.07278567,-1.385894441,0.281865187,NA,"y",NA,330,"2","17-Jul","10/23/18","1","H",11,7.8,"8.6",NA,"","no",2,"","tube opened in liquid nitrogen","",16.3,"","","Argophyllus",0.00818,0.187,1.3107,32,0.158644514812839
"ARG-403",5,1,5,"A","Low","Salt","Combo",5,5,1,11,"A",11,1,2,"4/30/18",1,"4",4,"","","","",26,24,"",0.0844,0.247,0.0753,0.0636,"","","Mold","","","y",1,0.4158,0.0753,0.4911,"y",-0.877550904,-2.586275144,-0.711107506,NA,"y",NA,5,"2","17-Jul","10/9/18","1","A",2,7.8,"8.7",NA,"","no",1,"","","",23.4,"","","Argophyllus",0.00818,0.1272,0.5339,33,0.126621709239136
"ARG-403",229,4,14,"A","Low","NoSalt","LowNut",229,14,3,164,"B",8,1,8,"4/30/18",1,"4",2,"","","","",29,8,"",0.1624,0.6268,0.3485,0.1312,"","","Mold","16-Jun","","y",1,0.9516,0.3485,1.3001,"y",-0.049610501,-1.054117049,0.262441185,NA,"y",NA,229,"4","19-Jul","10/30/18","2","F",1,7.6,"8.5",NA,"","no",1,"","","",19.2,"","","Argophyllus",0.00818,0.2624,1.4001,33,0.155836569424522
"ARG-403",146,3,3,"A","High","Salt","HighSalt",146,3,8,509,"A",5,7,32,"5/1/18",1,"6",4,"","","","",NA,NA,"",0.053,0.3448,NA,NA,"","","","","","y",1,0.4508,NA,NA,"n",-0.796731497,NA,NA,NA,"y",NA,146,"12","1/29/19","2/11/19","3","C",3,8,"8.6",NA,"","no",2,"","","",26.9,"","","Argophyllus",0.00818,NA,NA,32,NA
