"","MEantiquewhite2","MEantiquewhite4","MEbisque4","MEblack","MEblue","MEblue2","MEblue4","MEblueviolet","MEbrown","MEbrown2","MEbrown4","MEchocolate4","MEcoral","MEcoral1","MEcoral2","MEcoral3","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkolivegreen2","MEdarkolivegreen4","MEdarkorange","MEdarkorange2","MEdarkred","MEdarkseagreen2","MEdarkseagreen3","MEdarkseagreen4","MEdarkslateblue","MEdarkturquoise","MEdarkviolet","MEdeeppink","MEfirebrick3","MEfirebrick4","MEfloralwhite","MEgreen","MEgreen4","MEgreenyellow","MEgrey60","MEhoneydew","MEhoneydew1","MEindianred3","MEindianred4","MEivory","MElavenderblush1","MElavenderblush2","MElavenderblush3","MElightblue4","MElightcoral","MElightcyan","MElightcyan1","MElightgreen","MElightpink2","MElightpink3","MElightpink4","MElightslateblue","MElightsteelblue","MElightsteelblue1","MElightyellow","MEmagenta","MEmagenta3","MEmagenta4","MEmaroon","MEmediumorchid","MEmediumpurple1","MEmediumpurple2","MEmediumpurple3","MEmediumpurple4","MEmidnightblue","MEnavajowhite","MEnavajowhite1","MEnavajowhite2","MEorange","MEorangered1","MEorangered3","MEorangered4","MEpaleturquoise","MEpalevioletred1","MEpalevioletred2","MEpalevioletred3","MEpink","MEpink4","MEplum","MEplum1","MEplum2","MEplum3","MEplum4","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsalmon1","MEsalmon2","MEsalmon4","MEsienna3","MEsienna4","MEskyblue","MEskyblue1","MEskyblue2","MEskyblue3","MEskyblue4","MEsteelblue","MEtan","MEtan4","MEthistle","MEthistle1","MEthistle2","MEthistle3","MEthistle4","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellow3","MEyellow4","MEyellowgreen"
"82",-0.199673932433057,0.0303211320972657,0.056078120242331,0.0681386231836759,-0.108731766914846,0.151989544479986,0.099794230093127,-0.0765495618953889,-0.0244947590098766,-0.0191543708871132,-0.0044136796411421,-0.0541269958607301,-0.061203607821345,0.115846608534683,0.136345584635186,0.0709678528748656,-0.12468066942968,0.0306127974078468,0.0793359896506548,-0.0871853943059048,0.0937258372822098,0.0396881548287947,0.099010856323317,0.0901569981641284,0.0380289946252214,0.0672366669359988,0.104207742246849,0.0656764894489997,0.0432526054081705,0.178720042873872,-0.0994595330157888,0.00255184584005816,0.177724762293334,0.150258707966611,0.112464559596144,-0.0816687786344359,-0.148841765384626,-0.101665600074745,0.112531154599507,0.138196295929071,0.142163086068602,-0.128630373874329,0.171887611293514,0.0835804394335508,-0.0400204227709933,-0.126093106137504,0.202086519053516,0.110890335944264,0.0747152701417097,0.0810697420823148,0.206280120781652,-0.143175562114436,-0.114200420643291,0.0959880152338513,-0.121030129116048,-0.0600801300319243,0.1367315010502,0.102886618266943,0.0556659644367716,0.0733435822855734,0.021806069384432,0.110197899144302,0.15160897220399,-0.103182252765711,0.00937322425155499,0.163909558093893,-0.0110294666499772,-0.0610747593543538,0.0447231443275476,0.142166887653036,-0.0662484829816544,0.0424023354520604,-0.0385396648484718,0.0306939620605259,0.11074050769569,0.0858840817527611,-0.160283005460862,-0.0690099078304852,0.0608977249515514,-0.108636129035504,-0.0449521754294122,-0.0609091893446931,-0.0309953282290318,0.0502613826981796,0.105291781445101,-0.0591913314701396,-0.0102412722630251,-0.0569619828308879,-0.0743750693002882,-0.00593172200663985,0.0938409380941216,0.135306644517772,0.0809560279343274,0.121295673579284,0.0372749095263303,-0.0664216328412213,0.0841365180910445,-0.0370049974266859,-0.151481755573532,-0.0680300062693712,-0.0222791072379319,-0.114660656743533,0.112555822861868,0.0849008900634474,0.0939348179431017,0.193280978181616,-0.110104570113375,-0.11948813051717,-0.164936553645195,0.0147441350729688,0.0833798521208478,0.106998502874262,0.050777979691986,0.151328390915254,-0.14407492909111,0.114534304058801,-0.0517044137647439,-0.0292111406177188
"85",0.0589748470465463,0.0570243057828129,0.0185799767308623,-0.00175112015397963,0.0472093057704397,-0.0306990008992563,0.0633279877314814,0.0063616864237883,0.0609637311885367,-0.0245948986901053,0.0219578772495116,-0.0727891061562969,0.156405639863432,-0.0778677529669597,0.085606216227324,0.0592407098072642,-0.188256710038737,-0.0572235386027569,0.0915588517915503,0.15700776396708,-0.114402271306058,0.167595117677526,-0.0150912136133778,-0.131187588121162,0.0574467595721226,-0.0422108972300658,0.0173926723611956,0.161353291611682,0.0918121001386331,-0.0877562941277,0.12607828093788,0.20803696918627,0.0155864098709753,-0.0332093249794597,-0.0736001373324674,-0.0669060136405521,0.112082994170054,0.125191352520176,-0.100285496056204,-0.078152490779681,0.184105399333765,0.103694203800315,-0.116463257754809,0.140880471916549,-0.0427154968615151,0.105211649068947,-0.00339291853303917,0.13279141536494,0.080234940940511,0.145732991287074,-0.0115756999713403,0.114951009718258,0.11028486573066,0.128195189170953,0.0962401584064129,0.105187641603064,-0.0461302704437797,0.113273066412427,0.0976422406149326,-0.0692958422810614,0.0698080434922948,-0.00610041116336597,-0.0552337829436326,-0.0663015307981282,-0.0191478800924469,-0.0566047902413365,0.0308706839766643,0.107089936331973,-0.0194505434043447,-0.0364178377837213,-0.127467597693412,-0.0731083383408854,0.0452712736731814,0.17096466591924,-0.0418104240531587,-0.0471090763136627,0.140122102398197,0.156401003624707,0.0997969109204203,0.128611119627728,-0.223437210303261,-0.0891229740914276,0.140872937963744,-0.0888668418524534,0.0237116650747375,0.0556810442274238,-0.0175306912322271,-0.0900548581752231,-0.213416921533957,0.0975211528313139,-0.0722002243194383,-0.0237509557500777,-0.0158397922761728,-0.0742876960828918,0.0747446453942551,-0.0869947755197383,0.0870979095488742,0.10717939769874,0.0819884786674671,-0.0697393016493217,0.140906136747442,-0.129794581717143,-0.0781314538235105,-0.183555629054338,-0.138532050274211,-0.113583323865606,0.142859394591284,0.0946504042189384,0.110951762628038,-0.270549123779227,0.115958490061907,0.0104538467799562,-0.0636129103798069,0.127977977900709,-0.193389032074685,-0.088072266769701,-0.104682934025911,-0.119998587243108
"86",0.0456288385695196,-0.0813789897986382,-0.0405590313803105,-0.00326508167059937,0.0344720516197784,0.113885324607683,0.127874850077587,-0.031629614070241,0.0758950628052903,-0.0235693153283936,0.0427055868292594,0.190822359987736,0.138507753981348,0.0578650053134208,-0.0262973600371359,0.101274756540685,-0.158079654032883,0.0177306757539286,-0.135736463275386,-0.0776636710902305,0.0770720202709858,0.0565926614022192,-0.0579613365473486,-0.145015982448344,-0.0608098844259773,0.0958023633285799,-0.093946133571907,0.154427962279506,0.0850687559774652,-0.0931840980110739,-0.0956749718325584,0.0898636925776405,0.00605247832911806,-0.0462658931892943,0.120194534970285,-0.0762310416036581,0.0292008984452856,-0.0038228523621058,-0.0870186674906905,-0.00340351509367957,0.170483696077998,-0.133904203113446,-0.126413148465329,0.123778720279013,0.0649739626023685,-0.101702338071283,-0.00700025435922615,0.145108553372479,0.0889512724386487,0.0871189759754479,0.0495781028798427,-0.00580269099301243,0.111973003596636,0.0769815625210918,-0.0934340309510089,-0.042742698303369,0.0923370874691309,-0.0757885234595754,0.0979766677372825,0.115125967278673,-0.0386980239568442,0.0109549932476535,0.0925919576724454,-0.0942318628959442,-0.0629101539866946,-0.0293656425047132,-0.0585710246755662,-0.0617456036426809,0.183840408514958,0.158143832373362,-0.125027977156909,0.148458487431365,-0.022754775139935,0.0132471056803741,0.0510625031952644,0.0385985915356013,-0.00844631395696366,-0.0834557093050735,0.0475292352771218,0.0219130172179509,-0.106239933017343,0.0125993326311899,-0.0817666823565616,-0.0434183602269691,0.0729279026865601,-0.0416553461933641,0.00148318432316561,-0.0240100391962942,-0.0513771500863823,-0.0685747021262667,-0.0915002738226553,0.029282143201312,0.11754904686458,0.140309515974077,0.0175965120392389,0.000731348681447845,0.158621574360791,0.0473250920423823,0.0710129205978949,0.156609402761864,0.0556816453336453,0.060296660762751,-0.0329108266668872,0.0714972853629912,0.0796831943993812,0.0361755360112899,-0.0110476716300108,-0.0315771146054178,-0.00441714690736622,-0.108158583676563,-0.113930310658181,-0.0680022898582495,0.0857860324607347,0.0926225300970286,-0.0811218002500513,0.132476824841668,-0.15879139971406,0.0435322666362008
"93",0.0454609392032518,-0.0518005945762824,0.0605034040635361,-0.1142602218303,0.00304392495038223,-0.0681817031885488,0.0239183183434902,0.0175930490199945,0.0991469255526678,-0.0879442662140601,0.143512532860571,0.0273427664685524,-0.0173054446737739,0.106015371386454,-0.0859044552248337,-0.0401803290403424,-0.0253157886641101,0.00639432301543782,-0.149307376138031,-0.116136459795092,-0.103990185872611,-0.0152088389325831,0.0272546855191893,0.020593615235282,0.0273684779407119,-0.0934003553839545,-0.120907620455395,0.107907022436344,0.0706891991943102,0.102728843087568,0.091999032429896,0.100160085669826,0.0974121619954622,-0.0554484791499915,-0.0914866372590371,-0.0649619144705223,-0.0486381184505639,0.137194132107374,-0.0997954537855544,-0.0488661766357772,0.073131534955297,0.0795636867040045,0.0972905288339761,0.0579102063180079,-0.0153977903627298,0.0809236580936782,-0.0945704471057002,0.0827041834864753,-0.0765562807007495,0.018579659849671,-0.049640720163722,-0.0370977413055691,0.0896058220214879,0.0700728315927386,-0.0387775445741061,-0.0608176522420414,-0.0899593949066688,-0.0820572990713195,-0.165364458391174,-0.057564585188644,-0.0257596156326431,0.0216986834607985,0.0474347857733951,0.0712201982663259,-0.0459350912704504,0.15618403116175,0.0378810600668664,-0.0682235302494092,0.0346590053494892,-0.0515902865575333,0.0517577558488223,-0.125038186710512,0.117635675257856,-0.126211122606112,-0.0135703306165489,-0.0161871090254913,-0.1037822627632,0.125990910118998,0.0246036525866504,0.00450970524701992,0.00663253227178532,0.106372251887921,-0.0557511985103497,-0.0250051219552753,-0.0991194447918003,0.0536494739674724,0.130739648677305,0.0310766786274851,0.0348847249099353,-0.0701106422241687,-0.0928160681965578,0.0183110720034621,0.0701234632742675,-0.0469835459436518,-0.0341991270909623,0.0269631606965527,0.11981925858554,0.0176995427293459,0.0605203067058581,0.145339992362588,-0.106696323722992,0.107219739115831,0.0929048604136849,0.0814876773159335,-0.124376003183537,0.150133771533455,0.0141037639484344,-0.137386016212637,-0.0299741710694896,-0.059482183479472,-0.107861504870243,-0.00702844081977293,0.0661056169724762,0.0319878859542779,0.0604880824876479,0.055907370019451,-0.0466320027992857,0.0467518573277733
"94",0.0414867629392354,0.0452171422267991,0.00759457852851854,0.0682220125956645,0.0538433654482024,0.110890151555616,0.097523967120805,-0.0458307695516292,-0.0133788104296472,-0.0193762497666327,0.263444049855933,0.186122560123155,0.158517492766104,0.0872409983572533,0.0996959450450914,0.0931793770367504,-0.0775761103933515,-0.00746586188761643,-0.112478161699198,-0.059278292581838,0.104772200913391,0.0682304899446528,0.116025454659512,-0.145151315784848,0.000203791153158881,0.065295122891036,-0.0775418251962694,-0.0153025650905444,0.092561295970401,0.0133263887204698,-0.0871357046594292,-0.0483315154473835,0.0524732808426509,-0.0549639736739852,0.125783860636626,-0.0533073041590455,0.109122042340605,0.116487113043785,-0.0816852311811361,0.0360643640295961,0.068848812684233,-0.130272760203732,0.0344613433747416,-0.0187984905591182,0.00391179759921864,-0.0725620586918652,0.086470128350369,0.0186035291444883,0.134486520040747,0.0329173844391939,0.116942499122253,0.0502677960191915,0.119750377102595,0.0657973397043571,0.0193710900820278,-0.012818052104319,0.068537659416081,-0.0532659735002005,0.0860365245639607,0.038024610146766,0.0163956006425171,-0.0027853464954239,0.0112351805971334,-0.0891640118292815,-0.0232860113063723,0.0500666558208559,-0.0836622394557512,0.048619158068889,-0.0627230965808551,-0.0523880023501055,-0.194056099866242,0.134956719329351,-0.0421594525102696,0.115226008052961,0.114022973553693,0.0277798077807217,0.0872929680043276,-0.0661471992810744,0.0768987148434497,0.0637315586913657,-0.167038187036071,-0.100786648653745,-0.00191952754901032,-0.123328529842237,0.0711041702252773,-0.0528727722979907,-0.0632077594316899,-0.0609814131595513,-0.171614582186284,0.0487739302761919,-0.0624894525243746,0.00327318246732765,0.0281145805860496,0.105572123027782,0.0545986669212092,-0.0101697496120681,-0.00762544522952326,0.0506190718972326,0.0829895721744776,0.143381615963231,0.0673964534329921,0.0561749930999258,0.116367985612612,0.0760096154743677,0.0826066151741484,-0.00263736772724675,-0.00961054319328536,0.106743524648539,0.0535138656242118,-0.187257842576483,0.09807485862373,-0.0269470707186925,-0.027071800684517,0.0527260526840047,-0.205885386099854,0.0272323028079575,-0.0416187791239975,-0.0885945518684529
"95",-0.0126009696595737,0.225618070575048,-0.0594030105561467,0.131419926395034,-0.11480000160245,-0.0427126231282224,-0.115556731291775,0.195157836387846,-0.204946525233727,0.228614763686465,-0.0348049571725219,0.082034115548068,-0.0945025605956115,-0.181118206188102,0.208072792708984,-0.19139205077367,-0.0951371903428919,-0.169156862471869,0.0484764878155139,0.0952083434077909,0.127000018097442,-0.182900441810212,0.11500267175349,0.0325506564694337,0.0276281810118244,0.126902528015726,0.159412072013999,-0.0948021788467765,-0.154752962961186,0.0487467795341431,0.0815658005689065,-0.156921622068659,-0.00223610977163704,-0.091692920688333,0.075517682826234,0.165643369551334,-0.0147976885104011,-0.0194861283012778,0.103958140734387,0.130409270929354,-0.0245793302783315,0.0544170501141834,0.0684805159982508,-0.0549605173073998,0.0269838063182589,-0.0825316929893738,0.0485893467243272,-0.136345968645391,0.103955216008636,0.0469255142431855,-0.0656277974477173,-0.0061000383562682,-0.0971913489237231,0.0196220835447308,0.0690729062722266,0.090382552903286,0.0790348139598338,-0.0945953771187036,-0.00103869278364633,0.0811868856993986,0.01152672882507,-0.0161117977713379,0.00149927184971489,0.0689868470686244,0.196900738398992,-0.106311909265787,-0.0316149726128579,0.178573516135961,-0.000149891170648049,0.121360677223532,-0.0110892307375016,-0.042387389297953,-0.156020944194502,0.0803638229738365,0.0955993898837726,0.127680750550131,0.0891832045628371,-0.0606877587211764,-0.156842252969795,0.103628938095028,0.0889679608750252,-0.155947265980196,0.0511259255226909,-0.0130165854930707,0.156282529503326,-0.115180562821887,-0.163818060165169,0.169448977179116,-0.015350132841043,0.170690276516468,0.150384797715231,-0.0838519959762763,-0.148175299116416,-0.130510831713738,0.0860409349604213,-0.0919510057100072,-0.193968446909541,-0.194973605267564,0.0588605881205241,-0.0865178713454385,-0.00233491891056991,0.0903555346462678,-0.0201517785071564,-0.108207254769202,0.0554320808453199,-0.00500200801962311,0.0406416287524734,0.200446150667136,0.014045195682277,0.0655036099679988,0.175208514640471,0.120147326940515,-0.0505297162241818,0.0649577938228739,-0.0757036880939966,-0.130095279101009,0.0446311478686467,-0.0280082360620164
"96",0.0108974342150192,0.252150823530333,0.0403612691570665,0.155143210452955,-0.138200726068385,-0.0104735542921479,-0.130957433584056,0.189065216247,-0.183888369170511,0.207143032363269,0.00949200871288226,0.0933523353647475,-0.0893081169884585,-0.17561995317411,0.13424453426041,-0.203049255870265,-0.108123106908727,-0.1671047091722,0.0443803551443687,0.106103020231036,0.123358268472403,-0.168357735083257,0.140253872182582,0.0650402053332386,0.0994650215677645,0.0464192737579048,0.124366782161209,0.0405748610645071,-0.148902848313785,0.0334159200033058,0.0706717785467353,-0.0182836186713476,0.0797979480549523,-0.0858179490321892,0.077883392770916,0.184404419028257,-0.0181365584514609,-0.02998552281905,0.108453289327667,0.141005755840021,0.0463194320926797,0.061370362487852,0.0405232525713483,-0.00182705464198689,-0.115397781961018,-0.0555413396902298,0.0477709672198988,-0.099042903738756,0.0954099443064484,0.114260132228131,-0.0934713526212726,0.0118607561497931,-0.0969375669595909,0.0652793708050795,0.112599016750382,0.112652418413012,-0.0147157719062005,-0.125512250636558,0.0152269159844337,-0.0444778770299473,0.113382317019544,0.0873828391120308,0.0382930035627019,0.0803795303881833,0.232301695277613,-0.0404030530475507,0.0442905322787772,0.214691171483946,-0.0152507145674055,0.120265978680042,0.0502232510038792,-0.0542657383262578,-0.109241726359921,0.0345938043437757,0.145212319616738,0.113351286706472,0.0987691323145364,-0.0754459173709008,-0.147312859709304,0.128276783873137,0.106499902979888,-0.181026467440897,-0.007089587031325,-0.0149089563436642,0.0735345608301519,-0.0237644999675369,-0.122628313802285,0.155670609012286,-0.0712191246753571,0.197019510533473,0.177129398049497,-0.0338527941000484,-0.189032343291973,-0.152352913296765,0.0774446554298677,-0.146389538283971,-0.127256612019726,-0.161847735167973,0.0672964109532063,-0.078792161589387,-0.0971172737897496,0.0985869560950422,-0.0160334663078298,-0.0635283881748765,0.0635754834089835,0.0286046746019258,0.0450842450401836,0.202636092794795,0.0225953359733104,0.0586879994297774,0.173818967900556,0.0904019759255052,-0.133166664748364,0.127868989734997,-0.0696028627884233,-0.0942970823515324,0.0468423663401662,-0.133099411046335
"100",0.0395857730953443,-0.0774590676201537,0.036093355456019,-0.0468514753037768,0.0911301409785517,0.109900905083975,0.0852849097005804,-0.0408812855500437,0.117687834449841,-0.0806766175987592,0.147581519730159,0.164546660548228,0.121710538221769,0.0546991962440983,-0.0819482507349687,0.0552042065685107,-0.111865668494453,0.124644334494898,-0.148248114738874,-0.0874252413098656,0.0393305248368515,-0.0255389745572891,-0.110690095778634,-0.136490335144609,-0.00372756907019189,-0.055143043934936,-0.112613089016993,0.0859457802645653,0.066866738397162,-0.0733889824457166,-0.10618474904396,0.0704110329696178,-0.00536312422280362,-0.0654686466672787,0.0988619396642112,-0.0874323435249017,0.0546840032082111,0.127507037459639,-0.0987984584198347,-0.0433252103648358,0.0854033620319175,-0.153352367152834,-0.118747276101401,-0.00325344612209378,0.0748943815891229,-0.126392593729017,-0.0795661345640826,0.0451462337599394,-0.020787856723876,-0.0243873986070908,-0.00112654576882685,0.0641342018532647,0.0878570617825692,0.0486108059025709,-0.0577931597115374,-0.0342159479883992,-0.0160546877916047,-0.114548222799682,0.0820421860392501,-0.0116033034265052,-0.00728172612512942,0.0466401617001314,0.0505289197668608,-0.0614329108840086,-0.0659146874651586,0.0316558611842574,0.0492100701160534,-0.0871055326913126,0.0257277391188398,-0.110254252693961,-0.0885871919478763,0.166511524089129,0.105389875485275,-0.11535138521852,0.0653132543519559,-0.103275497114844,-0.0356671205235643,-0.0948681902369448,0.00521850863884053,0.0187773376040925,-0.140002329529755,0.0682854854603108,-0.168645058229831,-0.0176194524230174,-0.0376640075896379,0.0722125272925984,0.0224225276219306,0.00959633674327473,-0.0347081906267197,-0.0986300400530807,-0.111447281608468,0.0831909080401157,0.107571756555139,0.122862198932503,-0.00888051327827155,0.0783293855200225,0.131187844522247,0.0275669970846747,0.0821180810175563,0.135988466594942,-0.071615513974638,0.0478941298501934,-0.0382779666355303,0.0718791716497472,0.0685217836317864,0.0167443834381427,0.062735897387914,-0.0993692242430123,0.0335270612499246,-0.115190433609905,-0.10762824630209,-0.0927408627609502,0.0408061073090219,-0.0112153432642295,0.009509452490676,0.146956959157331,-0.141433757838321,0.03827339168992
"106",0.062927937768184,-0.0605387843936051,0.0135073168155025,-0.122979473330739,0.111160709593349,-0.116389761735949,-0.170920819080751,-0.132279848734111,0.0776469568607201,-0.0626527521222499,0.125624073801356,-0.111079670685024,-0.0203060118786503,0.0739206685288217,-0.0623984984861831,0.0631067774458281,-0.122896847849194,0.0729430453180343,0.0671674817679504,0.00211949965526154,-0.0788953300180803,0.0215158350226445,-0.0941580487585216,0.0496357476845708,-0.0281846409513486,-0.0520034978660332,0.00386017181320058,-0.0951405119436465,-0.137225579817746,0.0764184577799705,-0.119539282325503,-0.107733791927019,-0.0674585536954371,0.134700993613296,-0.119275427344048,0.104770996314774,0.0444212928946409,0.219640386852998,0.0793190527346178,-0.0946823927913629,0.0641961597897693,0.0676207742823733,0.0735485069568003,-0.0464637362591469,0.00114430005558575,0.0957010464620987,-0.092892025666147,-0.116168469500815,-0.0338624098561251,-0.138661807970426,-0.0653278233488112,0.024319397210506,-0.0938356914596234,-0.236354032529525,-0.0352585665093207,-0.110561781803667,-0.0612978126091018,0.0843209982448498,-0.047765314285475,-0.0106115450337157,-0.0854949028042183,-0.044066186661648,-0.09459221812312,0.110475130606496,-0.127629698322025,0.0287080372270611,-0.00542618920198089,-0.098359684855083,-0.0184557907942088,-0.0188146354232365,0.0100992099061375,0.0902530468570008,0.0657589364015339,-0.0417070660581442,-0.186923821670666,-0.0557759686261862,-0.024932892205418,-0.0686310341558747,0.00677324127918667,-0.170943506220988,0.0157617861513588,0.0856767316777739,0.0660411855169324,0.137478483994824,-0.111685423851206,0.0282325926861344,-0.095914623528773,0.0012239742172293,0.066977328210915,-0.102875740085078,0.0314770163574473,-0.014759877089616,0.0171624953184346,0.095763172674497,-0.20956003822094,0.15114587332505,0.00515963159611263,0.0147223859411629,-0.144021690973113,-0.0899269748904312,0.0513433699282404,-0.0569295520487635,0.0344808589490011,0.0486018105553237,0.0588872904014623,0.0148915685636791,0.0619996180336367,-0.101981085502869,0.00588478178156963,0.0797902283058285,0.0384096530732155,-0.108915433458556,0.00431185013329276,0.0142847653664942,0.121506249831512,0.107890938401239,-0.180726431438195,0.0552271515100675
"107",0.0625579451409503,-0.0273514049842714,0.0651357998203318,-0.0398497286257562,0.071223453462903,-0.0623609928838095,0.0355642630363726,-0.00362550231597042,0.108889966741074,-0.0353965143627223,-0.0144949185055956,-0.0926451673274872,0.151226131569563,-0.00971456565821286,-0.0214421472888895,0.0201111364173272,-0.0860318725229283,0.113385565949569,0.0820718041026497,0.152353942367454,-0.128978967943355,0.115915733923829,-0.10526055131508,-0.131005575534454,0.0514111786246905,-0.117061992929912,0.008349289552481,0.0809260677075065,0.0799186868903203,-0.104670632865374,0.11076719118688,0.151405756243949,-0.022251547143215,-0.0482207682859982,-0.101891538323406,-0.0662051227351609,0.0674788949774714,0.237081002524711,-0.101358020709782,-0.0888155103373022,0.0534098058021355,0.0912159199249812,-0.140206955979837,0.0070167647778847,-0.063590632212158,0.104723261322192,-0.0939558977086476,0.0489625398765741,0.00113551875088451,-0.0206634707488028,-0.0754293952613179,0.132241938329251,0.0964930985251597,0.0461394870955589,0.0509196857842014,0.0645956813729087,-0.107121455128943,0.0871995089460644,0.085853376990481,-0.104481987861584,0.0647591889726132,0.0289304767537974,-0.0913180458761468,-0.0842091467662822,-0.0448149984295672,0.00877325604293542,0.041443896247449,0.0202370751807349,-0.0315670596092733,-0.105776413873808,0.0113957792718372,-0.0620501696597806,0.0908317017146813,0.0499707222333174,-0.0778798543443834,-0.142724334331499,0.0574173630651448,0.138285615013656,0.0648236383481975,0.0672201463844125,-0.101362924589689,0.0179008821519244,0.0924134993590445,-0.0426893881858605,-0.0673361573764367,0.0885727669820363,0.0405315786058946,-0.0670151650610579,-0.060164712565562,8.99530177231408e-05,-0.0961274038857823,0.0551156354071746,0.0283472278193225,-0.0705197217449989,0.0546261596107561,-0.0168383889792938,0.0753743238461896,0.0982875703942706,0.0823248757686764,-0.0835849777782538,0.0597902277923269,-0.14123813744837,-0.0696284958069587,-0.187751290712793,-0.146506731347273,-0.130468203760192,0.218463774367417,0.0301115354444821,0.0867997372254815,-0.111506526213456,0.0276458959868829,-0.0528175510751277,-0.0734183035251365,-0.011281510979214,0.0370074177221177,-0.0322896565492275,-0.0908206035575097,-0.0634287702805004
"108",0.0665458511152946,0.149644503012285,-0.015892917646425,0.135064075094626,-0.085132388195661,-0.07278124533346,-0.143299438122756,-0.0691051203729644,-0.208412128185791,-0.0179925226526898,0.0840840324057362,-0.0559073576800367,-0.0430341549193806,-0.181627547192085,0.0214661454110323,0.0659649107427332,-0.0883880231972244,-0.0837450019996648,0.0713821425835738,0.0026586827443751,0.0539609372897995,0.0244706107498566,0.0542990573168903,0.0600873613047441,0.106537509329306,0.0146573303145814,0.142855845076971,-0.0494400681667951,-0.145909114861988,0.193456251957464,-0.0939952407553249,-0.134184721022852,0.0481530524921645,0.15399785373217,-0.113333517231838,0.129836214198094,-0.00496986481092148,0.139161557985308,0.0980225573127441,0.11433666926897,-0.0204309506885879,0.0938813571117396,0.162438105516422,-0.0602817478167717,-0.0465767055525467,0.141084542758509,0.0634544661262199,-0.133153759441953,0.0880906729338198,0.0643513570540837,-0.0726435113470103,0.0928740588685114,-0.077550278322948,-0.175771869181794,0.15525350214537,0.140431437099833,0.0861353729014661,0.135114224408527,-0.0589184920621835,-0.0305702281254655,0.106763069381096,0.0193717405061824,-0.0427887965683271,0.126916575528914,0.0163563289275378,-0.101219714107679,0.0844207033435651,0.145560241520015,-0.205683530053219,-0.141729110732016,0.04651456352228,-0.0501892015377637,-0.118667595300317,0.0610400926589852,-0.103475988788621,0.0289696077984572,0.0666303897028944,-0.0391332839582163,0.0974752301598675,0.0280077353827052,0.0217358055539017,-0.182634956134576,0.0877168373033068,-0.0474245347085463,0.111781287732047,-0.00282023445184574,-0.0755582791815487,-0.11071423425953,-0.0964195697073446,0.171567215845034,0.156784782858269,0.0133974136194685,-0.190178448292344,0.0563820706824763,-0.217107951104983,-0.0927374607945177,-0.173456710900673,0.0528634940941367,-0.136549058969891,-0.0664147735602025,0.00382563937464977,-0.0436497284509772,-0.0600541114742998,0.0345903825883903,0.0873434451804925,0.0302141812204406,0.161231908555299,0.108019598213967,0.0584861594780316,0.0126661263786232,0.133180799804359,0.166251758844815,-0.121847143723903,0.07635246336564,-0.075112927839789,-0.11186930075329,0.0661675006887727,-0.116667877107363
"110",0.0615419481842667,0.16973506838993,-0.036477485736814,0.134221529591013,-0.123078059573755,-0.0767049834694881,-0.150693454520064,-0.0583506181936254,-0.239682476185009,-0.0250596294069489,-0.0146781639619106,-0.0351767086252888,-0.0598694224236559,-0.193151241804467,0.00232145522598532,0.0703191966354414,-0.106842733062361,-0.0822994397121357,0.065671080892755,-0.00479356911620488,0.054947881933102,0.0111692823406247,0.0494078038297634,0.0621646769604876,0.112284875456644,0.0600569115565177,0.182430503506267,-0.119578320225363,-0.153929359121682,0.273773937006496,-0.0940223393336225,-0.214905642830912,0.0268313943222784,0.160177056723652,-0.128357331280429,0.132247814539931,-0.0573310139215755,0.171192561223013,0.0939455999017741,0.130148167952676,-0.0541394493856127,0.0899467263109908,0.257339088708563,-0.0621003773131424,-0.0107389408966403,0.130324117386531,0.0832129975697946,-0.165724796702576,0.0909144694616342,0.0263440722042196,-0.0737291021789983,0.0728503544943802,-0.0807103982100969,-0.164963674699036,0.144130034235983,0.162417801932778,0.10977804600552,0.109319636775675,-0.0743793794637602,0.0192474907995347,0.0811855823949404,-0.00483347948628473,-0.0380294244711562,0.139611276314383,0.0105007658076152,-0.0821870276331723,0.092715154585569,0.138084463178589,-0.22028570956501,-0.0419142668177562,0.0617513156389215,-0.0872197244543305,-0.0936115569793992,0.0497881241409632,-0.0993669803965642,0.0526057095534788,0.0274506613835997,-0.0561687224014285,0.0863258971406926,0.0634325931252318,0.0796184687657313,-0.172332950903836,0.0684658129127377,-0.0488002070965992,0.132931083320032,-0.0245735015123961,-0.0787295855655206,-0.114940148146551,-0.0484458793187715,0.172190332547534,0.172134623706018,0.00840843827537156,-0.206250565090921,0.0601944825127822,-0.187543644558583,-0.110262172328187,-0.224979054407521,0.0336055294946054,-0.139919077983303,-0.0618832663475143,-0.0204643163157213,-0.0478411850554896,-0.0551221608071383,0.0299126296752515,0.0855790459095125,0.0617148592605386,0.193031888159072,0.0982110640315487,0.0184653256561462,0.0541437674485664,0.186390221914161,0.203945532526558,-0.104890048020863,0.0598480135918307,-0.0255770738375812,-0.130533058741153,0.0544417933725532,-0.079273774498143
