"","AEcyan","AEyellow4","AEblue4","AEdarkseagreen4","AEsienna4","AEdarkolivegreen2","AEcoral3","AEpalevioletred1","AEplum3","AElightgreen","AEskyblue1","AElavenderblush2","AElightcyan","AEnavajowhite","AEmediumpurple2","AEplum2","AEbisque4","AEdarkorange2","AEmagenta","AEbrown4","AEnavajowhite2","AEdarkturquoise","AEpaleturquoise","AEhoneydew1","AElavenderblush1","AEantiquewhite2","AEpalevioletred2","AEskyblue","AEgreen4","AEthistle","AElightcyan1","AEthistle2","AEgreen","AEorangered4","AEcoral2","AEthistle4","AElightpink3","AElightpink4","AEthistle1","AEmediumpurple3","AEred","AEsteelblue","AEplum","AEnavajowhite1","AEyellow3","AEsalmon1","AEtan","AEdarkseagreen3","AEdarkviolet","AEdarkgreen","AElavenderblush3","AEsienna3","AEcoral1","AEsalmon","AEmediumpurple4","AEmidnightblue","AEblue","AEsalmon4","AEbrown","AEpink","AEivory","AEpurple","AEviolet","AEyellowgreen","AEcoral","AElightsteelblue1","AEdarkmagenta","AEskyblue2","AEorange","AEpink4","AEyellow","AEpalevioletred3","AEthistle3","AEfirebrick3","AElightsteelblue","AEgreenyellow","AEroyalblue","AEdarkgrey","AEdarkseagreen2","AEantiquewhite4","AEmediumorchid","AEfloralwhite","AEplum4","AEblueviolet","AEbrown2","AEskyblue3","AEdarkorange","AEmaroon","AElightpink2","AEsalmon2","AEchocolate4","AEblue2","AEorangered1","AEdarkolivegreen","AEfirebrick4","AEmediumpurple1","AEdeeppink","AEmagenta3","AEtan4","AEdarkslateblue","AEindianred3","AEturquoise","AEblack","AEgrey60","AEmagenta4","AEsaddlebrown","AEorangered3","AElightslateblue","AEplum1","AEdarkred","AElightyellow","AEdarkolivegreen4","AEskyblue4","AEindianred4","AEhoneydew","AEwhite","AElightblue4","AElightcoral"
"93",-0.15479905324094,-0.362243797240211,0.171705817966443,0.532814970092071,0.123325622082769,-0.10015988061763,-0.38027472472353,0.167821652996077,0.846074598943747,0.587217123783083,1.07685556696096,-0.773804449605515,-0.328049323895356,0.368044968909431,0.273616930042374,0.4259233063656,0.392436657042934,0.208285041036092,-0.109784432273472,1.12095957025411,0.959437448852066,0.652335184018109,0.862630674285981,0.59683038549092,0.52473678321923,0.336669942813111,0.0202280976587844,0.420920924124256,0.958575643427104,0.0843770069188031,-0.272231456102761,-0.218947883333707,-0.281874967485357,-0.733584967812839,-0.645848013962555,-0.822386884875872,-0.292386268497524,-0.423265305684658,-0.856612113197871,-0.504042506467838,-0.366561969183732,0.545859800119184,-0.17536049583347,-0.844507658504411,0.4322915345917,-0.349488656696057,-0.823142677679799,0.803517891113632,0.693078091455558,0.0450382109983068,0.532717821411193,0.889087759939747,0.818239891873244,0.310185403918207,0.278844783237695,-0.350133701857508,-0.0130712648752306,0.145492894767754,0.644465742635089,0.620388036814312,-0.103088902153305,0.193656214790587,0.454563419970036,0.385093038993376,-0.145139507896915,-1.13798833638301,-0.719941521399668,-0.668918022574136,-0.792562206988215,-0.408547221928793,0.368643314773899,0.0516797496150869,-0.439398659171932,-0.418653020109259,-0.61036233870536,-0.650058163657372,-0.555916166800241,-1.07471939702963,-0.871515120569193,-0.292471997836135,-0.307859682394423,-0.480583084730496,0.248276102676584,0.128876756116146,-0.650405038315532,0.725565394743926,0.161850519556933,0.499923445238678,0.54901538578491,-0.267839296421655,0.194254012090925,-0.45712976949905,-0.105410504420317,-0.607829875425902,-0.635291758727447,1.10721170499591,0.736671191067752,0.170144058363112,1.06066418367138,0.738668894466335,0.745695413246791,-0.00594424232588557,-0.549754519760437,-0.350665531306416,0.335093251947375,0.135971398292153,-0.133258968110205,-0.646517681995137,-0.703352554085585,-0.626703570852975,-0.461604812787362,0.205782067605005,0.668222759282065,0.460786864202739,0.562879062808671,0.232341320904309,-0.455208960520109,0.148797373978303
"94",-0.480860180922678,-0.337073783028936,0.645132406653589,0.703821967210784,0.371845933832209,0.509719061846408,0.752333973393478,0.577127455800604,-0.414929610355382,0.830584172875224,1.0436509782492,0.68960914549004,0.771639429715998,-1.31507418580141,-0.614737013958986,-0.406850932299732,0.0602659247512149,-0.000642041406200764,0.111322795802826,2.05175666660034,-0.342350518744034,-0.605330968584257,-0.437464895854262,-0.974285934081854,-0.495378009920595,0.341298977465216,0.415946000500083,0.623731462624208,0.821420512538592,-0.0731628385008086,0.369117291916563,0.427369127311541,0.59323677236506,0.619922813225821,0.726240213916875,0.753337774616908,0.150044434734049,-0.129927662686679,0.691800082222317,0.3529124445662,0.30015606431971,0.518317631679319,-0.843403404501545,0.934187423823635,0.189690127285152,0.780850247969381,0.578875904558871,-0.155724696868708,-0.269937829170691,-0.0504422513465296,0.123625682440035,-0.0589335111850827,0.699996963278039,0.193402817704024,-0.520919476332774,-0.370075302059634,0.314622691993386,-0.0930899507375523,-0.0715375205414131,-0.595843400027235,0.0217556459042367,-0.996405098287578,-0.178349841651212,-0.713820345098056,1.16492845786231,0.618019602869984,-0.325973897956541,0.405651370722029,0.746314610661695,-0.0161471976798656,-1.27421064053889,-1.00094827792084,-1.36953926017748,-0.400507046986932,-0.330330390407991,-0.503579468269637,-0.354020347072099,-0.795618311676595,-0.544136588911028,0.329807651019547,-0.176341255849618,-0.37435953540896,-0.465837128874046,-0.33481064491134,-0.148309741197776,0.378603755110327,-1.01462278357455,-0.623594354223656,0.483705213210878,0.393548433447124,1.22942678147357,0.758296433849463,0.78687969017149,0.682719874632578,0.952327208822897,0.352685611953941,0.382066316966481,-0.0161296636213829,-0.0153570665036689,0.100305281306807,0.254736548431776,-0.143996213621801,0.35432219650116,0.255699919376448,0.0835349928187052,0.0180200755495555,0.203751560958625,0.505563800809095,0.539727791505485,0.477030626615223,0.306088871001651,0.833309166212669,0.829263648483332,-0.128836034039782,0.522427888831836,0.376369642821536,0.809078907122509,0.263263536279154
"95",-0.538329332239059,0.332694666581888,-0.829887780333025,-1.13853016003883,-1.30634329166012,-1.19261324409442,-1.43270612409907,-1.13711730658676,-1.02698493014579,-0.653675589356757,-0.620214482119782,0.394235603835104,-0.435284662292955,-0.0865345387857244,-0.216528276831508,-0.87744366373604,-0.395396312782443,0.225738061604185,0.00638215755343244,-0.258232340889049,-1.23842655120854,0.556339003460564,-0.386654351258431,0.422737111208012,-0.558432261651597,-0.139406068921544,0.651690335228393,0.41609387367169,-0.133753375536801,0.278544016862655,-0.0135978931040062,0.117221284810128,-0.00978917188991637,0.623918286121958,1.5039198142535,1.34001186970718,0.518473543540082,0.63883197363011,1.30227883317617,1.32755568374426,0.875625571073027,-0.755464774234305,-0.030441822417253,-0.25954554873143,-0.96399804912284,-0.977387152528645,0.361330268168322,-0.696693822815845,-0.964924767846201,-1.18307528207912,-0.882030168692839,-1.42437650566402,-1.38839579453812,-0.662372387925582,0.0204840751087194,0.87960113374319,-0.628263267758824,-0.680300253914641,-1.27066987068377,-0.907756090439606,0.221966471091126,-0.0696625573817426,-0.350763935661999,-0.241008485501189,-0.698333512106415,-0.0519530995388014,0.628244652929184,-0.0442032826283118,0.522019954734272,0.374880618116495,-0.445387655768832,0.502304783996574,0.4669574917593,-0.695420780910327,-0.618634505000777,0.663141809965844,0.874882184477153,0.332617990519786,1.09424707844057,1.41953051459179,1.39250076678829,1.20952467239066,1.29549332188898,1.43172247006228,1.69307323874129,0.622230197577387,0.209714149001006,0.487161098274867,0.144848346813002,0.627328142068889,0.521866666863295,-0.314055026672369,0.634819773188057,0.721953000022802,0.5549920618597,-0.751440305166111,-0.015058792891069,-0.123591132317644,-0.0557190478665204,0.239055976896074,0.538674920584231,0.587547968809689,0.611299836606391,0.912529023661697,0.00237691372534516,-0.522139120606127,0.929413634457612,0.570425175752677,1.10662212318718,0.8463813679941,0.619287118163489,0.808155006663632,-0.152495645103935,-0.426457724079683,-0.182400743724892,0.427306401990851,0.682532889540672,0.262517381434574
"96",-0.608599892737508,0.358777953117982,-0.903624413760761,-1.07675141638558,-1.04717834507361,-1.0916906023686,-1.54568453487161,-1.04171596183179,-0.775270132171467,-0.638661889283979,-0.574011499079373,0.383107825878809,-0.619227736648589,0.330253024973434,0.34174959208459,-0.184924873511512,0.301477602165696,0.781337959814963,0.586730519721933,0.0862776871580871,-0.882962317569805,0.50795620793715,-0.550013458814586,0.473170281571668,-0.40054376933649,0.0663753626652551,0.829905515340552,0.489872913952033,-0.199220447454482,0.288801254833261,0.0904087603561113,0.189625733392455,-0.0413007356643949,0.681939656223689,0.972964579522918,1.32089372462749,0.830824623543776,0.749733125867944,1.32639851793798,1.59855128529613,1.02764501444558,-0.433899897410553,-0.0469006542474866,-0.362551542909121,-0.689805578054796,-1.08515212314022,0.40660762214824,0.285996296314318,-0.124251542167453,-1.15500717800657,-0.63777566080414,-0.938628153431316,-1.33729650346021,-0.891761648910463,-0.117365793716398,0.862587573814349,-0.774770181234822,-1.07305866793499,-1.13325203121233,-1.05137324034293,-0.899266869024427,-0.423907434241988,-0.910343206911445,-1.0641157649863,-0.668092923727234,0.0696974217774008,0.688772895431349,-0.595982929597165,0.237705250271847,-0.0390181487613075,-0.391738908181961,0.630894541216785,0.420044626556898,-0.657944134937447,-0.844217089578456,0.677764957689753,1.04692598476727,0.311858840878167,0.873542492487026,1.60457900691402,1.66226350236812,1.3448399398802,1.17402251379604,1.39392892843401,1.53982647259162,0.669344196928844,0.44476986720408,0.540966053829306,0.488059801505533,0.538365453845272,0.620807444902244,-0.0697819218795251,0.988765390532377,0.690814600142588,0.594317989637083,-0.265931847533282,0.585076120575781,0.670167975816342,0.191532363270567,0.136209444303789,0.292481211595218,0.434975920305973,0.718925770868023,0.986882787799932,0.253977085139928,-0.21418777193284,0.796851926556118,-0.0907526007072639,0.504011064045824,0.293015177277243,-0.369082978504539,0.999500371644873,-0.128127684380505,-0.00103226379687929,0.364065119125191,0.867155744808569,0.627028628486707,0.72639194165041
"100",-0.668906466358384,-1.11073478713709,0.6075723640343,0.500306691883768,0.196229701862756,-0.153423190569397,0.426211331801467,0.0227771391314996,0.125336937887456,0.568053788009269,0.989348440688913,-0.64166424718288,0.0204289347681093,-0.597529165110026,0.377802034546366,0.555095905190474,0.246789527330133,-0.0222852285401526,0.00030372399569841,1.14857899871911,0.835640786266393,-0.750822322810381,-0.677297313836667,-1.15089099282544,-0.890644203442933,0.333278489578815,0.115105545433935,0.611234200173108,0.954138787855293,0.449777372603666,0.439896245810896,0.264390134603746,0.25312159346202,-0.238061863785369,-0.583561018412166,-0.809330636768969,-0.431874794508986,-0.232013059712248,-0.626955876223857,-0.646666211039168,-0.522777952192992,0.484744815354171,-0.133062950909877,1.12304287388109,1.09197330498828,0.908792896638859,0.472254390519389,0.599156129827502,0.422225808999097,0.855936732149258,0.285697731017449,0.973635895577647,0.430962850054638,0.503702588885416,0.186884974697776,-0.798563808081646,0.494940109286116,0.561718783234175,0.763630691112821,0.378528383900925,0.587427680405679,-0.213938771367312,0.275243195779867,0.304641784440081,0.865675437220066,0.600411263859567,-0.54016997705658,-0.415435232845258,-0.709541995246981,-1.17364448771663,0.0032313126991608,-0.798198491087177,-0.845174136400424,-0.487633779558088,-0.781983158912604,-0.634869762457,-0.633565720779577,-1.07730353626672,-0.772786528534288,-0.482129601691009,-0.467053456871899,-0.629879353523628,0.0699973952723304,-0.280714850983207,-0.597075437652863,0.288194781494997,-0.921460384247913,-0.426337333541644,0.377776888356883,-0.0099608604424432,1.09886913683846,0.762888515467213,0.465805574233985,0.257949900929363,0.693391720702377,0.222216343356783,-0.0209329807242048,0.351093080746626,0.110077995144591,-0.427465689064941,-0.904946207712479,-0.505926152953612,-0.192563418022767,-0.308962334780131,0.37083787943996,0.513035341264405,-0.763604911391553,-0.120193631297335,-0.253303111204785,-0.38197567563997,-0.101281802598104,-0.804228065074679,-0.262694622119714,-0.00829517704189479,0.650356497650239,-0.0760090177381194,-0.14976035732681,-0.159999541333136
"106",-0.776080251379222,-1.41535175825593,-1.19975247810619,-1.06503099799849,-0.0447045133485925,0.0722466878650754,0.504155787372954,0.0126710904652611,-0.664619901576605,-0.642622373512467,-0.672529795154588,-0.745663914930482,-0.454356693148573,0.0781985112845842,-0.0432585676509649,0.21584132645944,0.117971977319785,-0.214897795040104,-0.438000002456652,0.988371614267731,0.529008504097319,-0.865625250352546,-0.486181820137835,0.516950984860174,0.726227210756349,0.503362505353489,-1.1029935067329,-1.05814138575213,1.58056296323473,0.424950970251174,0.12793278630488,0.00409684188081284,0.180436432634427,-0.166391492499567,-0.416205091850681,0.320173595665584,-0.260666449171983,-0.789603634663848,-0.673720321238571,-0.731774353674538,-0.524706081556797,0.344337415753565,0.886169298979246,0.568099601752117,0.80993871182895,0.690810364091645,0.403365566554164,-0.697102342742024,-0.64982472980104,0.506121425245932,-0.750553469472154,0.039630822642923,0.582663058163247,0.0356869875457618,-0.171277802215827,-0.213555638769213,0.614688670297826,1.18376732825307,0.4608279278196,0.500112392732794,-0.00902099449775717,0.379248346819043,0.0349684884927815,0.434833441501661,-0.132591261863746,-0.349727154749208,-0.0730615003879435,0.184994639555297,-0.362573285615259,0.432471559581648,0.731436448740814,0.0639736046490979,0.574793002918041,1.00124613179397,0.609297135812106,0.493641228433677,0.194120294965718,0.478191032233003,0.0267362847492881,-0.351769356435232,-0.916242226689872,0.761210158354842,0.00079004585052826,-0.961936033557749,-0.482405383189952,-0.367802953815455,0.321737737626799,0.7370105360075,-1.73416235483922,-1.33463730573516,-0.72981733825631,-0.82282845615625,-1.24460821881317,-0.420887219375449,-0.870703971979676,0.182143829193944,-0.524892797361073,-0.334034639306096,0.116795147534111,0.559851430698676,0.540116824247481,-0.576770834061031,-0.585838042683238,-0.660471069473716,-0.673436229689357,-0.0857165806182905,-0.425393831860017,-0.437323462416416,-0.794552232993574,-0.356834021988683,-0.105724084759693,-0.668883663255814,0.269231597180436,-0.352554554616648,0.474207616245575,0.141158394021881,-0.213933801227539,-0.919340914951846
"107",-0.512253226959274,-0.701682929296906,0.293655878125703,0.592851681065495,0.718744982600621,0.831590458624813,0.139030791905681,0.475638532328313,0.230219276870188,0.631507981869792,-0.622959866278912,-0.755417396550392,-0.464401105991063,0.0610434360870947,0.307401226762509,0.673031331189921,0.419064508402336,0.404407921767872,0.393316110724611,-0.119594355012974,0.720573348168693,0.775109652137616,0.971055013955133,0.688817478885558,0.748840864961052,0.491484395274755,0.456918718356383,0.598175775647966,1.76215876870972,1.51611030779326,0.894394778039713,0.694578326853408,0.351093901879414,0.415800167058889,-0.169360699884859,0.202721376609065,0.369714139831069,0.480383104835343,0.205656238588763,0.151250430347932,0.0345600910140876,-1.27554056546194,-0.296464755038254,-0.41681581543772,-0.22061685368299,-0.540228605184065,-0.994314643819435,0.605963938591378,0.937704500404873,0.779714948361477,0.326644000026257,0.551961515722707,-0.0797262055370936,0.0960926677754559,-0.278517477382093,-0.767875597129621,0.404443452308978,-0.150580542573359,0.707025005265636,0.0786496464074507,-0.513173629175272,-0.38385749646897,-0.532280412117027,-0.506618628596107,1.1023314204923,0.614672308994593,0.943340164079875,0.392202670794256,0.345843421734402,0.671012741659803,0.205885963748152,-0.591799193000588,-0.841300232337515,-0.349499925817694,0.618888433116225,-0.642010486980366,-0.540616028507772,0.595503761239173,0.0651145018620307,-0.212997055343328,-0.333123819649602,-0.488001389950785,-0.53376105971394,-0.0179395579039893,-0.26008607329602,-0.958173978424577,-0.889139060092145,-0.548178553224063,0.333161573380465,0.378859382564224,-0.609701825161894,-0.403325358137907,-0.522796094183,-0.769550404493214,-0.74974602565239,0.0652889967431457,-0.173142565225166,0.231403645041232,-0.91818767521192,-0.680696051914204,-1.07271513692282,-0.287712076832671,-0.218107501694454,-0.615840868613886,-0.657511613416124,0.314797804114563,-1.04969392891072,-0.773426987906059,-0.46567718433843,-0.809550328720548,-0.817346993038311,-0.747473111829881,-0.473825826736165,0.0783137500149734,0.411900411807699,-0.0499653267971127,-0.0915003779833335,-0.115523311051346
"108",-0.507823575610333,0.513406766994536,-0.985916170389541,-1.0976802611405,0.226598921462181,0.0784793351771043,0.552891037548466,0.684027193311444,-0.504861443093011,-0.501544665010403,-0.493000902158369,0.512132709184962,-0.471585920783642,0.311950963776829,0.633640160212027,-0.0141067556421711,-0.0860421331079575,0.833237724665054,0.539404935597125,0.660379058963903,-0.926186003625566,-0.666734505639846,-0.268530889817257,0.72956373465262,1.05300921452975,0.530061711508824,0.158508695053181,-0.999673937093599,1.05736314836526,1.11564968478302,0.622091157388513,0.478252261192764,0.05043284483157,0.470745651695622,0.179066554642916,1.03628989137982,1.15333175015089,1.01602820726953,0.680669669883865,1.08266036452077,0.865968401284608,0.220866669373844,-0.289485912444746,-0.355038672982728,-0.820420007695668,0.404405095436422,0.611132784633134,-0.367517491762939,-0.831600733632345,-0.566288046987815,-0.837958727189737,-1.26638561260115,-1.38743899913287,-0.857213125612899,-1.659050189896,-1.04582000642385,-0.434384509719664,-0.667679647450043,-1.26954126893998,-0.971881628522489,-0.36140004614697,-0.540804091487154,-0.83446200412127,-0.933776536083368,-0.292364445004152,-0.432854783231806,-0.0625900260342103,-0.0374272331110589,0.262882081820779,0.586590884231866,-0.417706475224542,0.102534669202552,0.0835594746341304,1.15643487498818,0.950935906766625,0.614189388355709,0.843687445058131,0.502751404818303,0.985528195583187,0.932596516432319,0.117693551690532,0.923831759879952,-0.831236866869267,-0.509360487972095,-0.147377572506833,-0.276895276145728,0.396552362016827,0.863262607233768,-1.26068643978267,-1.363435274671,-0.348431409609626,-0.502055196965024,-0.676703015371705,0.276768819712738,-0.840468901672007,-0.727729934174334,0.302070287540262,0.133521704832752,0.2072608689615,1.22408367630925,1.22605900358787,0.903103185914602,0.610770251091006,0.798837166178208,-0.312614539912715,0.0558091411029329,0.239672760709493,0.612207693864647,0.78442357556407,0.0901586337927611,-0.22064843793718,0.374934938035448,-0.432589780142547,-0.455121757119428,-0.163745425976154,0.526695729225109,0.556653052229433,0.397292483244757
"110",-0.625855024932993,0.418734084356977,-1.05855532330103,-1.16468108770158,0.0777664112995312,-0.0116548218549753,0.583757731226633,0.587801103019722,-0.510138451034642,-0.527774960181473,-0.452925451900848,0.66974153631694,-0.471963393159423,0.420410363779893,0.686481536805371,-0.19306408100012,-0.233715877308978,0.87624063964581,0.398322340458372,-0.102066415051644,-0.734007888608156,-0.674945147246046,-0.383309290126853,0.706596395320402,0.977345942594403,0.494614135068708,0.399833269598449,-1.02875857840853,1.27974571086338,1.33476056991726,0.486875155140733,0.16257884015581,-0.211267530456981,0.200959299795511,0.0352398351275392,1.43185824240965,1.07905835915999,1.18475492051935,0.613702224664587,1.02041791271448,0.859162277608816,0.197712355161721,-0.294932772653161,-0.608045323779776,-0.965368850626384,0.436989827420334,0.595987600612323,-0.878182120136508,-1.33750531207576,-0.567981619794683,-1.0478653171006,-1.63480257810591,-1.47565919274149,-0.939207740263294,-1.7654914415908,-0.363834816402124,-0.645922200358815,-0.814251068634256,-1.45921753566179,-0.895570902484594,-0.0743916316796675,-0.249814295251837,-0.715562878729242,-0.64025037088266,-0.418368477777865,-0.543385232929919,-0.10527159165724,-0.18765332865659,0.190167747144299,0.459853351449347,-0.099742493956267,0.41966454488074,0.386283890305567,1.21031022145903,0.762583597153017,0.584679680644454,0.958623153044881,0.460810913233275,1.25139802303206,1.05231490742973,0.0662690888310775,0.948493620862409,-0.86566433700173,-0.432999594500847,-0.192315258337017,-0.303998071527947,0.420198331915333,0.962320958332607,-1.17095181266897,-1.16081493713137,-0.205838038571523,-0.528041706768318,-0.646060428919884,0.289413932781996,-0.952159640340296,-0.583957408011313,0.144949822323393,-0.0624000102563273,0.459216562115288,1.76975018009548,1.96043108514484,1.11055271272416,0.610134779010366,0.910881748599195,-0.267217528221522,0.0205237037395729,0.405166106665362,0.796914822815965,0.926886965672091,0.390722253103276,0.148279681825411,0.333750654224699,-0.389462988801358,-0.470770701686587,-0.430217278160153,0.40073544739573,0.589281848559057,0.12882241487452
"119",-0.231137246106962,-0.534967713530685,-0.759144227633901,-0.982326380488354,-1.31765514439796,-0.891595722326999,-1.59934433002116,-1.52436806586647,-0.884388216485205,-0.665892773166347,-0.547897959074608,-0.836947059451991,-0.702385431027856,0.394903708966632,-0.391578808422879,0.0586407113266198,0.598814596452633,-0.0814611457587073,-0.170506241990581,-0.0696501492269907,-0.00314748272356578,0.575700946675623,-0.551323281322018,0.404654165970441,-0.737562120910388,-0.0997910379471224,-0.489037441253642,0.428306692873217,-0.0589005379110669,-0.685918782722089,-1.2377427828137,-1.30942305179914,-0.560648419049702,-0.7676778062296,-0.463058108807118,-0.900580871882625,-1.05245980601032,-1.1468954856998,-0.305595138964248,-0.536078093065268,-0.359786646000325,-0.417146861793383,0.740473627224604,0.0137121376383249,0.710833626993476,-0.549322609712137,0.305686045359816,0.69497150419828,0.537090304111038,0.41356898382381,0.260931370920211,0.590359079391594,0.837557744483099,0.387200995414054,-0.0314538360545948,0.234590562164972,-0.316212500587331,0.0218593548520608,0.225095636356897,0.144567578637051,-0.400101206758825,0.401608093615604,0.374200814219326,0.273285461164543,-0.381698479407782,0.312087690707501,0.815688572218231,0.280504366546568,0.31853575430256,0.452030395204986,0.391059513097878,0.531242657936277,0.817256637171671,-0.639987109486249,-0.909797842710294,0.637184259365838,0.53178694915969,0.273478302668105,0.364967704180122,0.422430932790336,0.989464316693246,1.22120367535075,1.64723337009548,1.52097168557301,1.4919820952327,0.544783672483953,0.400839266673448,0.298621884850392,0.0665453275555486,0.632132742298894,0.430164211408768,-0.306259430325612,0.744952886223053,0.369589489798367,0.659814581580839,0.839899242207175,0.627867257224371,0.354980639878078,0.588820159750233,-0.381944752662645,-0.255722589774802,-0.556986722782707,0.0539770092642434,0.254235478396953,0.613235912362723,0.344457064109456,0.127497479330673,-0.0299604791109697,-0.252001843852228,-0.0339653997213138,0.0822679723993352,0.321016033078249,1.01966521067292,0.080207488987141,0.419547175979317,0.432688783435196,0.800597198645594,0.220375426686999
"120",-0.326698421956373,0.868105424817184,-0.749794233593493,-1.12225355891243,-1.28865436288518,-1.45194368923679,-1.39430538531525,-0.905794555838793,-0.290775319701156,-0.622940938131491,-0.596600983358825,0.718181459918134,-0.326306746129395,1.32442309840112,1.17255684262939,0.590140038507024,1.02160199584739,1.54391710517276,0.979090244815686,-0.876719413144866,-0.422389596337584,0.573970282827597,-0.406645160267082,0.480334689218634,-0.42405593118355,0.10538789963027,0.719841381892533,0.465027650378835,0.105697396982201,0.674351019871242,-0.588674727789172,-1.12857680168836,-0.775092124197049,-0.508184295750534,0.614897391818994,0.275058379022693,0.362371568735948,0.989284976055766,0.638012950701988,1.01292968987839,0.844480114568653,-0.277433068379254,-0.203290567994726,-0.826769128145167,-0.857010319381382,-1.05964143873875,0.408775492547216,0.00029091944250543,0.00600543665078208,-0.270960584353121,-0.707665335148933,-1.1142804154096,-1.31799340699718,-0.826503244415097,-1.59651861836058,-0.624174065648747,-1.19041941992358,-1.08028740453417,-1.17568276210319,-0.927964591301536,-1.33143601720302,-0.365364976641433,-0.795054244130753,-1.09794162675126,-0.695124029487584,-0.0738925128258691,0.586801495371485,-0.817126419075429,-0.0630974400594845,-0.205142868466656,0.149645719395788,0.763230142788439,0.48958788486167,-0.615941518198539,-0.936357240108396,0.623945687188968,1.18409883496289,0.137768986384072,1.2238259727765,1.50466103223594,1.78199654596383,1.39065129921048,1.20660847398302,1.56918959521915,1.3330483598994,0.734946951680046,0.658253245650967,0.681596667957121,0.565738463787436,0.459526933927647,0.526643551975645,-0.173248442806493,0.989498164912845,0.661712168595098,0.470666095979374,0.467697016071177,1.29462205038348,1.45052362845272,0.442494179535519,0.896692098309545,1.13992704563478,1.08329747559369,0.796457220376953,1.32679324013461,0.438904931868009,0.4786634465975,0.134783120207048,0.133532356503275,0.425248972452854,-0.270202775621279,-0.804574877283379,0.685681156458078,-0.0461302827415577,-0.365305496873964,-0.11066155367048,0.525662554621152,0.464789937851588,0.411926743528141
"125",-0.677597426538249,-0.984510229845245,-1.15301861577598,-1.28914536470542,-1.1151350118921,-1.17146388646928,-1.15648705791922,-1.53744260555893,-1.00579326414073,-0.731018797552902,-0.582285429207252,1.18450314891943,1.53381169677814,-1.13080585836222,-0.402825957915487,-0.361703858190683,-0.260415780069055,-0.328269001415536,-0.376048801699138,0.490855765474036,0.202900373573241,0.463557757894303,-0.601021320612698,0.265322049406463,-0.669765186807412,0.0934635246098525,0.233015626339099,0.478384054078242,1.33150711648044,0.653179349706477,1.16839099097803,1.41440688932098,0.951349134511009,1.31561717535718,0.607645984813396,0.877568515180643,0.849820386789504,0.132510286775523,1.17075996387807,0.776457722386434,0.360966134828944,-0.550842744361664,0.817695538526746,0.656310097309268,0.176877097766174,-1.12867957654988,0.225293274159498,-0.280806060279553,-0.142841651195708,-0.471006819117684,-0.571911031727394,0.00562033442101828,-0.197793831958179,-0.0541338957182832,0.833174910548286,0.640069122770388,0.68345351000249,0.501550752692821,0.284554674196879,-0.481914994793512,0.373713019239762,-0.615078838344358,-0.363105401033968,-0.456793360832613,-0.66058051325284,0.135212633907133,0.543439442866313,0.160233981762761,-0.245677966305044,-0.24455473172446,-0.917119606512036,-0.683205491592173,-0.234448817084294,-0.727387881052798,-0.745658240812343,0.563873115596348,0.193322794878324,0.377674560521644,-0.327879739439753,0.702018459562236,0.854669840537228,0.849230656808664,1.25781054994156,0.928556250771152,1.2276633039977,0.644506865549875,0.279537433182156,0.499978723921592,0.275794848683562,0.368302428835092,0.368903218534786,-0.494673670944482,0.457934256817642,0.225487618397402,0.676682778241329,-0.626899632738166,-0.587243178294417,-0.61238390522699,-0.735693638784176,-0.516864398112431,-0.434310649931052,-0.563965058695416,-0.234393095334709,-0.569566664456698,-0.805760670273528,-0.837900407025597,-0.0801326941152827,-0.296262016679808,-0.358603740518543,-0.052700867172186,0.177927757045703,-0.0945826236672034,-0.119957377995299,-0.11267208893906,0.475266324869606,0.163750981298287,-0.0530958434026497,-0.452192304208715
